"Datum und Vorlage";"Ergebnisse";"Schweiz";"Zürich";"Bern / Berne";"Luzern";"Uri";"Schwyz";"Obwalden";"Nidwalden";"Glarus";"Zug";"Fribourg / Freiburg";"Solothurn";"Basel-Stadt";"Basel-Landschaft";"Schaffhausen";"Appenzell Ausserrhoden";"Appenzell Innerrhoden";"St. Gallen";"Graubünden / Grigioni / Grischun";"Aargau";"Thurgau";"Ticino";"Vaud";"Valais / Wallis";"Neuchâtel";"Genève";"Jura"
"22.05.1921 Artikel über den Automobil- und Fahrradverkehr";"Nein";138876;23952;14717;2665;814;1352;556;412;1247;718;7310;2179;753;2413;1839;3230;1070;20108;12675;20714;9002;1239;3608;4647;1121;535;...
"30.01.1921 Aufhebung der Militärjustiz";"Nein";393151;65459;59662;15496;2253;5038;2147;1023;3842;2594;16225;12241;12344;7736;5307;6713;1811;37198;14281;30864;20653;7436;32386;12824;8061;9557;...
"30.01.1921 Staatsvertragsreferendum";"Nein";160004;43966;26157;5222;1565;2020;521;273;1270;998;1362;6181;2560;2375;3292;3091;733;12432;6744;14754;13414;3054;4432;2133;1194;261;...
"31.10.1920 Arbeitszeit bei den Eisenbahnen";"Nein";277342;33741;51485;12189;1108;6848;1490;1076;1726;1636;13864;5868;2644;4061;4086;6010;1912;26890;11050;21084;13516;4438;30091;10136;6219;4174;...
"16.05.1920 Beitritt zum Völkerbund";"Nein";323719;66898;56521;14376;3433;8496;1267;1018;4524;3124;6118;15009;12054;9156;6559;5382;1273;30346;10797;33109;11464;2822;4663;6054;4124;5148;...
"21.03.1920 Gegenentwurf zur Spielbanken-Initiative";"Nein";345327;64187;50620;9624;1579;3532;785;517;2564;1478;16943;9029;9290;6867;4802;5600;1144;31151;11818;26797;15284;9204;26736;11937;13525;10314;...
"21.03.1920 Verbot der Spielbanken";"Nein";223122;27879;39884;13732;1534;4469;1000;930;2346;1640;4856;7022;3348;3794;2825;4743;916;19912;7952;24571;9256;6530;18136;6438;3228;6181;...
"21.03.1920 Ordnung des Arbeitsverhältnisses";"Nein";256401;35655;44216;10784;1044;3727;813;679;2671;1566;15254;4912;2332;3590;2204;3448;869;21046;10471;21358;11792;3099;30309;10680;6387;7495;...
"10.08.1919 Wahlen in den National- und Bundesrat";"Nein";79369;19394;4494;738;460;635;218;132;1345;219;1423;979;462;758;2223;3436;455;12536;2445;12740;8744;513;2667;1600;407;346;...
"04.05.1919 Ausserordentliche Kriegssteuer";"Nein";165119;38806;26641;2767;687;1391;208;266;833;932;3703;8414;5460;3631;3704;1664;600;10918;3936;15777;6670;3122;7343;2123;8072;7451;...
"04.05.1919 Artikel über die Schiffahrt";"Nein";78260;8286;13893;1640;479;1288;245;262;538;535;3070;4441;2014;1386;1206;1148;486;7080;2675;11926;4556;1608;3996;1951;2659;892;...
"13.10.1918 Proporzwahl des Nationalrates";"Nein";149035;25747;15549;4181;332;817;273;197;1752;542;3211;4062;1944;1718;4191;5669;509;17425;8247;20018;13431;1567;13850;1290;788;1725;...
"02.06.1918 Initiative für die direkte Bundessteuer";"Nein";325814;37281;45468;17497;2332;6030;1785;1323;2448;2548;21124;8658;5459;3710;4036;3930;1512;27849;13043;20427;13722;7446;36887;19112;10559;11628;...
"13.05.1917 Stempelabgaben";"Nein";167689;28682;18574;4526;1239;1393;1081;629;1605;716;5869;7461;4856;3245;3909;4143;1213;19703;6958;26090;9101;2079;5192;3503;4202;1720;...
"06.06.1915 Einmalige Kriegssteuer";"Nein";27461;3825;2971;588;298;530;91;99;240;140;1396;559;344;302;423;626;234;4427;884;3723;1691;508;1831;571;702;458;...
"25.10.1914 Gerichtsbarkeit";"Nein";123431;12045;17566;2676;1962;1308;599;507;1416;545;4348;2124;775;3363;1690;3388;1712;16585;4924;18128;9067;1905;6302;6605;3127;764;...
"04.05.1913 Krankheitsbekämpfung";"Nein";111163;18030;10493;540;669;1074;505;286;1755;271;3094;1001;229;1418;1743;3761;1394;20125;5574;21104;10731;664;1696;3870;746;390;...
"04.02.1912 Kranken- und Unfallversicherung";"Nein";241416;31688;29385;4129;1270;2718;906;424;1825;1665;11263;2689;3777;4298;2434;6840;1718;24178;7537;18116;13543;6943;31739;12765;11415;8151;...
"23.10.1910 Proporzwahl des Nationalrates";"Nein";265194;41977;43005;11322;729;2173;519;549;3310;1158;11711;9333;5179;4988;4962;8551;771;27359;9094;23597;14949;5083;21073;5355;5321;3126;...
"25.10.1908 Wasserkraft und Elektrizität";"Nein";56237;4474;8077;551;680;2532;284;174;470;140;1953;1161;227;653;500;1480;1058;9356;3173;7806;3643;2910;1422;2497;863;153;...
"05.07.1908 Absinthverbot";"Nein";138669;13978;19905;2176;572;856;524;199;1067;603;4912;8300;2522;2357;1399;3641;767;10969;2067;13454;7425;2330;13949;4377;11634;8686;...
"05.07.1908 Gewerbewesen";"Nein";92561;10543;10023;858;601;733;318;261;567;279;4428;3272;659;1627;658;2489;913;10519;3031;13155;6642;1642;10057;3994;4146;1146;...
"03.11.1907 Militärorganisation";"Nein";267605;33077;43263;11689;2339;7437;1413;1487;3938;2369;13623;10455;5320;4315;1870;4119;1437;24857;5124;18120;8478;9359;19902;13637;11290;8687;...
"10.06.1906 Lebensmittelngesetz";"Nein";146760;28093;17788;3107;1025;1581;563;229;3314;545;1460;4290;7153;2496;1681;3796;810;22733;4053;11974;7192;775;3535;2117;9798;6652;...
"19.03.1905 Ausdehnung des Erfinderschutzes";"Nein";83935;10763;15978;348;1754;562;172;171;1337;57;1844;796;318;1049;685;2705;1304;14597;4326;12970;5227;1747;2386;2132;511;196;...
"25.10.1903 Alkoholartikel";"Nein";228094;33093;33437;7296;1680;2808;852;679;4131;1050;4926;8725;6082;4834;4899;5388;1569;22309;6640;25562;9542;5728;16082;4797;8879;7106;...
"25.10.1903 Wahl des Nationalrates";"Nein";295085;49499;42277;8614;1223;2535;694;571;4861;1261;4479;10027;8565;5610;5569;8370;1887;34476;10333;26292;12816;8213;20508;3855;10809;11741;...
"25.10.1903 Bundesstrafrecht, Anstiftung Militärpflichtiger zu Verbrechen";"Nein";264085;39641;34901;11035;2495;4152;1068;1074;4522;1564;11777;9157;4932;4841;4732;5162;1960;29136;8802;25502;10491;7859;13653;9529;8855;7245;...
"15.03.1903 Zolltarifgesetz";"Nein";225123;26187;34023;6376;1894;3497;435;648;3528;1498;4833;5319;10081;3784;1656;4526;1624;25834;6034;9155;5075;11526;13804;7765;20483;15538;...
"23.11.1902 Unterstützung der Primarschule";"Nein";80429;10739;9016;1631;985;942;491;596;1192;768;1887;2736;506;1286;590;3319;1513;14185;4228;11728;4644;710;2094;3491;656;496;...
"04.11.1900 Volkswahl Bundesrat";"Nein";270522;43406;41988;9469;962;1433;661;577;2159;1554;4561;8002;5789;4207;5419;8238;1187;22328;9749;26598;12817;7629;28247;5739;10845;6958;...
"04.11.1900 Proporzwahl des Nationalrates";"Nein";244666;40531;40292;8313;915;1219;505;525;2112;1392;3829;7732;4627;3880;5332;8120;1108;21692;9513;25200;12351;7479;22720;3165;6773;5341;...
"20.05.1900 Kranken-, Unfall- und Militärversicherung";"Nein";341914;49118;58144;14437;2000;6498;1456;899;2782;3100;15111;10214;6136;5697;5263;7905;2145;23383;10126;26117;13160;6766;32236;14310;16043;8868;...
"13.11.1898 Strafrechtseinheit";"Nein";101780;12177;8610;5333;2592;3074;787;873;860;588;10856;2264;292;1634;737;2122;1808;10942;5694;10149;2584;3792;2135;9338;1003;1536;...
"13.11.1898 Zivilrechtseinheit";"Nein";101762;12402;8393;4809;2563;3077;748;864;817;560;10849;2439;274;1569;760;2376;1854;10887;5870;10202;2594;3637;2156;9444;1035;1583;...
"20.02.1898 Schweiz. Bundesbahnen";"Nein";182718;13893;20019;12351;2906;5331;2016;1159;699;1593;17560;4173;3364;1317;2427;1294;1705;7736;7979;7261;2179;6970;22955;17737;9856;8238;...
"11.07.1897 Lebensmittelpolizei";"Nein";86955;6329;10326;2685;656;490;394;310;1756;141;7236;947;128;951;768;2242;1151;15829;4567;12600;3831;2327;2768;5774;892;1857;...
"11.07.1897 Wasserbau- und Forstpolizei";"Nein";89561;6759;10053;3182;671;603;422;550;1271;163;7278;1012;127;1071;904;2328;1212;16848;5045;13451;4517;2678;2623;5496;795;502;...
"28.02.1897 Schweizerische Bundesbank";"Nein";255984;29177;22696;13162;3027;4682;1577;1538;1804;1416;16483;6633;2784;2371;1833;3507;1886;22498;10485;16203;5464;7664;40504;16660;11984;9946;...
"04.10.1896 Disciplinarstrafordnung der Armee";"Nein";310992;40224;35660;11773;3051;4752;1732;1466;4146;2243;17326;6820;3957;4741;5090;5936;2436;30083;13736;30392;10295;10673;29935;15280;9706;9539;...
"04.10.1896 Eisenbahnenrechnungsgesetz";"Nein";176577;17368;16545;3996;2234;2606;1318;863;1195;870;15399;2037;1881;1577;3018;2589;2000;15549;8746;8340;4507;6684;27571;14598;8469;6617;...
"04.10.1896 Viehhandelsgesetz";"Nein";209118;28387;21482;5980;2812;4157;1418;997;2428;1697;16004;3452;2799;2115;4188;3892;2315;22884;14029;15055;7415;7787;14456;14213;5186;3970;...
"03.11.1895 Militärartikel";"Nein";269751;24645;27371;13589;3170;7341;2124;1516;5373;3439;18967;6791;2694;4210;4226;5129;2328;24203;9771;16942;7355;8013;31996;16408;12856;9254;...
"29.09.1895 Zündhölzchenmonopol";"Nein";184109;10929;24475;5231;2275;1644;845;906;1115;458;11590;3052;982;2346;1464;3175;1979;18596;10075;21109;5516;7331;20814;11453;9790;6959;...
"03.02.1895 Gesandtschaftsgesetz";"Nein";177991;29215;23414;5171;2378;2190;828;847;2566;828;8769;2653;1226;3400;4796;3912;2098;26613;8109;23004;8391;4555;1635;9729;1018;646;...
"04.11.1894 Zollinitiative";"Nein";350639;57274;65103;12360;991;2766;913;785;3860;1971;7222;9733;8009;5928;6241;9614;1135;29936;12547;24801;14868;6902;35048;5441;15735;11456;...
"03.06.1894 Recht auf Arbeit";"Nein";308289;44380;51074;10706;2086;4066;1272;1017;2753;1423;12534;5326;4319;4532;5491;7784;2207;30372;10765;27329;13597;6644;30854;12049;9885;5824;...
"04.03.1894 Vorschriften für das Gewerbe";"Nein";158492;11123;20737;3453;1963;1335;807;834;1195;359;4638;1972;489;2307;2655;3985;2219;22164;9854;19670;6419;6236;15717;6968;5934;5459;...
"20.08.1893 Schächtverbot";"Nein";127101;7712;9531;3517;1826;1115;669;362;1533;467;8036;1478;1058;1650;1032;4891;1198;21608;8959;3264;3349;5934;14964;12106;5770;5072;...
"06.12.1891 Rückkauf der Centralbahn";"Nein";289406;50052;24926;13502;3051;5317;1685;1385;3925;1957;18111;4419;2332;2502;6444;4868;2333;27237;9888;21098;8426;9225;38234;15788;6466;6235;...
"18.10.1891 Zolltarifgesetz";"Nein";158934;16386;18721;2342;1243;1672;573;346;3457;438;4682;2259;1663;2068;2429;2295;1005;10769;4857;8964;2990;11128;19013;9315;16936;13383;...
"18.10.1891 Banknotenmonopol";"Nein";158615;9668;17562;4499;1245;1695;1044;473;1467;443;13276;1916;1345;2443;872;2429;1449;11714;7492;9967;3010;9780;20260;12330;9614;12622;...
"05.07.1891 Einführung der Volksinitiative";"Nein";120599;22737;16626;646;355;1350;132;149;1793;134;630;891;312;3039;2711;6333;863;15024;4513;17892;8163;3258;9082;1579;1619;768;...
"15.03.1891 Pensionsgesetz";"Nein";353977;48129;53788;20514;3103;5613;2115;1676;4018;2778;18012;8701;1824;6304;5357;8386;2727;33342;14317;29570;16945;11064;26107;17956;9145;2486;...
"26.10.1890 Unfall- und Krankenversicherung";"Nein";92200;7902;11869;5096;713;280;962;350;682;506;3908;1638;673;1874;1208;3241;1580;7084;5249;14346;3197;2403;5802;7534;2585;1518;...
"17.11.1889 Schuldbetreibung und Konkurs";"Nein";217921;14916;31636;19874;3049;6152;2890;1333;1687;2469;15176;7646;1126;3871;1137;6313;2080;22321;10654;23605;7166;9457;2113;17793;811;2646;...
"10.07.1887 Erfindungsschutz";"Nein";57862;8382;6440;851;1445;162;123;101;1335;117;538;711;183;1177;815;1936;642;10837;4466;11419;3402;711;699;1027;159;184;...
"15.05.1887 Alkoholmonopol";"Nein";138496;8410;32489;6065;1376;736;732;400;1867;614;13300;7427;684;2654;684;2796;1176;11939;5822;13156;4264;1668;4711;1447;5058;7811;...
"25.10.1885 Alkoholregelung";"Nein";157463;21693;37565;2861;1475;1354;455;312;3660;442;7497;8391;2371;2439;2739;5024;1143;15672;8139;10656;6295;1577;3618;663;3414;8008;...
"11.05.1884 Gesandtschaft in Washington";"Nein";219728;20263;30108;13534;3379;4721;2486;1671;1115;2272;16550;5167;1587;2478;3304;4089;1483;26045;10207;18430;8005;10758;10414;16294;1188;1969;...
"11.05.1884 Bundesstrafrecht (Stabio Artikel)";"Nein";202773;16945;26218;13592;3373;4608;2492;1665;1035;2248;15954;4878;1767;2891;3060;3255;1403;24163;9189;15912;6603;10275;9291;15925;1223;2976;...
"11.05.1884 Patenttaxen der Handelsreisenden";"Nein";189550;15813;25425;13536;3288;4713;2482;1651;845;2297;15701;4799;1404;2906;2533;2720;1248;23056;9019;16008;6545;10412;4303;15958;419;938;...
"11.05.1884 Organisation des Justiz- und Polizeidepartements";"Nein";214916;18683;28688;13831;3442;4658;2514;1686;1285;2339;16183;5024;1714;3100;2957;4311;1508;26350;10300;17823;7413;10636;9440;16206;710;2060;...
"26.11.1882 Schulsekretär";"Nein";318139;37725;45092;19530;3865;9825;3308;2477;4293;3678;20513;6768;3756;5552;4799;7353;2421;30310;12512;22111;8149;12372;22169;20076;3655;5830;...
"30.07.1882 Epidemiengesetz";"Nein";254340;34709;36171;10536;2677;2759;979;972;4925;1412;14078;4581;4153;4566;4105;9767;2028;33172;9241;25674;12037;7450;9734;13730;2211;2673;...
"30.07.1882 Erfindungsschutz";"Nein";156658;17536;17970;8270;1860;1609;573;500;4101;712;12856;2131;1243;2875;1914;5525;1659;19980;8090;15562;7877;6208;4806;11105;753;943;...
"31.10.1880 Banknotenmonopol";"Nein";260126;31158;25881;11443;1895;4640;1772;1356;1604;863;16106;6677;4145;4597;2225;7336;941;16134;5062;25448;12757;8756;39699;13275;7325;9031;...
"18.05.1879 Wiedereinführung der Todesstrafe";"Nein";181588;36460;28668;6218;241;1433;257;335;2257;869;5784;4857;3481;3732;2687;4343;365;13736;7262;14170;9539;7993;8863;2748;9668;5622;...
"19.01.1879 Subvention der Alpenbahnen";"Nein";115571;15220;8361;2772;454;363;101;184;680;542;6029;1461;488;826;672;2397;1377;17594;11518;3273;1815;2200;30883;3925;1164;1272;...
"21.10.1877 Politische Rechte";"Nein";213230;19889;25420;13415;3052;4773;1769;1645;2199;1960;15694;6534;2692;3380;2815;5541;2193;25418;7744;22036;6539;9649;11104;10714;2604;4451;...
"21.10.1877 Militärpflichtersatz";"Nein";181383;14187;23196;12006;3015;3754;1725;1595;1398;1778;14944;4052;1988;1823;1601;5221;2106;22736;6794;11762;5302;9548;10874;10130;3561;6287;...
"21.10.1877 Fabrikgesetz";"Nein";170857;26492;20638;7199;950;1454;268;300;1700;619;14731;4507;2243;2848;1747;7476;1904;18270;2852;11313;6855;8887;12231;8278;2898;4197;...
"09.07.1876 Militärpflichtersatzsteuer";"Nein";184894;14361;26596;10989;2571;2731;1134;1147;1582;1685;14274;3418;1965;1439;744;7591;1735;23397;6878;14686;4874;9834;9560;9750;4821;7132;...
"23.04.1876 Banknotengesetz";"Nein";193253;13580;35575;12651;2109;1296;442;1006;1605;903;4509;8657;1145;2099;3459;4743;1596;28893;12854;19732;7816;8025;7057;4873;4306;4322;...
"23.05.1875 Politisches Stimmrecht";"Nein";207263;14043;24317;16304;3619;6827;2099;1732;2815;2416;18527;7026;1681;2916;1367;2942;2268;21072;8474;18912;4686;9018;13059;14932;3669;2542;...
"23.05.1875 Zivilstand und Ehe";"Nein";205069;13062;21794;16540;3672;7026;2127;1791;2063;2485;18855;6285;1213;2778;1239;3202;2368;20962;9355;18109;4918;9191;14637;15329;3763;2305;...
"19.04.1874 Totalrevision";"Nein";198013;3516;18225;18188;3866;9298;2807;2235;1643;2740;21368;5746;1071;1428;219;2040;2558;19939;9492;14558;3761;12507;17362;19368;1251;2827;...
"12.05.1872 Totalrevision";"Nein";260859;11463;22428;17911;4046;8980;2870;2138;1623;3234;20680;5966;1244;1618;435;6375;2546;22505;11206;15289;3467;6902;51465;19494;9066;7908;...
"14.01.1866 Lotterie und Hasardspiele";"Nein";176788;2153;26346;14238;1560;3723;302;1284;840;2219;12055;3563;1411;2827;3082;3792;1867;24306;11300;15851;3783;2564;24388;11729;592;1013;...
"14.01.1866 Schutz des geistigen Eigentums";"Nein";177386;2085;27013;14729;1452;3516;347;1366;1190;2256;8140;3579;1396;2800;3149;3829;1984;26176;11644;16279;3706;1666;25305;11824;683;1272;...
"14.01.1866 Ausschliessung Strafarten";"Nein";208619;4445;27801;15874;1718;4448;1037;1645;3531;2376;12095;3981;1996;2930;3993;6910;1988;26631;12236;25240;4696;2907;25932;11669;691;1849;...
"14.01.1866 Glaubens- und Kultusfreiheit";"Nein";162992;2576;26351;14843;1719;4080;692;1620;1894;2263;6663;3808;1191;2680;3636;6245;2027;25291;11453;14656;3229;1753;12563;8676;431;652;...
"14.01.1866 Stimmrecht in kantonalen Angelegenheiten";"Nein";165679;1450;26432;14575;1667;3743;395;1558;1176;2202;7906;3646;2303;2573;2619;3386;2015;23580;11314;13586;2171;1284;24988;8303;807;2000;...
"14.01.1866 Zivilrechtliche Verhältnisse der Niedergelassenen";"Nein";189830;2010;26959;15171;1681;4087;1063;1616;1421;2267;12257;3824;1459;2839;3180;6628;2088;24917;11212;18318;3136;3163;26076;11851;896;1711;...
"14.01.1866 Stimmrecht in Gemeindeangelegenheiten";"Nein";181441;2143;27179;14787;1696;3857;521;1614;1776;2213;12103;4043;2114;2761;3215;3529;1987;23995;11265;14730;2507;2823;25542;11442;1010;2589;...
"14.01.1866 Gleichstellung der Juden";"Nein";149401;1875;26531;14744;1677;3784;686;1723;1316;2187;6592;3929;1278;2612;2801;3695;1931;23390;10937;13727;2443;1209;10727;8493;526;588;...
"14.01.1866 Mass und Gewicht";"Nein";156396;2515;26526;14463;1528;3626;641;1677;2831;2279;6251;3733;974;2424;3553;4984;1800;24186;12021;19506;2551;880;9511;7050;378;508;...
