"Datum und Vorlage";"Ergebnisse";"Schweiz";"Zürich";"Bern / Berne";"Luzern";"Uri";"Schwyz";"Obwalden";"Nidwalden";"Glarus";"Zug";"Fribourg / Freiburg";"Solothurn";"Basel-Stadt";"Basel-Landschaft";"Schaffhausen";"Appenzell Ausserrhoden";"Appenzell Innerrhoden";"St. Gallen";"Graubünden / Grigioni / Grischun";"Aargau";"Thurgau";"Ticino";"Vaud";"Valais / Wallis";"Neuchâtel";"Genève";"Jura"
"06.07.1952 Deckung der Rüstungsausgaben";"Gültige Stimmzettel";609717;135706;79169;26625;3568;6915;2174;2777;5892;4214;13566;21361;19340;14055;12439;8968;1411;47327;17634;65164;27597;10672;36690;13678;14685;18090;...
"18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften";"Gültige Stimmzettel";750596;165008;106041;34392;5140;9530;3096;3272;7170;5631;17338;30479;28649;17644;13710;9712;1765;54769;21270;70736;30523;17324;41837;15276;20889;19395;...
"20.04.1952 Warenumsatzsteuer-Initiative";"Gültige Stimmzettel";681365;143466;85152;31340;4981;9088;2905;3289;7005;4857;16133;25002;23657;14953;14251;9392;1871;56684;20889;68905;31243;12987;41452;16112;16404;19347;...
"30.03.1952 Landwirtschaftsgesetz";"Gültige Stimmzettel";894761;169330;147587;50250;5990;13288;4458;4132;7891;7861;28750;33207;28661;19969;14428;10890;2503;63872;25994;72369;34418;19791;58052;29827;20934;20309;...
"02.03.1952 Bewilligungspflicht für Gasthöfe";"Gültige Stimmzettel";538838;130770;50726;18599;3647;5944;1871;2678;5578;2993;24523;13770;16695;12238;11386;8164;1454;49961;17746;66960;26836;17294;25045;10958;6044;6958;...
"08.07.1951 Öffentliche Unternehmungen und Kosten der Armee";"Gültige Stimmzettel";507582;140065;52302;17801;3034;5095;1788;2445;4645;2922;10395;16841;14772;8986;11550;7848;1150;47234;15023;61200;24987;7178;24258;7192;9147;9724;...
"15.04.1951 Gegenentwurf zur Freigeldinitiative";"Gültige Stimmzettel";710770;163010;94896;32551;5060;9882;3296;3490;6690;5180;19857;27914;22046;14458;12626;9119;1789;57194;21920;67597;29935;12357;45532;15562;19281;19287;...
"15.04.1951 Freigeldinitiative";"Gültige Stimmzettel";710770;163010;94896;32551;5060;9882;3296;3490;6690;5180;19857;27914;22046;14458;12626;9119;1789;57194;21920;67597;29935;12357;45532;15562;19281;19287;...
"25.02.1951 Autotransportordnung";"Gültige Stimmzettel";718046;160199;92560;31108;4761;11073;3216;3242;6434;5150;17034;24662;20802;15164;13355;9455;1876;58435;19899;68248;30405;14498;58306;18666;17541;11957;...
"03.12.1950 Finanzordnung 1951 bis 1954";"Gültige Stimmzettel";743835;150525;108242;30372;5176;10976;2916;3442;7004;5561;16815;28833;31628;18949;13107;9568;1999;56547;21033;68562;30054;13012;54449;17845;16220;21000;...
"03.12.1950 Wahl des Nationalrates";"Gültige Stimmzettel";668936;142448;90306;26631;4885;9715;2346;3253;6522;4318;16326;28483;28902;17871;11824;9081;1864;47042;19695;64337;28118;12251;44076;15637;13437;19568;...
"01.10.1950 Verhinderung der Spekulation";"Gültige Stimmzettel";587885;126644;75741;24807;4369;7504;2638;2832;5565;4444;19158;20326;14443;12694;11635;9249;1704;52690;18259;63891;28057;9076;34958;13606;11561;12034;...
"04.06.1950 Neuordnung Finanzhaushalt";"Gültige Stimmzettel";754151;147870;106763;32906;5271;9407;3072;3092;8408;5639;19502;30886;26481;16428;13554;9506;1856;58001;22871;69151;30099;15783;53269;19251;21077;24008;...
"29.01.1950 Förderung Wohnbautätigkeit";"Gültige Stimmzettel";721334;153177;92957;28384;4863;8880;2657;2989;6504;5119;26039;25391;25932;18045;13747;9633;1891;59400;21770;68391;31650;15599;47283;16875;15924;18234;...
"11.12.1949 Dienstverhältnis Bundesbeamte";"Gültige Stimmzettel";987945;175162;169475;45846;6524;14141;4235;4053;8398;8146;30601;38501;40426;22447;14763;10922;2473;65308;27723;73809;35545;28984;72667;29097;24193;34506;...
"11.09.1949 Rückkehr zur direkten Demokratie";"Gültige Stimmzettel";553354;153074;49593;16578;3268;6260;1662;2062;5111;3754;10964;16987;24538;10455;10813;8712;1654;47585;14933;59486;25562;8249;36042;12759;10795;12458;...
"22.05.1949 Bekämpfung der Tuberkulose";"Gültige Stimmzettel";816415;157153;120630;38670;5920;12419;3623;3594;7532;6772;22784;28876;32130;18215;13569;10322;2235;61270;22883;69714;31450;16387;62575;23776;21577;22339;...
"22.05.1949 Nationalbankartikel";"Gültige Stimmzettel";762473;148749;113912;36601;5344;11927;3377;3439;7074;6440;21747;28071;30160;16850;12518;9843;2194;54603;20901;66092;29774;15092;56731;22785;19097;19152;...
"14.03.1948 Ordnung der Zuckerwirtschaft";"Gültige Stimmzettel";754053;153848;105384;35026;4749;9402;3140;3141;6851;5964;24281;25893;24114;14788;13864;10293;2111;60210;21489;71467;32156;15313;53423;16839;22245;18062;...
"06.07.1947 Gesetz über die AHV";"Gültige Stimmzettel";1077532;193804;187553;49737;6088;14575;4645;4168;8901;8299;32248;42498;38849;24595;15159;12019;2533;69803;29288;76582;37942;31126;92019;27414;30304;37383;...
"06.07.1947 Revision Wirtschaftsartikel";"Gültige Stimmzettel";1051217;189851;181713;49041;5963;14300;4571;4114;8670;8193;31720;41938;37356;23813;14660;11767;2507;69080;28287;74640;37399;30402;89471;26924;28810;36027;...
"18.05.1947 Wirtschaftsreform und Rechte der Arbeit";"Gültige Stimmzettel";783660;141916;113718;39713;5030;9976;3162;3069;6976;6818;20051;27320;23595;20961;13465;9939;2077;56940;20263;65612;31615;17945;74565;22957;22151;23825;...
"08.12.1946 Recht auf Arbeit";"Gültige Stimmzettel";650158;116529;82300;27512;4101;8003;2963;2759;6008;4329;21406;24595;21851;12742;11754;8937;2122;53982;18699;61923;27975;12548;78043;16822;9246;13009;...
"10.02.1946 Gütertransportordnung";"Gültige Stimmzettel";861501;163014;121513;38667;5444;11556;4088;3669;7252;6603;31284;30699;36483;17494;13967;9807;2198;60233;20841;68797;31988;21934;85873;23419;19857;24821;...
"25.11.1945 Für die Familie";"Gültige Stimmzettel";718879;123740;88874;35491;4893;9816;3490;3039;6794;5584;25151;24332;17624;14250;12767;10097;2331;53464;20563;66074;29325;16499;76345;20970;12123;35243;...
"21.01.1945 Gesetz über die Bundesbahnen";"Gültige Stimmzettel";685640;132841;89169;28945;5038;9282;2997;2770;6635;4984;17710;24925;23253;14471;12890;8601;1441;54552;19445;64280;28235;22016;53917;18426;12946;25871;...
"29.10.1944 Unlauterer Wettbewerb";"Gültige Stimmzettel";649418;123807;111751;27716;4409;8875;2803;2806;5786;4684;15229;21610;22823;11496;12037;8856;1970;52362;17323;56758;25663;13414;49865;12261;11745;23369;...
"03.05.1942 Reorganisation des Nationalrates";"Gültige Stimmzettel";628450;121730;121416;20701;3988;7178;2802;2229;6652;3495;13931;20594;20390;10478;12289;8334;1795;53582;17313;58866;26933;10208;52920;11343;8105;11178;...
"25.01.1942 Volkswahl Bundesrat";"Gültige Stimmzettel";775732;139202;114196;38297;5029;9885;3381;3168;6705;6747;24897;28088;25990;15095;13153;9097;2146;58720;22150;63888;29592;22206;75024;20223;16282;22571;...
"09.03.1941 Neuordnung Alkoholwesen";"Gültige Stimmzettel";757740;123983;112774;42833;5463;12707;4072;3595;6775;6686;22432;27144;35230;16379;12186;9661;2221;55606;20669;62554;28403;17030;76552;20171;16150;16464;...
"01.12.1940 Vorunterricht in der Armee";"Gültige Stimmzettel";780247;139513;106185;35616;5534;10966;3514;3264;7279;6063;22527;27600;27995;16328;13012;10017;2579;57639;21490;63841;29918;17630;80740;28658;16030;26309;...
"03.12.1939 Dienstverhältnis und Versicherung Bundespersonal";"Gültige Stimmzettel";771273;134616;107036;32863;5083;10354;3433;2780;6871;5785;22234;27161;31639;14964;12371;9976;2160;55295;21600;59367;28959;21941;84436;21966;19841;28542;...
"04.06.1939 Armee und Arbeitslosigkeit";"Gültige Stimmzettel";645162;117206;80834;25294;4049;6621;2294;2039;6098;3882;16190;22145;22637;16301;11691;9130;1964;53207;18819;60016;26951;12922;80023;11334;15094;18421;...
"22.01.1939 Einschränkung Dringlichkeitsklausel";"Gültige Stimmzettel";501056;116100;50668;12333;3043;4110;1227;1434;4971;2065;11707;12634;12202;9444;9741;8095;1916;45754;14919;50149;23392;7130;71436;8619;7336;10631;...
"22.01.1939 Verfassungsgerichtsbarkeit";"Gültige Stimmzettel";488663;113763;49696;12192;2863;3972;1233;1371;4872;2027;11653;12295;12124;9283;9486;7754;1877;44661;12422;48317;22719;6613;71173;8395;7299;10603;...
"27.11.1938 Übergangsordnung Finanzhaushalt";"Gültige Stimmzettel";704925;122261;90590;31824;4528;9179;2877;2247;6381;6283;18907;25215;29835;20274;11891;9351;2199;57783;19239;61064;28739;14431;81390;13679;15120;19638;...
"03.07.1938 Strafgesetzbuch";"Gültige Stimmzettel";670468;116471;80139;28621;4295;8435;3081;2453;6113;4829;24394;22243;18334;13351;11792;9259;2040;55281;19751;59347;26994;15256;83462;19219;14530;20778;...
"20.02.1938 Private Rüstungsindustrie (Gegenentwurf)";"Gültige Stimmzettel";543077;110887;56613;18622;3094;7548;1453;1725;5462;2920;15475;16685;33479;11412;10817;8411;1952;47623;21228;53285;23573;12251;70755;16999;8666;11543;...
"20.02.1938 Private Rüstungsindustrie (Initiative)";"Gültige Stimmzettel";484951;110887;56613;18622;2833;7548;1453;1731;5462;2920;15475;16685;33479;11412;10817;8411;1952;47623;21228;53285;23573;12251;70755;16999;8666;11543;...
"20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte";"Gültige Stimmzettel";575833;108218;57884;18940;3232;7768;1475;1765;5568;3031;15749;16597;31908;11154;10215;8377;1972;48531;20809;53238;24547;12070;75615;16977;8601;11592;...
"20.02.1938 Rätoromanisch als Nationalsprache";"Gültige Stimmzettel";627818;120917;64101;20762;3465;8523;1607;1817;5967;3274;15964;17318;37652;12109;11446;8863;2015;51528;23323;58691;26997;12641;80361;17764;9046;11667;...
"28.11.1937 Verbot der Freimaurerei";"Gültige Stimmzettel";750307;136220;114404;22842;4282;10944;2444;2234;6314;3907;17127;30563;25687;13400;12481;9206;1974;56335;20454;61564;28097;22666;85926;16714;19578;24944;...
"08.09.1935 Initiative für die Totalrevision der Bundesverfassung";"Gültige Stimmzettel";707713;133298;86909;27783;3755;7715;2404;2015;6177;5269;21139;26515;25727;14176;12133;9554;2027;58153;19902;59996;28038;15947;80737;20455;15763;22126;...
"02.06.1935 Bekämpfung der Wirtschaftskrise";"Gültige Stimmzettel";992667;162841;169180;46133;5478;13929;4486;3315;8740;7897;34107;36152;38102;22739;12910;11174;2679;66379;28634;65690;33205;31101;91815;29859;30311;35811;...
"05.05.1935 Verkehrsteilungsgesetz";"Gültige Stimmzettel";720123;134875;91184;27296;3839;8636;2840;2515;7264;5119;21729;23492;22089;13122;10967;10088;2125;57601;20956;58762;27912;15348;86409;20565;19420;25970;...
"24.02.1935 Neuordnung der militärischen Ausbildung";"Gültige Stimmzettel";936954;157690;151480;41984;5260;12932;4137;3357;8391;7469;31787;34665;36274;21496;12578;11359;2795;63999;26645;63760;32129;29877;90583;26465;25797;34045;...
"11.03.1934 Schutz der öffentlichen Ordnung";"Gültige Stimmzettel";908071;153503;149827;39344;4921;13067;4062;3009;8246;7173;30224;34065;35538;20477;12532;11123;2576;62892;24952;63333;31535;25519;87931;25764;26062;30396;...
"28.05.1933 Herabsetzung Löhne Bundespersonal";"Gültige Stimmzettel";916726;158929;150433;37318;4965;12805;4073;2756;7900;6848;30260;33534;36737;21129;12302;10840;2477;63128;25515;62495;31433;27612;87189;25532;27954;32562;...
"06.12.1931 Besteuerung des Tabaks";"Gültige Stimmzettel";848972;134601;143488;39636;4880;12297;4280;3213;7591;6871;33087;30891;23770;18453;11972;11006;2742;60105;24651;60731;30411;21841;81728;27398;26191;27138;...
"06.12.1931 Gesetz über die AHV";"Gültige Stimmzettel";851544;134404;142624;39573;4866;12470;4252;3199;7488;6871;33199;30973;23861;18400;11933;10974;2738;61499;24717;60598;30279;23014;81983;27732;26232;27665;...
"15.03.1931 Amtsdauer von Bundesbehörden";"Gültige Stimmzettel";554857;118535;62739;17849;2259;6119;1349;1134;5169;2904;16058;14990;17570;7825;8759;7373;1892;49695;15685;51322;23304;9585;67581;12290;22852;10019;...
"15.03.1931 Wahl des Nationalrats";"Gültige Stimmzettel";549435;118076;61938;17423;2214;6132;1353;1107;5117;2905;15979;14942;17653;7719;9035;7289;1848;48927;15579;50555;23259;9578;66682;12303;21799;10023;...
"08.02.1931 Ordensverbot";"Gültige Stimmzettel";418649;83983;27948;10924;1125;4897;767;639;4180;2301;6444;19157;4563;5422;8168;6470;1647;37818;12921;45987;21601;5099;73027;15681;4462;13418;...
"06.04.1930 Alkoholwesen";"Gültige Stimmzettel";815889;123716;139651;41488;4623;13082;4168;3214;7640;6869;30218;31033;23199;17971;11111;10706;2488;60235;23077;60235;29351;18817;80484;23535;25379;23599;...
"12.05.1929 Branntweinverbot";"Gültige Stimmzettel";694518;128854;101351;30027;3484;8893;2791;2241;6533;4779;18983;31507;20015;14725;10784;9583;2093;52316;18996;55858;26056;10836;74722;15169;20274;23648;...
"12.05.1929 Gesetzgebung Strassenverkehr";"Gültige Stimmzettel";668432;121334;98334;29460;3426;8815;2746;2222;6450;4680;17127;28928;19493;13894;10278;9061;2054;48272;18319;53476;25208;10489;72129;14901;18799;28537;...
"03.03.1929 Zolltarifgesetz";"Gültige Stimmzettel";684336;105601;106693;30918;3411;8556;2876;2128;6332;4732;26831;24936;16857;13913;9854;9311;2237;54296;19603;53464;26384;16896;74532;28412;16529;19034;...
"03.03.1929 Getreideversorgung (Gegenentwurf)";"Gültige Stimmzettel";690491;107927;110755;31399;3407;8833;2910;2135;6476;4802;26846;24947;16986;13922;9919;9379;2214;54592;19983;53907;26722;16949;75630;28701;17233;19037;...
"03.03.1929 Getreideversorgung (Initiative)";"Gültige Stimmzettel";690491;107927;110755;31399;3407;8833;2910;2135;6476;4802;26846;24947;16986;13922;9919;9379;2214;54592;19983;53907;26722;16949;75630;28701;17233;19037;...
"02.12.1928 Erhaltung der Kursäle";"Gültige Stimmzettel";570923;99868;78401;18642;1744;4797;1620;1311;5221;2752;13355;14727;13236;12843;9952;8285;1811;50224;16150;51974;24243;11403;75112;22317;14177;16758;...
"20.05.1928 Massnahmen gegen die Überfremdung";"Gültige Stimmzettel";447465;86707;42943;8794;3090;6708;2111;1338;5004;1612;9069;11070;15005;7801;9241;8215;2081;47136;13921;47326;23259;9378;67814;7329;5124;5389;...
"15.05.1927 Automobil- und Fahrradverkehr";"Gültige Stimmzettel";573674;95098;75145;20057;3399;7510;1832;1389;5765;3076;12318;19079;21311;10212;9797;9050;1996;50105;16928;50370;24797;12750;70885;11582;21934;17289;...
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";"Gültige Stimmzettel";533511;88650;67298;17589;3391;6095;1763;1370;5661;3033;12135;12207;20834;9416;9117;8781;2003;41973;17019;48541;23937;13029;68594;11588;20865;18622;...
"05.12.1926 Getreideversorgung";"Gültige Stimmzettel";738556;115182;118531;33207;4083;10845;3635;2782;7104;5877;27733;25804;20104;16472;10726;11201;2572;57586;22765;55732;29203;16568;74442;23481;19411;23510;...
"06.12.1925 Bundesbeschluss betreffend die AHV";"Gültige Stimmzettel";628471;104481;96103;23898;2736;10675;2374;1975;6041;4613;21809;19672;15227;10783;10057;9594;2332;54090;17916;51114;26962;15568;71066;16783;16701;15901;...
"25.10.1925 Aufenthalt und Niederlassung Ausländer";"Gültige Stimmzettel";614653;96200;105835;16673;2092;7800;1485;1422;5061;4981;25142;22203;23457;13305;9092;8006;1994;42421;19128;48370;24511;13133;69636;19955;19380;13371;...
"24.05.1925 Initiative für die AHV/IV";"Gültige Stimmzettel";672656;106182;103765;29768;3334;8536;2537;2033;6208;5141;26927;25305;25046;13090;9965;10165;2260;54011;18868;51729;26269;14980;73348;17562;17950;17677;...
"17.02.1924 Fabrikgesetz";"Gültige Stimmzettel";756848;122559;131035;29853;4444;10405;2846;2114;7189;6009;25599;27806;28773;16877;11016;11189;2413;58337;21918;54059;29142;22239;59644;22705;24643;24034;...
"03.06.1923 Alkoholwesen";"Gültige Stimmzettel";623085;95734;105882;33268;3575;10250;3385;2613;6885;5337;25375;24759;18686;16284;9925;10239;2182;54288;18193;51400;24924;10119;41792;15089;16419;16482;...
"15.04.1923 Zollinitiative";"Gültige Stimmzettel";638896;106135;108176;32071;3541;8652;2811;2101;6383;4866;26826;21804;16548;12544;10056;10189;2205;53880;20351;49763;26680;14147;44989;20024;19273;14881;...
"18.02.1923 Abkommen mit Frankreich zu Hochsavoyen";"Gültige Stimmzettel";508197;100383;74727;11520;2946;5851;1472;1253;5858;2913;17276;12978;20071;10158;9481;9206;1651;48435;16868;48335;25361;8982;31129;13885;9867;17591;...
"18.02.1923 Schutzhaft-Initiative";"Gültige Stimmzettel";500751;98652;73405;11474;2908;5789;1496;1264;5755;2866;17349;12600;19921;9893;9182;9257;1653;48425;16858;47722;25184;9283;30981;13770;9868;15196;...
"03.12.1922 Einmalige Vermögensabgabe";"Gültige Stimmzettel";846654;119986;153301;41326;4811;13144;4049;3065;7436;6956;34772;28124;27346;16755;10829;12166;3108;62321;25207;54889;30773;25498;73691;29572;28579;28950;...
"24.09.1922 Innere Sicherheit und bedingter Strafvollzug";"Gültige Stimmzettel";680626;113226;111585;31422;3946;10193;2634;2396;6205;5410;21799;25414;26251;15127;10627;11363;2496;57758;21689;51382;29349;16033;47585;16891;18907;20938;...
"11.06.1922 Wählbarkeit der Bundesbeamten";"Gültige Stimmzettel";417650;70107;59449;17103;2014;3484;1213;1044;4709;2115;12171;10255;18139;6657;8342;8501;1961;44582;14353;43295;22041;7664;25943;10108;8387;14013;...
"11.06.1922 Ausweisung von Ausländern";"Gültige Stimmzettel";418081;70048;59418;17147;1994;3465;1224;1048;4700;2109;12159;10254;18153;6645;8355;8527;1956;44586;14420;43387;22068;7652;25830;10085;8381;14470;...
"11.06.1922 Einbürgerungswesen";"Gültige Stimmzettel";413816;69142;58624;16898;1982;3442;1224;1047;4671;2096;12147;10206;17986;6612;8217;8449;1959;44147;14242;42877;21852;7586;25712;10071;8207;14420;...
"22.05.1921 Artikel über die Luftschiffahrt";"Gültige Stimmzettel";338390;69750;49977;5157;1891;2915;1050;779;4033;1223;9008;6055;4691;7195;7688;8978;1880;41086;17061;42840;22507;4817;12164;6945;4530;4170;...
"22.05.1921 Artikel über den Automobil- und Fahrradverkehr";"Gültige Stimmzettel";345173;71999;50441;5204;1934;2926;1065;791;4050;1240;9116;6508;4719;7341;7735;9072;1890;41864;17503;43811;22838;5038;12292;7069;4593;4134;...
"30.01.1921 Aufhebung der Militärjustiz";"Gültige Stimmzettel";591847;104541;93032;18990;2986;6658;2404;1287;5433;3791;18932;18919;22860;12386;9668;9662;2230;50498;18159;46745;26011;20437;42896;15167;18161;19994;...
"30.01.1921 Staatsvertragsreferendum";"Gültige Stimmzettel";558542;99501;84000;17060;2897;5904;2229;1268;5243;3176;18826;17493;19529;11993;8831;9423;2187;49585;17586;44378;25216;19384;40644;14974;17216;20009;...
"31.10.1920 Arbeitszeit bei den Eisenbahnen";"Gültige Stimmzettel";646808;106614;111498;24844;3653;9141;2163;1671;6005;4715;21569;22573;20461;13005;10314;10397;2342;53295;19236;48862;26562;16220;51902;18779;21634;19353;...
"16.05.1920 Beitritt zum Völkerbund";"Gültige Stimmzettel";740589;113285;122176;29926;4443;11042;3069;2407;6813;5966;26243;24904;22747;14704;10921;10955;2538;56820;23140;50955;27689;18531;68587;25226;27158;30362;...
"21.03.1920 Gegenentwurf zur Spielbanken-Initiative";"Gültige Stimmzettel";499143;77131;66722;16507;2345;5451;1217;1091;3834;2373;18846;11599;11872;9411;6927;7903;1662;39613;16463;36806;19206;15680;39058;14912;14874;16064;...
"21.03.1920 Verbot der Spielbanken";"Gültige Stimmzettel";499143;80450;81367;17406;2402;6222;1327;1109;4553;2680;19128;14983;12750;10279;8045;8524;1781;44046;18014;39402;20889;15697;40466;15751;15566;16306;...
"21.03.1920 Ordnung des Arbeitsverhältnisses";"Gültige Stimmzettel";510856;82145;82122;17587;2543;6317;1249;1158;4861;2981;19090;16280;13411;10648;8150;9192;2099;47074;17951;39998;22286;16019;41003;15493;15604;15595;...
"10.08.1919 Wahlen in den National- und Bundesrat";"Gültige Stimmzettel";279377;60279;30771;3336;1137;1939;706;320;3039;653;5830;6862;8353;6596;8209;6790;1393;37327;10485;37740;18860;4740;9379;5658;5180;3795;...
"04.05.1919 Ausserordentliche Kriegssteuer";"Gültige Stimmzettel";472647;90665;64142;19268;2464;5398;1942;1246;5084;2978;15881;21070;11107;9691;9148;8541;2245;46501;16690;44799;23517;9640;23729;13200;11757;11944;...
"04.05.1919 Artikel über die Schiffahrt";"Gültige Stimmzettel";477391;89639;65141;20115;2450;5948;2278;1248;5374;3085;16284;20827;11210;9484;9505;8520;2316;46927;16587;44947;23363;9395;25707;13629;12672;10740;...
"13.10.1918 Proporzwahl des Nationalrates";"Gültige Stimmzettel";448587;82904;64393;17124;2607;4610;1497;1028;4463;2603;12061;16485;12763;6581;9635;8770;2217;46299;16894;43303;24288;9029;27304;11252;11570;8905;...
"02.06.1918 Initiative für die direkte Bundessteuer";"Gültige Stimmzettel";602549;95379;93745;26012;4391;9052;2669;1835;5479;4564;25247;22247;16146;9861;10337;9901;2301;51725;21203;46110;25330;13451;48376;22443;18261;16484;...
"13.05.1917 Stempelabgaben";"Gültige Stimmzettel";357977;69840;39164;10036;2034;2807;1871;1010;5361;1662;9799;12395;8381;6247;9096;9054;2166;43607;15029;43003;21730;5569;16846;8329;7176;5765;...
"06.06.1915 Einmalige Kriegssteuer";"Gültige Stimmzettel";479578;75551;72655;20881;2903;5680;2190;1521;5093;3156;19154;16541;13260;8985;8224;10342;2355;48715;18456;43460;23537;11219;29615;14596;11381;10108;...
"25.10.1914 Gerichtsbarkeit";"Gültige Stimmzettel";327825;45117;40215;7864;3187;2963;1222;887;4094;1411;10631;8403;6775;7128;5991;7899;2211;37004;11684;33784;19079;7622;23963;12493;10591;15607;...
"04.05.1913 Krankheitsbekämpfung";"Gültige Stimmzettel";280175;55481;34195;3573;1344;2148;1230;692;4038;591;6146;6631;2765;3589;6385;9165;1933;39352;12618;38413;19675;4070;12284;7980;3062;2825;...
"04.02.1912 Kranken- und Unfallversicherung";"Gültige Stimmzettel";528982;86839;77374;20079;3122;6738;2448;1625;6265;3512;18879;17531;12866;8735;7558;10737;2229;50351;17691;42523;24653;15108;43115;19486;16127;13390;...
"23.10.1910 Proporzwahl des Nationalrates";"Gültige Stimmzettel";505499;82815;72227;26144;3140;6603;1887;1603;5568;3670;15629;20624;11925;7879;7424;10906;2529;56828;17131;42360;24102;14868;33037;13708;13765;9127;...
"25.10.1908 Wasserkraft und Elektrizität";"Gültige Stimmzettel";361160;70213;48118;7646;1632;6270;1233;759;4364;998;12027;12510;9689;4489;6596;8667;2026;38085;11531;36758;19906;11027;14349;12405;8563;11299;...
"05.07.1908 Absinthverbot";"Gültige Stimmzettel";379747;58082;44552;8547;1943;3218;1515;1136;3879;1583;12128;17538;7232;5259;6174;8595;1946;42908;12363;36380;21530;7367;31797;11444;17971;14660;...
"05.07.1908 Gewerbewesen";"Gültige Stimmzettel";325018;49957;35047;7165;1667;2564;1173;1055;2884;1348;11519;15902;5772;4570;5519;7639;1650;38134;10946;32773;19856;6305;24791;10697;12912;13173;...
"03.11.1907 Militärorganisation";"Gültige Stimmzettel";597558;91508;98728;25859;3873;10362;2724;2434;6523;4895;23580;20977;17214;11196;7743;11714;2589;53515;18532;42989;25117;17370;44694;17985;18620;16817;...
"10.06.1906 Lebensmittelngesetz";"Gültige Stimmzettel";392157;66893;56265;15697;2319;5153;1521;1432;4199;2085;14482;11846;8771;5982;6676;8960;2203;42789;13810;37519;20948;8140;21130;12601;11399;9337;...
"19.03.1905 Ausdehnung des Erfinderschutzes";"Gültige Stimmzettel";283122;42185;50370;2579;3559;1410;693;548;3190;416;8050;4932;2966;3768;6144;7784;1990;36117;11756;35097;19601;6988;14523;9648;4673;4135;...
"25.10.1903 Alkoholartikel";"Gültige Stimmzettel";384871;57822;55581;15552;2690;4598;1485;1213;5031;2015;13949;12708;9389;6803;6698;9021;2185;41976;13468;35791;15734;9376;26667;11642;11524;11953;...
"25.10.1903 Wahl des Nationalrates";"Gültige Stimmzettel";390216;57524;58145;15976;2724;4869;1548;1234;5179;2042;13943;12792;9572;6750;6803;9123;2237;42348;13579;35983;15877;9578;26766;11856;11719;12049;...
"25.10.1903 Bundesstrafrecht, Anstiftung Militärpflichtiger zu Verbrechen";"Gültige Stimmzettel";381779;58125;53069;14789;2682;4662;1461;1212;5032;1992;13850;12694;9468;6743;6707;9077;2175;41849;14016;35554;15700;9477;26368;11751;11334;11992;...
"15.03.1903 Zolltarifgesetz";"Gültige Stimmzettel";557124;79680;94913;25089;3465;7899;2407;2102;6482;3828;21677;17038;13814;9369;7423;10730;2486;48288;19298;40632;20519;17483;42007;21204;22646;16645;...
"23.11.1902 Unterstützung der Primarschule";"Gültige Stimmzettel";338996;52075;52059;8368;2629;4030;1313;1442;4346;2994;13241;9708;4926;4444;6901;9460;2355;41424;13325;35540;15668;11890;16890;11925;5277;6766;...
"04.11.1900 Volkswahl Bundesrat";"Gültige Stimmzettel";416448;60316;59495;17003;2590;5201;1641;1310;4799;3184;16825;13742;9132;5185;6872;9041;2294;41812;15669;35673;17163;15415;33856;14296;13337;10597;...
"04.11.1900 Proporzwahl des Nationalrates";"Gültige Stimmzettel";413674;59405;59343;16820;2665;5100;1595;1315;4664;3025;16832;13669;8328;5017;6769;9031;2375;41370;15638;34977;17056;15433;33930;14401;13195;11721;...
"20.05.1900 Kranken-, Unfall- und Militärversicherung";"Gültige Stimmzettel";489949;76420;80013;22221;3373;8162;2181;1779;6018;3960;19183;14856;10373;8047;7103;10103;2553;43246;16679;38728;18954;11629;36984;15837;17796;13751;...
"13.11.1898 Strafrechtseinheit";"Gültige Stimmzettel";368390;61319;52105;13556;3302;5546;1317;1603;4480;2356;16377;14600;6384;6464;6627;8496;2327;39147;14733;35458;14964;8970;19788;13921;5875;8675;...
"13.11.1898 Zivilrechtseinheit";"Gültige Stimmzettel";366676;61018;52170;12886;3267;5492;1260;1597;4386;2326;16342;14515;6316;6274;6641;8413;2307;38944;14699;35357;14997;8973;19908;13979;5936;8673;...
"20.02.1898 Schweiz. Bundesbahnen";"Gültige Stimmzettel";569352;83752;94306;27150;4036;8535;2957;2319;6083;4150;24345;17149;12862;10289;7439;9940;2518;45827;19102;41020;20767;18879;48870;22887;19329;14841;...
"11.07.1897 Lebensmittelpolizei";"Gültige Stimmzettel";249205;36983;41465;6014;2186;1589;901;824;2765;640;9418;6985;2537;3518;6026;6484;1820;32956;9468;31022;13099;6312;10538;8284;3656;3715;...
"11.07.1897 Wasserbau- und Forstpolizei";"Gültige Stimmzettel";245663;36680;39952;5906;2137;1540;881;807;2679;614;9347;6926;2521;3461;6006;6355;1849;32575;9406;30597;13120;6241;10468;8285;3617;3693;...
"28.02.1897 Schweizerische Bundesbank";"Gültige Stimmzettel";451748;66131;67794;20785;3399;5553;1686;1822;5123;2300;19820;12921;7214;5539;6665;8508;2434;40037;16018;36627;16395;13999;44966;17907;15228;12877;...
"04.10.1896 Disciplinarstrafordnung der Armee";"Gültige Stimmzettel";388161;57864;52392;15680;3224;5023;1798;1587;4562;2681;18419;9586;7167;6067;6726;8664;2514;37866;15118;35623;15584;12342;31021;15550;11220;9883;...
