"Datum und Vorlage";"Ergebnisse";"Schweiz";"Zürich";"Bern / Berne";"Luzern";"Uri";"Schwyz";"Obwalden";"Nidwalden";"Glarus";"Zug";"Fribourg / Freiburg";"Solothurn";"Basel-Stadt";"Basel-Landschaft";"Schaffhausen";"Appenzell Ausserrhoden";"Appenzell Innerrhoden";"St. Gallen";"Graubünden / Grigioni / Grischun";"Aargau";"Thurgau";"Ticino";"Vaud";"Valais / Wallis";"Neuchâtel";"Genève";"Jura"
"25.09.1977 Unterschriftenzahl für Initiativen";"Gültige Stimmzettel";1883645;353974;294016;104036;11738;29761;8856;10517;9870;25786;51406;77034;64952;66770;29071;14888;4421;118444;43944;135675;58362;73003;119100;62688;40290;75043;...
"25.09.1977 Unterschriftenzahl für Referenden";"Gültige Stimmzettel";1894047;355906;295287;105167;11844;30032;8995;10561;10015;25788;51639;77136;65245;66997;29566;14915;4388;118663;44110;136503;58741;73292;120469;63187;40758;75293;...
"25.09.1977 Albatrosinitiative";"Gültige Stimmzettel";1898210;356717;294785;104945;11902;29976;8970;10634;9999;25855;51900;77200;64975;66961;29652;15144;4448;120226;44723;137527;59303;72691;120908;62954;41044;74771;...
"25.09.1977 Gegenentwurf zur Mieterschutzinitiative";"Gültige Stimmzettel";1886434;355295;296991;103568;11554;29771;8852;10567;9896;25533;51474;77006;65008;66356;29315;14973;4382;118709;43350;134941;58375;72263;120293;61853;41054;75055;...
"25.09.1977 Mieterschutzinitiative";"Gültige Stimmzettel";1886434;355295;296991;103568;11554;29771;8852;10567;9896;25533;51474;77006;65008;66356;29315;14973;4382;118709;43350;134941;58375;72263;120293;61853;41054;75055;...
"12.06.1977 Steuerharmonisierung";"Gültige Stimmzettel";1848724;344198;306129;98895;11428;28910;8485;9930;10502;23814;49108;97997;61807;64538;29615;15922;3806;110309;42869;118557;58661;53531;126194;48166;45870;79483;...
"12.06.1977 Umsatz- und direkte Bundessteuer";"Gültige Stimmzettel";1877874;349920;308201;99722;11737;29343;8608;10014;10585;24249;49793;98387;62746;65123;30165;16089;3833;111490;43393;122617;59259;54188;132085;48744;46658;80925;...
"13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf)";"Gültige Stimmzettel";1604447;305287;233107;72289;9458;22028;5856;7807;8701;19335;36127;59139;56240;52633;26166;12233;2711;85897;36573;124256;48346;71473;128553;73147;33984;73101;...
"13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative)";"Gültige Stimmzettel";1604447;305287;233107;72289;9458;22028;5856;7807;8701;19335;36127;59139;56240;52633;26166;12233;2711;85897;36573;124256;48346;71473;128553;73147;33984;73101;...
"13.03.1977 Beschränkung der Einbürgerungen";"Gültige Stimmzettel";1685055;323077;239152;79108;10057;23749;6351;8080;9311;20342;37398;60283;59461;54073;28790;12822;2921;90114;39322;130703;50606;73661;138040;77570;36034;74030;...
"13.03.1977 IV. Ueberfremdungsinitiative";"Gültige Stimmzettel";1678724;320259;239028;78649;10116;23545;6294;8077;9276;20358;37336;60080;59327;53979;28503;12842;2913;90070;39278;130480;50574;73401;137414;77042;35875;74008;...
"05.12.1976 40-Stunden-Woche";"Gültige Stimmzettel";1686050;300985;290021;74459;10207;22564;6203;7667;9234;20687;61216;60272;65018;58263;29423;12654;3071;91172;38871;102070;49685;62546;107687;97027;37244;67804;...
"05.12.1976 Preisüberwachung";"Gültige Stimmzettel";1665155;296569;287441;73907;10008;22365;6114;7629;9191;20442;60104;60101;64148;57797;28537;12432;3036;90263;38301;101117;48814;62011;106443;94859;36824;66702;...
"05.12.1976 Geld- und Kreditpolitik";"Gültige Stimmzettel";1575666;274422;274699;70616;9469;21727;5895;7341;8979;19332;56618;58567;59019;54433;25697;11946;2941;85989;35768;94894;46103;59932;100724;92205;35165;63185;...
"26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder";"Gültige Stimmzettel";1241300;263926;172253;61681;9126;19157;3831;5932;7387;15670;24419;46161;57695;41622;27694;11447;2331;99975;30833;76904;41255;34467;80426;29256;22405;55447;...
"26.09.1976 Radio- und Fernsehartikel";"Gültige Stimmzettel";1227367;260503;170978;61061;8997;19022;3805;5871;7368;15555;24248;46037;57239;41543;26934;11355;2326;99359;30486;76151;40539;34181;78192;29184;21964;54469;...
"13.06.1976 Neukonzeption Arbeitslosenversicherung";"Gültige Stimmzettel";1268761;254242;203163;73595;8406;19026;6374;7642;8180;18156;27041;50465;40366;45881;27644;12153;2815;80580;34177;88076;43682;36574;77494;35983;27157;39889;...
"13.06.1976 IDA-Darlehen";"Gültige Stimmzettel";1264852;254251;202260;73720;8372;19021;6442;7641;8157;18165;27087;50330;39625;45149;27575;12109;2802;80508;34098;87618;43999;35725;77574;36109;26975;39540;...
"13.06.1976 Raumplanungsgesetz";"Gültige Stimmzettel";1280367;258041;204398;74276;8485;19179;6551;7713;8235;18211;27242;50485;40558;45977;27859;12265;2831;81467;34955;88711;44495;36672;78110;36373;27195;40083;...
"21.03.1976 Steuerinitiative";"Gültige Stimmzettel";1418883;280152;238611;69659;9522;21653;4970;7295;9159;17661;40154;59108;60351;50401;27783;12457;3018;83516;34269;93364;47620;45176;84444;43057;34657;40826;...
"21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative";"Gültige Stimmzettel";1457959;289067;242356;70278;10110;21994;5013;7359;9292;17945;40667;59891;61805;51156;28126;12677;3009;86131;34998;95847;48368;47191;86741;43310;36365;48263;...
"21.03.1976 Mitbestimmung der Arbeitnehmer";"Gültige Stimmzettel";1457959;289067;242356;70278;10110;21994;5013;7359;9292;17945;40667;59891;61805;51156;28126;12677;3009;86131;34998;95847;48368;47191;86741;43310;36365;48263;...
"07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte";"Gültige Stimmzettel";1128637;243414;206118;54208;7655;17392;4522;6045;6633;13139;32089;46009;35398;34774;26660;11659;2754;69189;28124;81867;41019;27687;52804;33323;20582;25573;...
"07.12.1975 Wasserwirtschaft";"Gültige Stimmzettel";1107763;235539;204651;53077;7465;17141;4305;5928;6565;12959;31366;45940;35546;34703;25691;11556;2710;67702;26703;79257;39898;27654;52059;33281;20461;25606;...
"07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung";"Gültige Stimmzettel";1113728;236296;205496;53086;7548;17144;4308;5962;6575;13123;31369;45962;35993;34974;26581;11668;2717;68134;26993;80496;40299;27865;52001;33112;20380;25646;...
"08.06.1975 Erschwerung Ausgabenbeschlüsse";"Gültige Stimmzettel";1344826;266839;213625;68533;10552;21515;5811;7616;7997;18506;31023;59999;50379;45396;28218;11961;2645;85943;34349;94922;47022;36114;81083;34978;29607;50193;...
"08.06.1975 Erhöhung Steuereinnahmen";"Gültige Stimmzettel";1346683;267034;213666;68658;10616;21542;5818;7616;8009;18480;31004;60016;50486;45420;28746;11957;2644;86150;34437;95247;47352;36054;81037;34943;29625;50126;...
"08.06.1975 Generalzolltarif";"Gültige Stimmzettel";1340939;265255;212986;68608;10542;21539;5784;7618;7974;18423;30969;59995;50220;45315;28132;11920;2631;85507;34137;94636;46625;36055;81065;35087;29621;50295;...
"08.06.1975 Finanzierung der Nationalstrassen";"Gültige Stimmzettel";1349293;267488;213960;68981;10609;21677;5810;7626;8009;18531;31046;60148;50586;45492;28409;12023;2649;86189;34555;95469;47432;36158;81303;35244;29750;50149;...
"08.06.1975 Schutz der Währung";"Gültige Stimmzettel";1348557;267081;213763;68877;10614;21642;5791;7623;7998;18500;31056;60071;50442;45442;28475;12710;2648;86174;34455;95271;47415;36108;81259;35215;29748;50179;...
"02.03.1975 Konjunkturartikel";"Gültige Stimmzettel";1028589;207331;141592;66874;8553;15349;4382;6085;6366;12169;23473;43599;31126;32737;26339;10256;2465;69739;26711;69406;47175;26427;57636;30574;22031;40194;...
"08.12.1974 Soziale Krankenversicherung (Gegenentwurf)";"Gültige Stimmzettel";1438337;267179;253713;69230;9792;20733;5614;7676;7755;16992;36129;56964;50617;50911;28042;11814;2880;84989;34316;92867;47009;49114;97697;45030;35789;55485;...
"08.12.1974 Soziale Krankenversicherung (Initiative)";"Gültige Stimmzettel";1438337;267179;253713;69230;9792;20733;5614;7676;7755;16992;36129;56964;50617;50911;28042;11814;2880;84989;34316;92867;47009;49114;97697;45030;35789;55485;...
"08.12.1974 Erschwerung Ausgabenbeschlüsse";"Gültige Stimmzettel";1394869;253709;248744;68116;9494;20446;5517;7479;7647;16443;35574;55803;49045;49431;26494;11508;2816;83145;33193;88598;45882;47648;94566;44637;35098;53836;...
"08.12.1974 Verbesserung Bundeshaushalt";"Gültige Stimmzettel";1409674;259646;250054;68925;9610;20768;5624;7588;7748;16633;35645;56100;49324;49683;26858;11595;2870;83914;33756;89704;46428;48086;95478;44399;35340;53898;...
"20.10.1974 Gegen die Überfremdung";"Gültige Stimmzettel";2570523;484633;404040;121237;14169;34960;9181;11733;15338;30241;70854;96723;100276;90754;33218;18530;4811;146056;58464;172990;72679;98692;204017;78168;67990;130769;...
"02.12.1973 Tierschutzartikel";"Gültige Stimmzettel";1240594;256535;204022;62034;9097;17342;4424;7068;6838;16333;28712;47486;47103;39884;25961;10506;2465;78737;32882;73013;44283;41082;76173;35771;26358;46485;...
"02.12.1973 Steuerwirksame Abschreibungen";"Gültige Stimmzettel";1226748;251890;201631;61191;8961;17181;4352;7030;6848;16254;28666;47526;46145;39542;25023;10306;2534;77423;32581;71281;43232;41008;76721;35796;26362;47264;...
"02.12.1973 Stabilisierung des Baumarktes";"Gültige Stimmzettel";1252505;261054;204349;62890;9195;17639;4460;7117;6904;16734;28995;47956;47021;39947;25824;10516;2550;79157;33218;73423;44176;41261;77630;36287;26832;47370;...
"02.12.1973 Massnahmen im Kreditwesen";"Gültige Stimmzettel";1244352;258344;202953;62595;9072;17612;4445;7089;6899;16624;28913;47754;46875;39695;25412;10464;2555;78488;32859;72795;43684;41171;77592;36361;26787;47314;...
"02.12.1973 Preisüberwachung";"Gültige Stimmzettel";1257016;262096;204637;63328;9277;17754;4497;7125;6933;16792;29054;48068;47298;40000;26134;10530;2558;79970;33314;73810;44075;41386;77784;36438;26827;47331;...
"20.05.1973 Jesuiten- und Klosterartikel";"Gültige Stimmzettel";1440000;370337;199693;83509;11377;23185;6381;8150;8155;17981;34681;50138;54961;40489;26062;12992;3500;95223;38326;105919;45886;27924;67887;38297;27488;41459;...
"04.03.1973 Forschungsartikel";"Gültige Stimmzettel";957485;225562;147674;30585;7868;19366;3431;4993;8904;17762;17562;28761;18431;25026;24068;9971;1929;59393;22100;69074;38889;20723;44478;71613;12935;26387;...
"04.03.1973 Bildungsartikel";"Gültige Stimmzettel";961842;226846;148224;30800;8029;19593;3456;5037;9030;17853;17635;28785;18537;25083;23108;9976;1928;59960;22402;69516;39114;20803;44494;72318;13013;26302;...
"03.12.1972 Abkommen mit der EWG";"Gültige Stimmzettel";1854459;366611;305296;83381;10225;22392;6353;8441;10133;22367;40808;64732;77104;66459;29052;14179;3202;104754;42438;117550;57159;60811;126856;88943;43545;81668;...
"03.12.1972 Einführung Volkspension (Gegenentwurf)";"Gültige Stimmzettel";1884775;374325;310200;83501;10351;22510;6407;8503;10133;22650;41075;65436;79158;66965;29631;14421;3240;105740;43068;119117;57370;62572;129666;88642;45230;84864;...
"03.12.1972 Einführung Volkspension (Initiative)";"Gültige Stimmzettel";1884775;374325;310200;83501;10351;22510;6407;8503;10133;22650;41075;65436;79158;66965;29631;14421;3240;105740;43068;119117;57370;62572;129666;88642;45230;84864;...
"24.09.1972 Waffenausfuhrverbot";"Gültige Stimmzettel";1177879;298320;155913;46754;7168;13274;3643;6310;6347;14632;23496;36268;40154;38711;28124;11721;2229;82134;31170;85272;43015;27212;67988;24224;23942;59858;...
"04.06.1972 Schutz der Währung";"Gültige Stimmzettel";922138;258317;148257;26298;6710;13237;2303;4225;5183;9724;12735;21682;47511;21698;24859;12194;1906;63773;22673;69301;32422;19287;35695;30026;11898;20224;...
"04.06.1972 Stabilisierung des Baumarktes";"Gültige Stimmzettel";929621;260403;149305;26417;6836;13292;2318;4234;5205;9730;12775;21706;48057;21754;24750;12282;1903;64084;22946;69353;32592;19381;36019;30197;11980;22102;...
"05.03.1972 Mieterschutz";"Gültige Stimmzettel";1238117;285714;171434;52649;8651;17733;4154;7229;7845;17934;29570;40437;60110;43778;26927;12136;2905;90928;31759;89590;47635;33144;68906;22144;23323;41482;...
"05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative";"Gültige Stimmzettel";1244492;289402;173454;51856;8622;17679;4203;7221;7727;17955;29683;40437;60664;44029;27121;12145;2905;90743;31937;89490;48014;33182;68518;22025;23787;41693;...
"05.03.1972 Förderung des Wohnungsbaues";"Gültige Stimmzettel";1244492;289402;173454;51856;8622;17679;4203;7221;7727;17955;29683;40437;60664;44029;27121;12145;2905;90743;31937;89490;48014;33182;68518;22025;23787;41693;...
"06.06.1971 Weiterführung der Finanzordnung";"Gültige Stimmzettel";1279580;261908;170989;90121;9690;18437;4720;7220;13000;18043;44082;44357;39273;28523;28572;12945;3561;89652;31692;119982;44289;26112;74504;30192;26936;40780;...
"06.06.1971 Umweltschutz";"Gültige Stimmzettel";1319290;274166;174201;92622;9887;18637;4785;7392;13251;18490;44609;44873;41012;29332;30000;13274;3623;92127;32743;125593;45938;26637;76198;30498;27482;41920;...
"07.02.1971 Frauenstimmrecht";"Gültige Stimmzettel";944991;179006;143510;46971;6817;14081;3570;4844;6515;11182;27297;34361;33442;26582;14548;8738;1985;58156;23302;78698;30510;27246;66548;30577;24631;41874;...
"15.11.1970 Änderung Finanzordnung";"Gültige Stimmzettel";661082;165397;93634;26175;5296;12129;2471;3661;4731;8649;12556;30989;14903;16388;13548;6841;1373;45198;15998;68775;24830;12056;31704;17507;10962;15311;...
"27.09.1970 Wohnungs- und Familienschutz";"Gültige Stimmzettel";704458;165541;92099;29119;4723;10584;1980;3793;4483;8851;16266;22774;25440;19093;13411;6711;1326;51774;18676;66566;25856;16715;40893;15389;15339;27056;...
"27.09.1970 Förderung von Turnen und Sport";"Gültige Stimmzettel";702644;165165;91801;29005;4737;10545;1968;3794;4472;8896;16266;22915;25075;19078;13564;6759;1333;51099;18783;67178;25827;16712;40436;15441;15203;26592;...
"07.06.1970 Gegen die Überfremdung";"Gültige Stimmzettel";1212361;227747;191228;60580;7695;17375;4647;5684;7927;13684;32078;48201;45110;37261;16328;9761;2350;73622;27979;91478;36650;42093;91649;36517;31827;52890;...
"01.02.1970 Inländische Zuckerwirtschaft";"Gültige Stimmzettel";700676;159340;113787;34372;4674;9051;2629;3687;4935;7599;21436;25024;13119;16034;13313;6564;1410;45955;19073;66247;26608;12791;37569;27191;15297;12971;...
"14.09.1969 Bodenrecht";"Gültige Stimmzettel";511818;151261;55174;18482;3827;8544;1780;2760;3534;7003;13585;19659;8941;12833;13182;5706;1183;36597;13861;63136;22028;6972;16311;10310;7777;7372;...
"01.06.1969 Eidg. technische Hochschulen";"Gültige Stimmzettel";521313;131491;59626;28681;4800;6406;2041;2742;4066;3239;7562;21153;19518;16777;12572;7470;935;36249;14518;63356;22864;7442;22773;7806;7990;9236;...
"19.05.1968 Tabakbesteuerung";"Gültige Stimmzettel";574610;141160;74819;23124;6239;12700;3099;3292;4741;4425;8934;18423;14721;13333;13369;8205;1034;44894;15826;67440;24354;7749;20863;7053;26115;8698;...
"18.02.1968 Steueramnestie";"Gültige Stimmzettel";648155;141377;122883;23719;4316;7724;2003;3140;4571;4073;13120;34119;11675;18705;13514;7024;1359;46438;16846;65914;26056;19639;24102;12120;9674;14044;...
"02.07.1967 Gegen die Bodenspekulation";"Gültige Stimmzettel";590294;136888;86186;25816;3890;9003;2031;3067;4386;5041;12446;22779;24820;16335;12843;7046;995;42441;16067;62891;24480;10872;27178;10908;9448;12437;...
"16.10.1966 Bekämpfung des Alkoholismus";"Gültige Stimmzettel";745509;149552;121669;37435;4803;10886;2820;3828;5390;6062;17997;31892;20501;20353;13868;7767;1424;49352;18383;73105;26319;16402;45351;23706;18455;18189;...
"16.10.1966 Auslandschweizerartikel";"Gültige Stimmzettel";721703;144603;119633;36181;4679;10670;2727;3733;5277;5944;17725;31125;20112;19882;12977;7510;1408;46957;17344;69251;25507;16058;43669;22994;17810;17927;...
"16.05.1965 Milchbeschluss";"Gültige Stimmzettel";559843;144965;77779;26771;4774;8196;2493;2658;4762;3633;9435;18179;15410;15270;12345;7825;1223;41020;16557;65533;24854;8022;22238;8363;8579;8959;...
"28.02.1965 Massnahmen Bauwirtschaft";"Gültige Stimmzettel";914186;184649;146164;44914;5690;12670;3679;4275;6870;8618;23113;34195;35088;26847;14425;8846;1959;58137;24122;77185;32788;22075;57732;28346;18746;33053;...
"28.02.1965 Massnahmen Kreditwesen";"Gültige Stimmzettel";912344;184547;145999;44726;5654;12654;3673;4275;6866;8600;23091;33765;34977;26833;14399;8825;2013;58134;24094;76986;32785;22013;57624;28192;18668;32951;...
"06.12.1964 Preiskontrollmassnahmen";"Gültige Stimmzettel";580888;124960;85868;19253;3916;8373;1355;2329;3726;3687;10405;19930;23237;11541;12791;6901;1042;37976;14118;64818;22334;9429;29807;33292;10830;18970;...
"24.05.1964 Berufsbildungsgesetz";"Gültige Stimmzettel";546649;128526;67129;20040;4567;7075;1687;2551;4246;3318;9278;26489;21310;11497;12154;6596;1317;41887;15249;69937;22942;9453;18433;8108;24112;8748;...
"02.02.1964 Steueramnestie";"Gültige Stimmzettel";658100;153519;92008;31187;4348;8366;2362;3154;5449;4831;16141;22375;33777;15722;12931;7629;1416;51234;17324;66199;26618;12910;28328;14143;13225;12904;...
"08.12.1963 Stipendien und Ausbildungsbeihilfen";"Gültige Stimmzettel";611631;139515;101386;24628;4270;7158;1956;2843;4260;4055;11325;21355;12637;20107;12000;7292;1208;46244;15850;63979;24381;11350;27398;24700;9978;11756;...
"08.12.1963 Weiterführung Finanzordnung";"Gültige Stimmzettel";611756;139118;101328;24452;4232;7130;1959;2868;4256;4066;11309;21293;12607;20019;11996;7468;1205;47188;15865;64026;24454;11340;27444;24532;9897;11704;...
"26.05.1963 Volksrecht und Atomwaffen";"Gültige Stimmzettel";725299;159038;105204;30835;6370;8970;2622;3085;5449;5380;14131;25721;22546;17622;13387;8156;1396;50623;18463;69416;27678;17157;38099;24856;19205;29890;...
"04.11.1962 Wahl des Nationalrates";"Gültige Stimmzettel";519790;139993;69414;16516;4178;6143;1446;2536;4810;3506;12042;20578;9156;12089;11790;6857;1097;39897;18826;66136;22154;6581;14894;16449;5465;7237;...
"27.05.1962 Taggelder des Nationalrates";"Gültige Stimmzettel";557966;146122;85931;18323;4374;9303;2217;2650;7642;3994;8576;17799;15454;13580;12384;8175;1234;44626;15411;67235;25191;7324;17868;7522;7493;7538;...
"27.05.1962 Natur- und Heimatschutz";"Gültige Stimmzettel";559415;147416;86278;18471;4301;9236;2206;2660;7499;4010;8625;17788;15488;13537;11682;8136;1238;44687;15611;66780;25238;7384;18059;7574;7578;7933;...
"01.04.1962 Verbot der Atomwaffen";"Gültige Stimmzettel";824033;184599;120327;35043;5295;12154;3127;3494;6475;5943;24839;28862;26168;19604;13868;8856;1765;54349;25001;73785;32860;18664;50579;19624;23072;25680;...
"03.12.1961 Uhrenstatut";"Gültige Stimmzettel";664862;134327;104749;24546;4310;6940;1946;2981;5132;4034;31517;25409;13995;15052;13128;7548;1500;47518;16917;70141;26871;11739;28334;11171;19294;35763;...
"22.10.1961 Einführung Gesetzesinitiative";"Gültige Stimmzettel";580287;133599;87787;21644;5237;7715;2416;2778;4638;4242;12931;20483;15058;15601;12269;7692;1556;38377;17861;69136;24902;11295;28948;15150;8554;10418;...
"05.03.1961 Treibstoffzoll für Nationalstrassenbau";"Gültige Stimmzettel";932847;184673;149082;44094;5665;13088;3526;4154;7252;8115;25799;34981;34006;23814;14610;9440;2008;62158;23219;81225;33659;27054;55549;36504;22572;26600;...
"05.03.1961 Leitungsanlagen für Treibstoffe";"Gültige Stimmzettel";902644;179742;145178;42818;5484;12579;3329;4020;7039;7888;25432;34600;33141;23302;13805;9148;1988;56903;22376;78991;32818;26188;53168;34951;21417;26339;...
"04.12.1960 Massnahmen Milchwirtschaft";"Gültige Stimmzettel";710124;153049;112875;36783;4742;10036;2519;3179;5618;4819;16505;20897;14629;15135;12445;8086;1692;50162;17339;68022;29107;8336;46655;31639;10287;25568;...
"29.05.1960 Preiskontrollmassnahmen";"Gültige Stimmzettel";557424;154770;66155;19284;3791;7567;1467;2485;4503;2968;8992;15828;19930;10542;11935;7353;1018;43082;14359;62887;24414;9171;26627;6689;12550;19057;...
"24.05.1959 Zivilschutzartikel";"Gültige Stimmzettel";611332;157389;102625;24039;4404;7193;2772;2824;5753;4208;9248;20877;15230;16538;13136;8527;1338;50640;16445;67061;26114;7262;23231;7998;8075;8405;...
"01.02.1959 Frauenstimmrecht";"Gültige Stimmzettel";978666;198529;157329;48228;6068;13828;3941;4138;7614;8433;26765;38139;36385;23865;14994;9801;2155;64348;25195;78744;33707;28956;64183;27001;26713;29607;...
"07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl";"Gültige Stimmzettel";666643;151359;100120;25397;4519;11553;2369;3071;5887;5382;11046;22245;24803;18480;13443;8507;1597;52950;22782;69575;29223;12221;31072;12226;11525;15291;...
"07.12.1958 Kursaalspiele";"Gültige Stimmzettel";655525;149031;98953;25074;4449;11376;2347;3049;5792;5333;10787;21860;24465;18298;13141;8420;1584;51322;21949;68980;28776;12073;30595;12061;11410;14400;...
"26.10.1958 44-Stunden-Woche";"Gültige Stimmzettel";902608;187538;139379;44233;5910;13187;3968;4018;7594;8420;22832;36115;35235;23649;14289;9701;2115;62598;24601;75006;32650;20837;55222;21915;22307;29289;...
"06.07.1958 Strassennetzverbesserung";"Gültige Stimmzettel";606634;159610;65771;23405;4031;8435;2159;2945;5381;4694;10204;21322;16016;13794;12575;7616;1373;50144;16840;66729;26720;8557;31612;9444;11641;25616;...
"06.07.1958 Filmwesen";"Gültige Stimmzettel";592239;155665;64551;22977;3911;8343;2138;2909;5308;4660;10117;21086;15731;13545;11981;7461;1362;48697;16263;65392;26114;8385;30692;9186;11055;24710;...
"11.05.1958 Neuordnung Finanzhaushalt";"Gültige Stimmzettel";768170;161367;119083;37608;6502;12581;3305;3491;6606;5902;14745;33622;28650;19095;13951;9156;1753;56680;20411;73072;28923;17971;38793;17131;20105;17667;...
"26.01.1958 Missbrauch wirtschaftlicher Macht";"Gültige Stimmzettel";742619;169183;101004;36808;4994;10421;2929;3442;6627;5783;18682;26756;33774;16847;12614;8750;1846;56086;20021;70483;30152;14754;39344;17452;16412;17455;...
"24.11.1957 Brotgetreideversorgung";"Gültige Stimmzettel";641063;142396;91857;28580;4881;7296;2301;3034;5559;4897;14569;21630;17171;18073;13199;8272;1420;51504;16725;68162;27307;8618;34080;13350;9729;26453;...
"24.11.1957 Atomenergie und Strahlenschutz";"Gültige Stimmzettel";635896;141066;90928;28147;4798;7223;2285;3040;5512;4864;14473;21578;17182;17993;12975;8240;1398;51127;16455;67513;27216;8589;33800;13196;9706;26592;...
"03.03.1957 Rundspruch und Fernsehen";"Gültige Stimmzettel";747846;151852;109859;30634;4497;8943;2480;3130;6532;5484;17018;24531;21492;16662;13665;9164;1657;50917;19508;69305;29734;12751;69502;32285;16947;19297;...
"03.03.1957 Zivilschutzartikel";"Gültige Stimmzettel";750661;152214;109756;30474;4433;8918;2472;3143;6525;5445;17021;25183;21516;16667;13611;9163;1638;53513;19345;69051;29870;12707;69502;32074;16935;19485;...
"30.09.1956 Ausgabenbeschlüsse";"Gültige Stimmzettel";607777;140340;83385;25737;3839;8302;2217;2856;5634;4518;13184;24113;20142;14151;12505;8430;1374;49783;15923;66150;26583;9798;32037;9518;12538;14720;...
"30.09.1956 Revision der Brotgetreideordnung";"Gültige Stimmzettel";619135;143700;84888;26060;3838;8291;2248;2877;5652;4572;13328;24281;20354;14365;13028;8603;1386;51722;16556;66996;27648;9837;32222;9558;12540;14585;...
"13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden";"Gültige Stimmzettel";744837;163042;108093;29069;4958;11587;2763;3256;6860;5283;13047;27033;35259;17436;13545;9201;1512;56770;27238;72089;30678;11421;35947;12135;27993;18622;...
"13.05.1956 Wasserrechtskonzessionen";"Gültige Stimmzettel";721053;158967;105203;28708;4943;11261;2747;3226;6751;5207;12777;27044;34138;17231;13386;9078;1498;49724;26368;69737;30060;11226;34700;11934;26934;18205;...
"04.03.1956 Beschränkte Preiskontrolle";"Gültige Stimmzettel";699531;142568;118056;23306;4506;7661;2075;2947;5934;4310;13790;20441;41706;14441;12718;8593;1447;53311;19726;65029;28994;23127;38871;12380;15832;17762;...
"13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf)";"Gültige Stimmzettel";781502;161380;114871;37724;4981;11262;2747;3322;6765;5756;16121;29755;35985;18481;13891;8791;1629;57882;19507;69447;31189;18303;46543;17994;23004;23784;...
"13.03.1955 Mieter- und Konsumentenschutzinitiative";"Gültige Stimmzettel";781502;161380;114871;37724;4976;11262;2747;3322;6765;5756;16121;29755;35985;18481;13891;8791;1629;57887;19525;69447;31189;18303;46913;17994;23004;23784;...
"05.12.1954 Schutz der Stromlandschaft Rheinau";"Gültige Stimmzettel";733444;172290;105706;31509;4873;10024;3003;3582;6939;6484;11372;25190;38441;17969;14701;9511;1882;59175;21300;72419;30880;12793;32477;14159;11611;15154;...
"24.10.1954 Finanzordnung 1955 bis 1958";"Gültige Stimmzettel";653715;146310;89096;30956;5016;8345;2407;3044;6518;7616;12258;23504;25979;15132;13213;8742;1650;51371;17250;67933;27818;11089;35560;11733;12611;18564;...
"20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer";"Gültige Stimmzettel";552394;129747;71671;22159;3470;7054;2197;2583;5863;4100;10293;20087;17346;11968;12317;8088;1258;47904;16235;63584;26463;6982;23823;8801;18600;9801;...
"20.06.1954 Fähigkeitsausweise";"Gültige Stimmzettel";567942;131832;74276;22670;3770;7172;2265;2601;5988;4158;10472;20366;17803;12301;12678;8245;1281;50362;16670;66062;27159;7176;24311;8942;19088;10294;...
"06.12.1953 Schutz der Gewässer";"Gültige Stimmzettel";825799;169775;136811;39292;5347;12236;3494;3746;7564;7041;18558;32301;31706;21959;14438;10023;2181;47647;22452;74101;32657;15583;54808;20084;18749;23246;...
"06.12.1953 Neuordnung Finanzhaushalt";"Gültige Stimmzettel";842381;169702;136065;39321;5587;12106;3527;3765;7555;7059;18708;33259;31326;21886;14376;10043;2185;61994;22734;73868;32537;16576;55035;20326;18919;23922;...
"19.04.1953 Postverkehrsgesetz";"Gültige Stimmzettel";734090;156114;94750;31937;5785;9886;3107;3479;6733;5695;17829;31008;21392;15412;13202;9605;1838;57317;21598;70529;33289;15649;45257;16491;26730;19458;...
"23.11.1952 Brotgetreideversorgung";"Gültige Stimmzettel";771590;161582;119036;35701;4876;9427;2722;3360;6800;6501;17109;27779;38303;18772;13580;9080;1683;51945;20393;69074;30614;15710;46841;15697;19105;25900;...
"23.11.1952 Preiskontrolle";"Gültige Stimmzettel";779298;162873;120392;35650;4880;9471;2714;3346;6783;6532;17177;28491;38673;18741;13710;9105;1659;54098;20404;69194;30647;15846;47569;16052;19281;26010;...
"05.10.1952 Luftschutzräume";"Gültige Stimmzettel";714598;159056;99574;32136;4641;8376;2165;3031;6360;5805;14993;27781;29758;19147;13353;9026;1590;54863;18430;68917;29639;12900;41898;12371;17993;20795;...
"05.10.1952 Tabaksteuer und AHV";"Gültige Stimmzettel";724892;158943;101561;32520;4724;8455;2208;3017;6373;5850;15943;29314;29601;19133;13372;9028;1611;56535;18953;69982;29730;13170;42077;13160;18062;21570;...
