"Datum und Vorlage";"Ergebnisse";"Schweiz";"Zürich";"Bern / Berne";"Luzern";"Uri";"Schwyz";"Obwalden";"Nidwalden";"Glarus";"Zug";"Fribourg / Freiburg";"Solothurn";"Basel-Stadt";"Basel-Landschaft";"Schaffhausen";"Appenzell Ausserrhoden";"Appenzell Innerrhoden";"St. Gallen";"Graubünden / Grigioni / Grischun";"Aargau";"Thurgau";"Ticino";"Vaud";"Valais / Wallis";"Neuchâtel";"Genève";"Jura"
"10.03.1996 Aufhebung Beiträge an Bahnhofparkplätze";"Abgegebene Stimmen";1425049;245745;209088;76289;10976;20987;5959;10800;10056;20608;70212;51330;49294;49629;30393;12049;2555;86878;35956;114607;45762;64475;64120;30843;24392;66850;15196
"10.03.1996 Übernahme von Branntwein und Brennapparaten";"Abgegebene Stimmen";1422265;245142;209088;76206;10892;20986;5952;10753;10057;20568;70055;51315;49186;49489;30338;12000;2554;86462;35593;114175;45705;64475;64132;30851;24399;66678;15214
"10.03.1996 Persönliche militärische Ausrüstung";"Abgegebene Stimmen";1426568;245766;209090;76303;11149;20996;5956;10792;10031;20627;70289;51341;49327;49621;30366;12066;2550;87176;36387;115062;45786;64475;64133;30847;24395;66796;15241
"10.03.1996 Übertritt Vellerat zum Kanton Jura";"Abgegebene Stimmen";1425539;245644;209090;76318;11039;20994;5955;10802;10062;20612;70206;51145;49385;49636;30328;12026;2557;87196;35981;114912;45738;64475;64143;30849;24338;66790;15318
"10.03.1996 Sprachenartikel";"Abgegebene Stimmen";1427282;246027;209090;76310;11006;20992;5946;10790;10064;20610;70197;51351;49453;49464;30349;12086;2554;87189;37078;115016;45740;64475;64145;30848;24400;66849;15253
"25.06.1995 Erwerb von Grundstücken durch Ausländer";"Abgegebene Stimmen";1852627;347605;259639;90969;9211;28115;7946;16862;9026;26548;56155;80076;63204;71720;30393;15920;3429;106721;37366;117802;58298;66519;136310;61330;42325;87148;21990
"25.06.1995 Ausbau von AHV und IV";"Abgegebene Stimmen";1852720;347170;259637;91030;9207;28118;7949;16850;9020;26544;56178;80105;63541;71857;30375;15883;3428;106652;37444;117849;58275;66519;136285;61343;42302;87118;22041
"25.06.1995 10. AHV-Revision";"Abgegebene Stimmen";1856163;349240;259640;91127;9222;28105;7950;16869;9028;26564;56252;80125;63761;71905;30373;15930;3429;106820;37623;118067;58294;66519;136274;61335;42335;87320;22056
"12.03.1995 Ausgabenbremse";"Abgegebene Stimmen";1735266;371992;265830;103416;8866;26524;7493;9805;9162;25237;50516;62625;52530;64775;32119;16714;4359;111990;39482;116785;62877;49878;101529;39422;29679;57240;14421
"12.03.1995 Landwirtschaftsgesetz";"Abgegebene Stimmen";1738353;373082;265827;103438;8895;26524;7496;9808;9166;25259;50565;62696;52650;64930;32065;16774;4377;112579;40066;117135;63045;49878;101518;39427;29706;57016;14431
"12.03.1995 Milchwirtschaftsbeschluss";"Abgegebene Stimmen";1738955;372971;265837;103448;8904;26521;7496;9821;9169;25263;50578;62697;52675;64970;32177;16777;4370;112614;40148;117188;63041;49878;101550;39430;29705;57286;14441
"12.03.1995 Landwirtschaftsartikel";"Abgegebene Stimmen";1738895;373129;265820;103439;8896;26523;7497;9813;9162;25257;50565;62693;52570;64908;32174;16830;4370;112580;40315;117183;63006;49878;101552;39431;29764;57101;14439
"04.12.1994 Zwangsmassnahmen im Ausländerrecht";"Abgegebene Stimmen";2016575;372969;299544;105104;10692;31843;8417;11050;9190;28183;56663;81813;64314;80228;32178;17629;4346;122580;38743;138395;60896;72722;140026;68606;40291;102205;17948
"04.12.1994 Für eine gesunde Krankenversicherung";"Abgegebene Stimmen";2014250;371406;299543;105065;10723;31908;8414;11056;9188;28095;56695;81818;64186;80119;32158;17593;4351;122212;38790;138283;60871;72722;140021;68568;40272;102205;17988
"04.12.1994 Krankenversicherungsgesetz";"Abgegebene Stimmen";2014475;371629;299570;105043;10647;31911;8411;11050;9192;28145;56647;81817;64223;80182;32171;17616;4327;122286;38857;138037;60896;72722;140046;68594;40254;102205;17997
"25.09.1994 Antirassismusgesetz";"Abgegebene Stimmen";2100739;395370;303530;112319;11747;35101;8831;12023;9756;30385;58702;89678;68178;85044;33873;18578;4291;132763;45889;159670;66301;75095;137761;65569;40045;84310;15930
"25.09.1994 Aufhebung Brotgetreideverbilligung";"Abgegebene Stimmen";2082706;387119;303513;112210;11516;35082;8792;11929;9731;30112;58406;89661;66983;84053;33785;18365;4268;130351;44899;157603;65819;75095;137673;65541;40068;84310;15822
"12.06.1994 UNO-Blauhelme";"Abgegebene Stimmen";2138973;374270;337429;109471;10696;35688;8929;11963;11986;31498;58186;87697;69789;82510;33689;19865;4711;139260;43381;147956;66598;93740;129736;91062;39010;84239;15614
"12.06.1994 Erleichterte Einbürgerung für junge Ausländer";"Abgegebene Stimmen";2137944;373803;337329;109456;10656;35686;8924;11960;11983;31490;58272;87702;69809;82521;33656;19856;4711;139110;43148;147869;66655;93740;129725;91086;38964;84239;15594
"12.06.1994 Kulturförderungsartikel";"Abgegebene Stimmen";2131789;371616;337429;109442;10611;35673;8922;11931;11969;31406;58188;87681;69315;82077;33628;19751;4706;137703;42740;147219;66498;93740;129658;91085;38959;84239;15603
"20.02.1994 Luftfahrtgesetz";"Abgegebene Stimmen";1856045;342991;276906;98548;14588;33686;8895;12027;10310;29148;48566;77654;57999;74801;33108;17919;3946;119376;49714;135445;63531;71105;100215;66655;32644;63538;12730
"20.02.1994 Alpen-Initiative";"Abgegebene Stimmen";1865111;345824;276908;98614;15211;33699;8900;12134;10331;29281;48680;77710;58423;75190;33176;18132;3958;120782;51152;136339;63716;71105;100213;66691;32648;63538;12756
"20.02.1994 Einführung leistungsabhängige Schwerverkehrsabgabe";"Abgegebene Stimmen";1861208;344856;276906;98591;14816;33685;8893;12095;10324;29249;48676;77704;58254;75018;33170;18068;3949;120293;50181;135934;63648;71105;100216;66655;32639;63538;12745
"20.02.1994 Weiterführung Schwerverkehrsabgabe";"Abgegebene Stimmen";1862531;345162;276906;98587;14874;33701;8899;12096;10331;29254;48682;77709;58331;75044;33175;18116;3954;120495;50393;136233;63680;71105;100221;66651;32643;63538;12751
"20.02.1994 Weiterführung Autobahnvignette";"Abgegebene Stimmen";1863398;345499;276906;98579;14881;33737;8901;12102;10328;29243;48716;77706;58355;75114;33182;18120;3949;120634;50503;136354;63683;71105;100209;66662;32629;63538;12763
"28.11.1993 Verminderung Tabakprobleme";"Abgegebene Stimmen";2077305;373383;327038;101181;9361;31734;8454;11656;9907;29091;61002;85885;65054;78200;33965;18659;4520;130351;46037;142003;63582;71696;150706;74607;44545;85297;19391
"28.11.1993 Verminderung Alkoholprobleme";"Abgegebene Stimmen";2076808;373085;327038;101177;9359;31719;8459;11651;9904;29100;60993;85884;65014;78126;33927;18669;4518;130457;46073;141812;63559;71696;150710;74615;44546;85297;19420
"28.11.1993 Besondere Verbrauchssteuern";"Abgegebene Stimmen";2072208;371514;327037;101150;9334;31721;8439;11612;9903;29005;60931;85873;64628;77871;33908;18481;4512;129643;45737;141249;63486;71696;150701;74589;44501;85297;19390
"28.11.1993 Mehrwertsteuer-% für AHV";"Abgegebene Stimmen";2072283;371143;327033;101060;9323;31730;8451;11636;9903;29004;60957;85875;64698;77963;33895;18482;4513;129861;45751;141349;63462;71696;150699;74611;44504;85297;19387
"28.11.1993 Mehrwertsteuer Satz 6,5%";"Abgegebene Stimmen";2071952;370936;327033;101065;9318;31718;8454;11614;9904;29004;60966;85877;64667;78086;33909;18488;4513;129623;45845;141303;63498;71696;150703;74578;44526;85297;19331
"28.11.1993 Einführung Mehrwertsteuer";"Abgegebene Stimmen";2073194;371404;327033;101060;9325;31717;8453;11623;9906;28996;60971;85873;64763;77989;33884;18541;4486;130119;45887;141447;63536;71696;150694;74614;44512;85297;19368
"26.09.1993 Massnahmen in der Arbeitslosenversicherung";"Abgegebene Stimmen";1809748;358633;291466;83166;8356;23766;6742;9137;7752;27067;50119;81948;57864;79499;31789;16965;3555;107138;34748;140211;50485;60631;112939;47707;32706;69234;16125
"26.09.1993 Befristete Massnahmen in der Krankenversicherung";"Abgegebene Stimmen";1811582;359740;291476;83143;8384;23768;6759;9132;7752;27091;50171;81940;57964;79595;31896;16978;3543;107344;34879;140241;50504;60631;112905;47707;32677;69234;16128
"26.09.1993 1. August-Initiative";"Abgegebene Stimmen";1816428;361668;291485;83176;8432;23771;6761;9153;7760;27150;50233;81951;58117;80031;31891;17068;3557;107980;35110;141219;50610;60631;112895;47701;32700;69234;16144
"26.09.1993 Kantonswechsel Laufental zu Basel-Landschaft";"Abgegebene Stimmen";1798547;353107;291485;83119;8232;23757;6748;9115;7728;26885;49826;81931;57837;79795;31750;16661;3542;104491;33859;139205;50203;60631;112881;47706;32680;69234;16139
"26.09.1993 Waffenmissbrauch";"Abgegebene Stimmen";1814663;361155;291486;83163;8402;23776;6746;9150;7756;27028;50196;81953;58173;79884;31928;17083;3556;107685;34958;140752;50509;60631;112941;47705;32681;69234;16132
"06.06.1993 Schweiz ohne neue Kampfflugzeuge";"Abgegebene Stimmen";2534220;450306;397969;130439;14016;39348;11296;15851;12840;36019;76763;100916;75668;93172;37337;22253;5289;161762;55415;176390;76133;103095;174579;80934;50507;110302;25621
"06.06.1993 40 Waffenplätze sind genug";"Abgegebene Stimmen";2534004;450176;398021;130449;14002;39366;11293;15846;12836;36008;76731;100911;75723;93189;37351;22271;5287;161735;55423;176149;76116;103095;174641;80941;50520;110302;25622
"07.03.1993 Abschaffung der Tierversuche";"Abgegebene Stimmen";2331753;382962;364189;109451;10574;36131;9321;13040;11552;33276;75136;93800;69309;87819;35332;20305;4853;141998;48149;171078;72676;96911;162200;117169;48640;94903;20979
"07.03.1993 Aufhebung Spielbankenverbot";"Abgegebene Stimmen";2332502;383348;364182;109471;10580;36125;9320;13040;11556;33343;75069;93804;69289;87806;35334;20344;4857;142157;48087;171219;72731;96911;162227;117177;48646;94903;20976
"07.03.1993 Erhöhung Treibstoffzoll";"Abgegebene Stimmen";2333833;383867;364186;109460;10612;36141;9324;13034;11554;33324;75179;93804;69361;87764;35363;20345;4861;142429;48263;171418;72731;96911;162230;117119;48661;94903;20989
"06.12.1992 EWR-Beitritt";"Abgegebene Stimmen";3580094;618209;540179;181614;19816;64315;16940;20811;19780;50648;112124;135176;95563;129102;41696;29039;8297;226212;92605;255892;107423;141148;261087;151090;77373;148309;35646
"27.09.1992 Bäuerliches Bodenrecht";"Abgegebene Stimmen";2069711;389545;321142;108071;12989;35764;8925;11570;10301;32130;53000;85299;56800;79944;33255;19418;4695;137486;48364;144662;63744;84836;131967;65167;34363;80629;15645
"27.09.1992 Stempelabgaben";"Abgegebene Stimmen";2070537;391322;321139;108076;12814;35771;8921;11559;10303;32002;53032;85317;56949;80064;33345;19319;4731;137566;47524;144496;63643;84836;131981;65175;34384;80629;15639
"27.09.1992 Infrastrukturgesetz";"Abgegebene Stimmen";2061749;387719;321140;108037;12552;35763;8907;11490;10277;31720;52950;85296;56611;79110;33194;19250;4732;135852;46865;144190;63480;84836;131983;65168;34361;80629;15637
"27.09.1992 Entschädigungsgesetz";"Abgegebene Stimmen";2065103;389091;321126;108053;12770;35766;8918;11524;10293;31873;52971;85298;56768;79669;33411;19244;4741;135705;47163;144513;63585;84836;131968;65155;34417;80629;15616
"27.09.1992 Geschätsverkehrsgesetz";"Abgegebene Stimmen";2058710;385053;321127;108058;12602;35758;8916;11466;10274;31744;52894;85296;56630;79450;33350;19054;4730;135479;46712;144029;63458;84836;131964;65161;34408;80629;15632
"27.09.1992 Alpentransit-Beschluss (NEAT)";"Abgegebene Stimmen";2080785;395434;321129;108089;13291;35782;8930;11625;10327;32063;53143;85321;57483;80549;33457;19582;4751;139296;48498;145430;63900;84836;131996;65169;34416;80629;15659
"17.05.1992 Reform Sexualstrafrecht";"Abgegebene Stimmen";1768752;343841;270326;89339;9193;31076;8568;10776;10177;27057;45028;81146;55482;69597;33186;17096;3550;107658;47008;112571;52308;55480;108909;56086;35649;64831;22814
"17.05.1992 Zivildienst für Dienstverweigerer";"Abgegebene Stimmen";1772139;345072;270327;89349;9274;31213;8577;10800;10185;27108;45070;81176;55603;69370;33270;17209;3568;108394;47483;112856;52415;55480;108901;56091;35653;64831;22864
"17.05.1992 Fortpflanzungs- und Gentechnologie";"Abgegebene Stimmen";1770487;344137;270317;89339;9290;31101;8582;10785;10183;27558;45042;81167;55445;69616;33235;17089;3564;107981;47300;112728;52392;55480;108865;56088;35568;64831;22804
"17.05.1992 Gewässerschutz-Initiative";"Abgegebene Stimmen";1771722;344569;270297;89338;9453;31112;8591;10792;10192;27079;45060;81154;55410;69629;33232;17203;3566;108009;48325;112527;52393;55480;108894;56100;35652;64831;22834
"17.05.1992 Gewässerschutzgesetz";"Abgegebene Stimmen";1771843;344392;270291;89320;9431;31109;8572;10792;10201;27595;45056;81158;55404;69609;33217;17143;3568;107921;48294;112593;52338;55480;108900;56095;35660;64831;22873
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";"Abgegebene Stimmen";1753278;337510;270252;89212;9034;31077;8545;10686;10098;26754;44765;81104;54840;68656;32957;16758;3522;105453;45199;111462;51826;55480;108916;56072;35613;64831;22656
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";"Abgegebene Stimmen";1753457;337051;270304;89223;9037;31087;8549;10699;10108;26638;44770;81109;54880;68976;33036;16737;3533;105620;45173;111512;51820;55480;108913;56075;35628;64831;22668
"16.02.1992 Weg vom Tierversuch";"Abgegebene Stimmen";2009400;376060;311207;98101;9725;29926;7499;9858;10265;30183;52450;84261;71351;81227;34297;18073;4321;118582;42668;128425;57601;108338;122552;63882;39491;82799;16258
"16.02.1992 Krankenkasseninitiative";"Abgegebene Stimmen";2004983;373455;311207;98078;9726;29928;7497;9851;10244;30140;52464;84259;71126;80949;34260;17933;4314;118247;42567;127992;57439;108338;122490;63885;39528;82799;16267
"02.06.1991 Militärstrafgesetz";"Abgegebene Stimmen";1499196;299698;188579;110080;7312;23370;6112;7564;7238;21643;37929;67439;44185;62574;32625;14022;2879;90476;30714;92927;47509;46341;97997;44114;32814;69157;13898
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";"Abgegebene Stimmen";1496841;298065;188577;110078;7268;23365;6108;7543;7239;21612;37885;67439;44027;62414;33003;13984;2878;90048;30721;92858;47506;46341;98004;44111;32813;69157;13797
"03.03.1991 Förderung öffentlicher Verkehr";"Abgegebene Stimmen";1359014;251789;172793;66664;8274;19579;5901;7101;6788;20053;69974;68836;49054;57244;28406;13060;3242;93228;28827;80703;54781;51408;77062;40335;23204;49720;10988
"03.03.1991 Stimmrecht für 18-jährige";"Abgegebene Stimmen";1361213;252416;172793;66662;8338;19567;5934;7101;6783;20099;70043;68836;49165;57478;28461;13093;3246;93675;28957;80923;54902;51408;77044;40337;23235;49720;10997
"23.09.1990 Strassenverkehrsgesetz";"Abgegebene Stimmen";1751210;333747;253942;87199;9256;25626;7519;10340;9509;27111;49861;82474;57578;74522;32440;15453;3609;106879;42303;123389;54973;67564;103915;47172;41509;69273;14047
"23.09.1990 Energieartikel";"Abgegebene Stimmen";1752962;334867;253942;87201;9287;25619;7522;10365;9498;27141;49792;82474;57642;74643;32494;15554;3604;106802;42409;123540;55065;67564;103898;47169;41540;69273;14057
"23.09.1990 Moratorium Atomkraftwerkbau";"Abgegebene Stimmen";1757127;336601;253943;87228;9312;25625;7532;10385;9528;27311;49898;82474;57795;74857;32603;15650;3608;107361;42816;123980;55197;67564;103904;47166;41454;69273;14062
"23.09.1990 Ausstieg Atomenergie";"Abgegebene Stimmen";1756278;336368;253943;87228;9296;25631;7535;10376;9525;27200;49875;82474;57662;74793;32562;15596;3607;107384;42772;123822;55168;67564;103921;47167;41478;69273;14058
"01.04.1990 Organisation der Bundesrechtspflege";"Abgegebene Stimmen";1762581;355346;251323;94497;9331;29464;10102;13284;9076;33129;55144;90236;55960;65110;33231;15385;3959;103452;42396;114332;56457;50387;113025;51447;39130;53235;14143
"01.04.1990 Rebbaubeschluss";"Abgegebene Stimmen";1766240;358366;251314;94495;9288;29487;10069;13286;9097;33131;55094;90236;55869;65170;33280;15391;3964;103589;42666;114476;56618;50387;113035;51445;39079;53235;14173
"01.04.1990 Freie Aarelandschaft Biel-Solothurn";"Abgegebene Stimmen";1776633;363324;251323;94542;9545;29489;10141;13354;9130;33484;55384;90236;56295;65500;33355;15578;3982;105177;43109;115485;56777;50387;113049;51448;39128;53235;14176
"01.04.1990 Autobahnfreies Kononauer Amt";"Abgegebene Stimmen";1779697;365439;251323;94549;9645;29498;10108;13395;9131;33531;55398;90236;56376;65701;33376;15596;3975;105278;43199;115620;56839;50387;113101;51449;39120;53235;14192
"01.04.1990 Autobahnfreie Landschaft Murten-Yverdon";"Abgegebene Stimmen";1778172;364094;251322;94551;9588;29493;10138;13362;9129;33457;55476;90236;56419;65737;33357;15606;3984;105203;43149;115586;56863;50387;113040;51447;39125;53235;14188
"01.04.1990 Begrenzung des Strassenbaus";"Abgegebene Stimmen";1779499;364852;251324;94548;9566;29489;10142;13384;9128;33480;55459;90236;56387;65708;33382;15605;3981;105393;43585;115532;56858;50387;113096;51445;39123;53235;14174
"26.11.1989 Pro Tempo 130/100";"Abgegebene Stimmen";2987966;533375;468256;151197;15694;47588;13459;17009;16261;42570;92469;116692;86411;110195;38581;23704;6410;185004;74543;210094;91229;109965;217542;106157;65492;116810;31259
"26.11.1989 Schweiz ohne Armee";"Abgegebene Stimmen";2989326;533903;468249;151213;15708;47595;13451;17008;16270;42476;92520;116692;86557;110284;38650;23742;6410;185012;74998;210117;91195;109965;217553;106160;65510;116810;31278
"04.06.1989 Kleinbauern-Initiative";"Abgegebene Stimmen";1547257;287947;221109;100835;7859;27196;7331;8408;7785;26530;46283;97594;44619;53263;31346;14000;4117;106338;38977;100924;52762;61671;68561;40788;24313;57754;8947
"04.12.1988 Begrenzung der Einwanderung";"Abgegebene Stimmen";2264316;407715;329167;109001;10676;35497;9386;12053;11879;33792;69036;88767;69586;85642;33676;18377;5213;131865;52606;142640;68733;82785;162170;129076;48958;94432;21588
"04.12.1988 Herabsetzung Arbeitszeit";"Abgegebene Stimmen";2265390;408351;329167;109005;10724;35500;9389;12070;11879;33811;69091;88767;69627;85661;33441;18381;5224;132003;52745;142677;68901;82785;162135;129084;48956;94432;21584
"04.12.1988 Gegen die Bodenspekulation";"Abgegebene Stimmen";2263924;407496;329167;109004;10685;35502;9348;12063;11872;33798;69013;88767;69444;85521;33527;18352;5219;132079;52699;142597;68819;82785;162150;129052;48944;94432;21589
"12.06.1988 Herabsetzung AHV-Rentenalter";"Abgegebene Stimmen";1793431;355916;254848;97113;8980;27754;7724;9250;9950;32356;47838;80123;56161;72630;31607;15631;3591;107902;43389;113635;54902;72374;109139;47287;38826;74679;19826
"12.06.1988 Koordinierte Verkehrspolitik";"Abgegebene Stimmen";1788125;353519;254848;97153;8954;27745;7718;9271;9948;32257;47792;80123;55798;72164;31563;15559;3578;106933;42676;113603;54831;72374;109142;47287;38821;74679;19789
"06.12.1987 Rothenthurm-Initiative";"Abgegebene Stimmen";2026330;370761;326761;103989;10888;35786;8200;11510;11207;30836;59769;93060;67862;75507;33167;17554;4905;123341;44438;135133;59636;66258;138591;64811;43462;67104;21794
"06.12.1987 Krankenversicherungsgesetz";"Abgegebene Stimmen";2026041;370431;326765;103981;10808;35785;8198;11502;11206;30814;59789;93060;67856;75523;33157;17568;4906;123330;44715;134946;59618;66258;138569;64824;43518;67104;21810
"06.12.1987 Bahn 2000";"Abgegebene Stimmen";2027274;371003;326765;103982;10817;35783;8199;11516;11216;30832;59793;93060;67899;75553;33142;17571;4902;123559;44645;135398;59640;66258;138537;64820;43477;67104;21803
"05.04.1987 Initiativen mit Gegenentwurf";"Abgegebene Stimmen";1785014;353989;249450;93134;10595;25022;6307;9692;8098;24299;45174;72587;60933;66076;31937;13457;3342;92338;37970;117532;54210;115176;109624;47126;36740;82215;17991
"05.04.1987 Rüstungsreferendum";"Abgegebene Stimmen";1791628;357800;249449;93055;10689;25021;6305;9714;8106;24410;45265;72587;61079;65981;32431;13543;3351;93143;38351;118024;54389;115176;109651;47127;36753;82215;18013
"05.04.1987 Ausländergesetz";"Abgegebene Stimmen";1783988;352937;249461;93120;10545;25015;6299;9684;8087;24259;45240;72587;61048;65828;32306;13404;3347;92373;38005;117430;54213;115175;109645;47120;36737;82215;17908
"05.04.1987 Asylgesetz";"Abgegebene Stimmen";1790092;356260;249451;93133;10636;25019;6297;9711;8101;24339;45277;72587;61113;65926;32393;13503;3348;93238;38470;118048;54273;115176;109658;47130;36750;82215;18040
"07.12.1986 Besteuerung Schwerverkehr";"Abgegebene Stimmen";1462909;280374;214361;74074;10224;28150;5618;7777;7863;21557;57337;59840;52219;50335;31431;12785;3023;83644;32662;91195;45232;46958;99361;39532;33233;62980;11144
"07.12.1986 Mieterschutz";"Abgegebene Stimmen";1461588;279399;214363;74081;10081;28165;5613;7777;7858;21655;57234;59840;52236;50350;31412;12811;3029;83937;32364;91031;45166;46958;99345;39531;33242;62980;11130
"28.09.1986 Zuckerbeschluss";"Abgegebene Stimmen";1466799;290493;226049;81427;8420;21964;5965;7746;7681;22511;44344;68361;43873;60159;32029;14197;3544;91688;32618;105875;53061;39737;81950;42667;25155;37388;17897
"28.09.1986 Berufsbildung und Umschulung";"Abgegebene Stimmen";1463399;289154;226049;81421;8350;21966;5967;7753;7682;22479;44240;68361;43819;60012;31901;14182;3540;91475;31855;105534;52932;39737;81919;42654;25155;37388;17874
"28.09.1986 Gegenentwurf zur Kulturinitiative";"Abgegebene Stimmen";1460318;287766;226047;81415;8299;21958;5957;7711;7679;22588;44185;68361;43770;59995;31898;14131;3524;90689;31723;105240;52714;39737;81948;42674;25061;37388;17860
"28.09.1986 Kulturinitiative";"Abgegebene Stimmen";1460318;287766;226047;81415;8299;21958;5957;7711;7679;22588;44185;68361;43770;59995;31898;14131;3524;90689;31723;105240;52714;39737;81948;42674;25061;37388;17860
"16.03.1986 UNO-Beitritt";"Abgegebene Stimmen";2120130;400155;328614;114986;12027;33364;11367;12616;14921;31387;63512;86299;64784;77774;34461;17584;5059;129181;47752;147260;68584;70648;134220;65516;44310;88018;15731
"01.12.1985 Abschaffung der Vivisektion";"Abgegebene Stimmen";1582278;338710;230680;71374;10676;23337;5197;7576;7608;25227;45876;75634;61502;66446;31029;13324;3357;83595;34946;88415;47848;45379;115296;49436;32221;54940;12649
"22.09.1985 Neues Eherecht";"Abgegebene Stimmen";1709875;353950;258955;92600;9321;27039;6804;9433;9729;26336;39732;77544;52947;70165;33166;14713;3409;104969;42316;135647;55777;51704;93947;46115;30113;51463;11981
"22.09.1985 Innovationsrisikogarantie";"Abgegebene Stimmen";1700216;349626;258955;92561;9215;27031;6788;9392;9701;26200;39619;77544;52662;69509;33082;14524;3403;103700;41413;134515;55506;51704;93938;46109;30101;51463;11955
"22.09.1985 Koordination Schuljahresbeginn";"Abgegebene Stimmen";1705700;352342;258955;92594;9335;27031;6801;9448;9738;26301;39718;77544;52822;68337;33171;14657;3416;104887;42174;135351;55767;51704;93944;46114;30120;51463;11966
"09.06.1985 Selbstversorgung mit Brotgetreide";"Abgegebene Stimmen";1463634;328291;201207;78451;8532;23013;7075;7781;8113;20813;36215;97285;48394;50877;30151;12103;2864;85418;31838;86247;43381;47232;80467;44493;26044;46024;11325
"09.06.1985 Neuverteilung Alkoholabgabe";"Abgegebene Stimmen";1460771;325992;201208;78446;8449;23008;7088;7766;8109;20771;36218;97285;48407;51077;30211;12090;2852;85308;31626;85998;43336;47232;80429;44497;26017;46024;11327
"09.06.1985 Kantonsanteil Stempelabgaben";"Abgegebene Stimmen";1460694;326415;201205;78454;8417;23026;7076;7783;8113;20786;36177;97285;48367;50925;30159;12077;2849;84987;31604;86054;43363;47232;80453;44491;26044;46024;11328
"09.06.1985 Recht auf Leben";"Abgegebene Stimmen";1480472;336950;201204;78509;8817;23024;7109;7877;8147;21032;36503;97285;49013;51614;30318;12294;2900;87952;33368;87222;43658;47232;80482;44501;26057;46024;11380
"10.03.1985 Verlängerung bezahlte Ferien";"Abgegebene Stimmen";1430370;299477;186334;66762;8002;19999;5871;6857;7389;20428;35455;55597;48158;47479;29970;12627;3001;74258;31997;115215;42932;52579;75096;70574;30347;70085;13881
"10.03.1985 Ausbildungsbeiträge";"Abgegebene Stimmen";1422205;294257;186332;66754;7963;19991;5862;6843;7380;20319;35418;55597;48046;47339;29897;12501;3000;73470;31650;114244;42840;52579;75100;70570;30311;70085;13857
"10.03.1985 Beiträge Gesundheitswesen";"Abgegebene Stimmen";1422147;294250;186337;66752;7919;20002;5863;6842;7381;20251;35413;55597;48003;47317;29840;12509;2993;73661;31580;114286;42835;52579;75100;70579;30332;70085;13841
"10.03.1985 Beiträge Primarschulunterricht";"Abgegebene Stimmen";1421438;293660;186333;66756;7953;19993;5866;6842;7381;20351;35416;55597;47975;47360;29904;12456;2997;73582;31535;114121;42810;52579;75104;70583;30356;70085;13843
"02.12.1984 Hilfe für Opfer von Gewaltverbrechen";"Abgegebene Stimmen";1551262;295470;233874;71951;8400;23330;6841;7837;7784;24335;36243;55462;48657;53033;32366;13382;3159;86216;41063;98050;42227;46287;101879;114633;31588;55377;11818
"02.12.1984 Radio- und Fernsehartikel";"Abgegebene Stimmen";1547742;294036;233872;71947;8313;23325;6826;7829;7777;24269;36193;55462;48538;52934;32224;13273;3154;85831;40632;97637;42135;46287;101823;114637;31588;55377;11823
"02.12.1984 Mutterschutz-Initiative";"Abgegebene Stimmen";1552010;295704;233872;71947;8399;23327;6835;7840;7785;24357;36269;55462;48701;53109;32364;13394;3175;86491;41019;98190;42242;46287;101801;114649;31584;55377;11830
"23.09.1984 Umweltgerechte Energieversorgung";"Abgegebene Stimmen";1712397;338247;253234;87510;9958;24618;7201;9397;10180;24893;37938;71586;69820;77742;32905;14766;3586;111574;41346;121715;48535;56397;108266;43295;33119;61332;13237
"23.09.1984 Zukunft ohne neue Atomkraftwerke";"Abgegebene Stimmen";1713477;338759;253232;87517;9918;24620;7201;9384;10168;24891;37939;71586;69854;77802;32967;14823;3594;111816;41436;121736;48562;56397;108291;43292;33122;61332;13238
"20.05.1984 Gegen den Ausverkauf der Heimat";"Abgegebene Stimmen";1740736;342898;247831;87540;9262;29105;6535;8728;9589;23744;43174;69900;60622;65691;32521;15159;3560;93174;37690;112779;47797;69971;114979;60418;52216;81659;14194
"20.05.1984 Banken-Initiative";"Abgegebene Stimmen";1742351;344090;247854;87561;9153;29121;6537;8736;9593;23693;43217;69900;60701;65789;32423;15170;3556;93287;37707;112880;47850;69971;114978;60506;52217;81659;14202
"26.02.1984 Zivildienst-Initiative";"Abgegebene Stimmen";2156780;402220;332692;107893;12113;32779;9182;12059;12817;29981;65335;85306;71807;78840;35131;18012;4700;126923;48857;150243;65518;81587;153617;63507;51093;84021;20547
"26.02.1984 Einführung Autobahnvignette";"Abgegebene Stimmen";2157456;402810;332691;107892;12131;32777;9180;12065;12814;30069;65330;85306;71740;78858;35103;17988;4692;126813;48953;150325;65561;81587;153602;63496;51108;84021;20544
"26.02.1984 Erhebung Schwerverkehrsabgae";"Abgegebene Stimmen";2156592;402256;332691;107886;12136;32781;9163;12052;12817;30257;65325;85306;71759;78810;34932;17999;4685;126705;48932;150229;65508;81587;153608;63491;51111;84021;20545
"04.12.1983 Erleichterung Einbürgerungen";"Abgegebene Stimmen";1461270;317419;243718;61606;7379;21792;5263;6384;7426;18922;34045;62572;48294;40928;31038;10547;2710;69772;32813;85150;42469;54267;87193;57033;36102;66571;9857
