"Datum und Vorlage";"Ergebnisse";"Schweiz";"Zürich";"Bern / Berne";"Luzern";"Uri";"Schwyz";"Obwalden";"Nidwalden";"Glarus";"Zug";"Fribourg / Freiburg";"Solothurn";"Basel-Stadt";"Basel-Landschaft";"Schaffhausen";"Appenzell Ausserrhoden";"Appenzell Innerrhoden";"St. Gallen";"Graubünden / Grigioni / Grischun";"Aargau";"Thurgau";"Ticino";"Vaud";"Valais / Wallis";"Neuchâtel";"Genève";"Jura"
"04.12.1983 Bürgerrechtsregelung";"Abgegebene Stimmen";1459793;316254;243738;61611;7410;21781;5259;6447;7432;18886;34049;62569;48254;40579;31157;10530;2734;69727;32810;85104;42400;54267;87217;57058;36093;66571;9856
"27.02.1983 Energieartikel";"Abgegebene Stimmen";1306593;287538;184479;76641;8725;21120;5820;7761;7767;20898;31644;55376;41797;48127;31126;12344;3084;80319;33147;94760;48235;41352;64356;33272;20400;35991;10514
"27.02.1983 Neuregelung Treibstoffzölle";"Abgegebene Stimmen";1307873;288000;184479;76662;8772;21116;5823;7767;7769;20956;31699;55376;41802;48136;31146;12374;3086;80596;33313;94885;48238;41352;64343;33272;20398;35991;10522
"28.11.1982 Gegenentwurf zur Preisüberwachungs-Initiative";"Abgegebene Stimmen";1324471;272112;193810;62103;8810;19597;4223;6262;7326;18545;29173;53167;40380;43407;30251;11570;2508;74131;34018;84048;46604;46772;127885;28901;30184;39659;9025
"28.11.1982 Preisüberwachungs-Initiative";"Abgegebene Stimmen";1324471;272112;193810;62103;8810;19597;4223;6262;7326;18545;29173;53167;40380;43407;30251;11570;2508;74131;34018;84048;46604;46772;127885;28901;30184;39659;9025
"06.06.1982 Ausländergesetz";"Abgegebene Stimmen";1406966;314986;245573;64180;8227;19358;7649;6527;12946;18165;27293;57993;50101;45871;30215;11395;2123;76452;27895;83845;42244;52762;75095;29956;30902;55867;9346
"06.06.1982 Strafgesetzbuch";"Abgegebene Stimmen";1407028;314809;245575;64192;8241;19366;7666;6545;12946;18040;27303;57993;50095;45929;30198;11409;2192;76460;27947;83893;42337;52762;75094;29948;30872;55867;9349
"29.11.1981 Weiterführung Finanzordnung";"Abgegebene Stimmen";1207049;282232;171847;72295;8775;19880;5105;6154;7293;19964;29891;49615;31456;36955;29248;11539;2532;68016;29187;70538;40519;41498;66018;29180;23102;45004;9206
"14.06.1981 Konsumentenschutzartikel";"Abgegebene Stimmen";1341560;268994;179036;68552;8454;20280;5433;7223;8063;20670;29214;92184;45114;44793;30349;11305;2549;74189;30525;86753;40911;43591;79122;33499;30813;68776;11168
"14.06.1981 Gleichstellung von Mann und Frau";"Abgegebene Stimmen";1343601;270321;179036;68552;8508;20283;5442;7235;8072;20789;29240;92184;45153;44883;30235;11348;2558;74314;30537;86934;40932;43591;79143;33511;30840;68776;11184
"05.04.1981 Neue Ausländerpolitik";"Abgegebene Stimmen";1574500;300691;201964;78829;10348;22885;6240;8159;9534;22038;45397;52778;50980;53420;30783;12072;3479;84217;41381;94972;46618;73517;114966;63857;49045;82822;13508
"30.11.1980 Brotgetreideordnung";"Abgegebene Stimmen";1649769;306981;252508;79031;9527;22353;7107;8456;8946;20343;41793;57770;49086;57752;31750;12156;3210;83118;42081;108276;51107;60391;131682;71714;37431;66547;28653
"30.11.1980 Alkoholeinnahmen";"Abgegebene Stimmen";1648859;306721;252515;79043;9530;22345;7103;8449;8944;20173;41781;57770;49111;57762;31886;12133;3202;83093;41735;108073;51201;60391;131522;71716;37418;66547;28695
"30.11.1980 Kantonsanteil Stempelabgaben";"Abgegebene Stimmen";1647982;306117;252506;79021;9484;22337;7100;8454;8942;20294;41772;57770;49081;57730;31694;12127;3205;82783;41981;108107;51034;60391;131669;71734;37423;66547;28679
"30.11.1980 Gurten- und Schutzhelmobligatorium";"Abgegebene Stimmen";1655324;310645;252518;79040;9496;22353;7110;8479;8952;20425;41951;57770;49317;57934;31918;12250;3199;83643;41644;108855;51295;60391;131638;71723;37428;66547;28803
"02.03.1980 Neuordnung Landesversorgung";"Abgegebene Stimmen";1346756;257414;179536;84535;8865;20074;6463;7123;9103;19623;34981;53019;41300;44497;30868;12468;3107;85085;46569;92465;47469;51931;90822;39791;23884;41899;13865
"02.03.1980 Trennung Kirche und Staat";"Abgegebene Stimmen";1354703;260088;179531;84549;9080;20096;6473;7141;9117;19578;35023;53019;41428;44604;30898;12532;3130;86662;48732;93227;47570;51931;90808;39821;23891;41899;13875
"20.05.1979 Atomgesetz";"Abgegebene Stimmen";1459155;297994;210439;72672;9605;22071;5908;7746;8797;19316;34934;56861;52806;49031;30805;12794;2935;82179;36557;97074;44494;59086;100920;35596;34152;61094;13289
"20.05.1979 Umsatz- und direkte Bundessteuer";"Abgegebene Stimmen";1459922;298372;210341;72670;9637;22103;5911;7760;8801;19303;34947;56861;52760;49026;30877;12814;2931;82252;36666;97212;44542;59086;100914;35598;34161;61088;13289
"18.02.1979 Volksrechte und Atomsicherheit";"Abgegebene Stimmen";1917562;376230;294313;97064;12188;27102;8218;9978;11858;25520;46263;76717;68186;73210;33054;15804;3786;111705;46651;137873;59681;68699;127167;50704;43483;76044;16064
"18.02.1979 Gegen Suchtmittelreklame";"Abgegebene Stimmen";1916545;375868;294311;97064;12141;27103;8218;9988;11849;25482;46259;76717;68169;73212;32912;15786;3785;111613;46425;137768;59700;68699;127169;50711;43531;76001;16064
"18.02.1979 Fuss- und Wanderwege";"Abgegebene Stimmen";1916529;375705;294315;97067;12115;27103;8220;9990;11852;25503;46247;76717;68180;73221;32860;15832;3792;111699;46482;137783;59713;68699;127156;50708;43531;75975;16064
"18.02.1979 Stimmrecht für 18-Jährige";"Abgegebene Stimmen";1917722;376407;294314;97068;12202;27104;8221;10001;11858;25521;46261;76717;68202;73267;32968;15858;3785;111771;46560;137808;59724;68699;127157;50705;43551;75929;16064
"03.12.1978 Berufsbildungsgesetz";"Abgegebene Stimmen";1664912;312824;283335;80937;10752;23041;7067;8129;9006;20112;43702;62063;60360;58792;31907;13308;3464;93105;39670;109461;51801;59053;117370;62001;38145;65507;...
"03.12.1978 Sicherheitspolizei";"Abgegebene Stimmen";1669239;314744;283334;80942;10841;23044;7072;8152;9010;20177;43724;62063;60669;58917;31976;13343;3486;93387;40152;110000;51852;59053;117432;62006;38113;65750;...
"03.12.1978 Tierschutzgesetz";"Abgegebene Stimmen";1668916;314576;283324;80937;10789;23049;7068;8131;9011;20165;43730;62063;60554;58824;31983;13383;3470;93593;40278;109939;51854;59053;117298;61999;38146;65699;...
"03.12.1978 Milchwirtschaftsbeschluss";"Abgegebene Stimmen";1664404;312043;283323;80930;10768;23044;7062;8119;9008;20139;43708;62063;60223;58661;31993;13302;3467;92921;40193;109573;51798;59053;117297;61999;38148;65569;...
"24.09.1978 Gründung des Kantons Jura";"Abgegebene Stimmen";1618463;330182;276103;74586;9650;23399;5723;7560;8109;22400;43261;63895;50299;61064;30473;13190;2952;91129;35511;100312;51611;54109;107995;45358;42053;67539;...
"28.05.1978 12 autofreie Sonntage";"Abgegebene Stimmen";1884357;353568;318343;103268;12184;29168;9401;10269;13865;25400;48887;74106;59608;66037;31973;16929;4202;114321;45830;134579;61769;59925;122058;54396;43902;70369;...
"28.05.1978 Hochschulförderung";"Abgegebene Stimmen";1875881;348989;318363;103253;12112;29166;9404;10275;13864;25238;48822;74106;59272;65932;31911;16806;4191;113447;45063;133393;61651;59925;122079;54336;43914;70369;...
"28.05.1978 Schwangerschaftsabbruch";"Abgegebene Stimmen";1874512;348616;318357;103231;12064;29162;9390;10273;13827;25232;48825;74106;59320;65752;31734;16726;4179;113210;44999;133426;61501;59925;122041;54397;43850;70369;...
"28.05.1978 Zolltarifgesetz";"Abgegebene Stimmen";1867991;344780;318381;103216;11896;29152;9377;10247;13859;24941;48776;74106;59194;65759;31844;16702;4179;112755;44489;132185;61553;59925;122081;54381;43844;70369;...
"28.05.1978 Zeitgesetz";"Abgegebene Stimmen";1879954;350916;318397;103251;12158;29157;9408;10294;13852;25039;48851;74106;59516;66020;31969;16871;4191;113850;45570;134160;61705;59925;122075;54402;43902;70369;...
"26.02.1978 Konjunkturartikel";"Abgegebene Stimmen";1834367;345113;295938;89060;10765;26094;7351;8957;10688;21215;77056;72469;66110;61918;30540;14689;3814;103528;41441;118381;57495;70794;128810;52091;45775;74275;...
"26.02.1978 Herabsetzung AHV-Alter";"Abgegebene Stimmen";1847239;351440;295940;89075;11018;26106;7354;8971;10704;21309;77513;72469;66598;62178;30671;14831;3830;105153;42976;119577;57687;70794;128886;52103;45781;74275;...
"26.02.1978 9. AHV-Revision";"Abgegebene Stimmen";1846139;351154;295926;89072;10914;26105;7352;8961;10704;21225;77337;72469;66604;62175;30652;14864;3830;104986;42671;119592;57727;70794;128868;52110;45772;74275;...
"26.02.1978 Mitbestimmung im Nationalstrassenbau";"Abgegebene Stimmen";1842057;349312;295930;89068;10870;26104;7350;8967;10700;21201;77292;72469;66379;62033;30663;14766;3817;104317;42243;119046;57721;70794;128851;52108;45781;74275;...
"04.12.1977 Ausgleich des Bundeshaushaltes";"Abgegebene Stimmen";1456666;302851;241445;67688;9550;21087;5653;7486;8563;16531;36245;57872;49336;52276;29578;11791;2737;82236;35144;93516;46919;49943;89203;43628;33836;61552;...
"04.12.1977 Ziviler Ersatzdienst";"Abgegebene Stimmen";1461173;305065;241445;67694;9613;21091;5654;7486;8565;16520;36246;57872;49398;52491;29683;11885;2738;83048;35535;94003;46976;49943;89207;43623;33840;61552;...
"04.12.1977 Politische Rechte";"Abgegebene Stimmen";1454520;301483;241430;67683;9518;21082;5654;7468;8560;16517;36245;57872;49303;52351;29601;11773;2734;82176;34823;93278;46826;49943;89196;43634;33818;61552;...
"04.12.1977 Reichtumssteuer-Initiative";"Abgegebene Stimmen";1461486;305113;241457;67696;9646;21092;5654;7492;8563;16589;36246;57872;49463;52539;29734;11856;2745;82938;35594;94049;47001;49943;89200;43631;33821;61552;...
"25.09.1977 Fristenlösungs-Initiative";"Abgegebene Stimmen";1979163;370897;303923;110481;13133;31570;9668;11008;10531;26550;54078;79775;66952;68678;31934;15748;4776;124926;48810;143337;61677;76367;125159;69286;42578;77321;...
"25.09.1977 Unterschriftenzahl für Initiativen";"Abgegebene Stimmen";1968023;368369;303925;110457;12335;31547;9663;10927;10518;26501;54061;79775;66795;68305;31724;15540;4694;122863;46076;141609;61200;76367;125152;69212;42558;77850;...
"25.09.1977 Unterschriftenzahl für Referenden";"Abgegebene Stimmen";1967555;368663;303927;110459;12362;31537;9666;10955;10512;26384;54055;79775;66773;68377;31867;15475;4664;122474;46074;141647;61227;76367;125153;69283;42558;77321;...
"25.09.1977 Albatrosinitiative";"Abgegebene Stimmen";1969501;368394;303859;110458;12462;31562;9671;10964;10514;26466;54048;79775;66791;68422;31702;15620;4680;123446;46476;141922;61424;76367;125134;69223;42800;77321;...
"25.09.1977 Gegenentwurf zur Mieterschutzinitiative";"Abgegebene Stimmen";1966181;367828;303852;110464;12300;31558;9681;10937;10507;26404;54039;79775;66768;68344;31710;15514;4660;122797;45699;141183;61296;76367;125156;69224;42801;77321;...
"25.09.1977 Mieterschutzinitiative";"Abgegebene Stimmen";1966181;367828;303852;110464;12300;31558;9681;10937;10507;26404;54039;79775;66768;68344;31710;15514;4660;122797;45699;141183;61292;76367;125156;69224;42801;77321;...
"12.06.1977 Steuerharmonisierung";"Abgegebene Stimmen";1894655;351715;310052;101094;11780;29560;8691;10069;10637;24279;50286;100345;63249;65652;31353;16193;3851;111915;43598;123158;60019;55026;133783;49297;47098;81955;...
"12.06.1977 Umsatz- und direkte Bundessteuer";"Abgegebene Stimmen";1898268;353189;310052;101109;11958;29573;8693;10103;10637;24438;50288;100345;63402;65749;31390;16234;3869;112368;43867;123778;59991;55026;133833;49311;47110;81955;...
"13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf)";"Abgegebene Stimmen";1701901;323946;241689;79808;10231;24005;6435;8164;9369;20312;37891;61571;59372;54972;30106;12904;2866;89520;38983;131402;51454;74495;140253;81149;36287;74717;...
"13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative)";"Abgegebene Stimmen";1701901;323946;241689;79808;10231;24005;6435;8164;9369;20312;37891;61571;59372;54972;30106;12904;2866;89520;38983;131402;51454;74495;140253;81149;36287;74717;...
"13.03.1977 Beschränkung der Einbürgerungen";"Abgegebene Stimmen";1711973;328417;241659;79849;10419;24048;6438;8198;9377;20507;37893;61571;60058;54603;30349;13075;2967;91285;40062;132948;51622;74495;139938;81171;36307;74717;...
"13.03.1977 IV. Ueberfremdungsinitiative";"Abgegebene Stimmen";1711055;327250;241659;79852;10454;24046;6438;8197;9378;20569;37891;61571;59996;54576;30138;13077;2966;91335;40063;133017;51693;74495;140216;81157;36304;74717;...
"05.12.1976 40-Stunden-Woche";"Abgegebene Stimmen";1703499;303423;292089;75085;10362;22671;6243;7726;9287;20801;61957;61119;65504;58688;30321;12751;3090;91766;39275;102781;50241;63223;108507;100436;37556;68597;...
"05.12.1976 Preisüberwachung";"Abgegebene Stimmen";1699618;301915;292089;75082;10257;22644;6238;7720;9286;20644;61951;61119;65011;58592;30235;12645;3086;91371;38978;102568;50161;63223;108530;100124;37552;68597;...
"05.12.1976 Geld- und Kreditpolitik";"Abgegebene Stimmen";1691511;298739;292089;75066;10059;22637;6237;7693;9275;20456;61951;61119;64078;58180;30071;12575;3079;90123;38216;101843;50006;63223;108482;100174;37543;68597;...
"26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder";"Abgegebene Stimmen";1263198;268504;173653;62522;9397;19410;3852;6007;7478;15814;24653;47067;59195;42091;29975;11606;2361;101637;31494;77702;42337;34963;81569;29616;22641;57654;...
"26.09.1976 Radio- und Fernsehartikel";"Abgegebene Stimmen";1261980;267617;173651;62501;9371;19424;3852;5969;7477;15802;24647;47067;59244;42248;29803;11605;2365;101675;31344;77596;42278;34963;81562;29616;22649;57654;...
"13.06.1976 Neukonzeption Arbeitslosenversicherung";"Abgegebene Stimmen";1296974;261903;206294;75372;8691;19278;6604;7806;8288;18456;27580;51421;40844;46493;29550;12384;2850;81931;35104;89683;45236;37498;78900;36665;27510;40633;...
"13.06.1976 IDA-Darlehen";"Abgegebene Stimmen";1296862;261617;206294;75378;8679;19279;6607;7802;8287;18498;27580;51421;40819;46461;29498;12353;2853;82133;35096;89658;45346;37498;78892;36666;27514;40633;...
"13.06.1976 Raumplanungsgesetz";"Abgegebene Stimmen";1298665;262281;206294;75385;8720;19276;6605;7817;8293;18425;27580;51421;40857;46552;29609;12406;2854;82357;35517;89824;45393;37498;78886;36668;27514;40633;...
"21.03.1976 Steuerinitiative";"Abgegebene Stimmen";1474085;291460;244731;71230;9978;22366;5073;7491;9413;17946;41375;61113;62371;51406;30155;12797;3070;85379;35639;96976;49192;48010;87483;43985;36839;48607;...
"21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative";"Abgegebene Stimmen";1479405;292925;244731;71343;10377;22359;5073;7506;9416;18037;41391;61113;62658;51498;30153;12851;3033;87352;35911;97389;49320;48010;87511;43985;36856;48607;...
"21.03.1976 Mitbestimmung der Arbeitnehmer";"Abgegebene Stimmen";1479405;292925;244731;71343;10377;22359;5073;7506;9416;18037;41391;61113;62658;51498;30153;12851;3033;87352;35911;97389;49320;48010;87511;43985;36856;48607;...
"07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte";"Abgegebene Stimmen";1161817;252744;210546;55179;7986;17728;4562;6209;6698;13329;32665;47348;36445;35514;29383;11941;2793;70848;28946;84702;42890;28537;53670;34264;20957;25933;...
"07.12.1975 Wasserwirtschaft";"Abgegebene Stimmen";1156219;250027;210546;55164;7923;17725;4563;6180;6700;13281;32666;47348;36450;35495;29304;11905;2786;69805;27999;84260;42735;28537;53658;34274;20955;25933;...
"07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung";"Abgegebene Stimmen";1155136;248420;210546;55163;7945;17725;4563;6187;6701;13381;32665;47348;36490;35514;29365;11957;2789;69888;27996;84359;42775;28537;53650;34291;20948;25933;...
"08.06.1975 Erschwerung Ausgabenbeschlüsse";"Abgegebene Stimmen";1369259;272413;215882;69792;10926;21884;5934;7767;8082;18670;31319;61263;51076;45882;30078;12176;2675;87369;35258;96895;48768;36779;81993;35698;30057;50623;...
"08.06.1975 Erhöhung Steuereinnahmen";"Abgegebene Stimmen";1369699;272199;215911;69783;10962;21897;5933;7768;8082;18615;31319;61263;51111;45892;30327;12153;2674;87413;35280;96993;48956;36779;82011;35697;30058;50623;...
"08.06.1975 Generalzolltarif";"Abgegebene Stimmen";1368532;271824;215951;69785;10923;21896;5933;7762;8082;18599;31319;61263;51076;45888;30170;12155;2672;87193;35257;96880;48769;36779;81998;35695;30040;50623;...
"08.06.1975 Finanzierung der Nationalstrassen";"Abgegebene Stimmen";1369318;272013;215896;69790;10937;21895;5934;7759;8080;18669;31319;61263;51113;45872;30088;12182;2675;87329;35406;97020;48932;36779;81997;35697;30050;50623;...
"08.06.1975 Schutz der Währung";"Abgegebene Stimmen";1369819;271770;215898;69789;10961;21885;5933;7763;8079;18622;31319;61263;51036;45924;30266;12892;2674;87365;35295;97012;48937;36779;81984;35700;30050;50623;...
"02.03.1975 Konjunkturartikel";"Abgegebene Stimmen";1054929;213492;142809;68073;8949;15449;4455;6223;6421;12303;23787;44903;31599;33372;29268;10502;2509;71398;27676;71343;50256;27090;58209;30879;22277;41687;...
"08.12.1974 Soziale Krankenversicherung (Gegenentwurf)";"Abgegebene Stimmen";1472162;273102;257799;71088;10234;21279;5748;7861;7983;17150;37344;58316;51472;51756;30053;12077;2967;86826;35546;94488;48707;50108;100891;46749;36507;56111;...
"08.12.1974 Soziale Krankenversicherung (Initiative)";"Abgegebene Stimmen";1472162;273102;257799;71088;10234;21279;5748;7861;7983;17150;37344;58316;51472;51756;30053;12077;2967;86826;35546;94488;48707;50108;100891;46749;36507;56111;...
"08.12.1974 Erschwerung Ausgabenbeschlüsse";"Abgegebene Stimmen";1465234;270633;257799;71067;10027;21252;5748;7810;7974;17020;37337;58316;51309;51389;29849;11995;2956;86239;35004;93798;48525;50108;99680;46756;36532;56111;...
"08.12.1974 Verbesserung Bundeshaushalt";"Abgegebene Stimmen";1466781;271505;257799;71076;10034;21272;5746;7846;7971;16986;37337;58316;51361;51501;29921;11967;2957;86327;35159;93656;48667;50108;99868;46753;36537;56111;...
"20.10.1974 Gegen die Überfremdung";"Abgegebene Stimmen";2604051;488796;410134;122189;14428;35230;9269;11864;15395;30531;71736;98718;101656;92040;34155;18801;4866;148386;59203;174614;73784;100271;206455;79069;68851;133610;...
"02.12.1973 Tierschutzartikel";"Abgegebene Stimmen";1282410;267499;207470;65869;9567;18567;4777;7235;7015;16707;29365;49315;47935;40289;28002;10819;2591;81307;33871;75371;46033;42385;78521;37012;27095;47793;...
"02.12.1973 Steuerwirksame Abschreibungen";"Abgegebene Stimmen";1280985;266718;207427;65872;9515;18562;4778;7232;7015;16718;29363;49315;47635;40315;28000;10799;2605;81174;34021;75131;45978;42385;78513;37029;27092;47793;...
"02.12.1973 Stabilisierung des Baumarktes";"Abgegebene Stimmen";1283243;267855;207483;65922;9571;18566;4777;7235;7016;16888;29360;49315;47754;40350;27971;10812;2608;81441;34100;75393;46033;42385;78516;37005;27094;47793;...
"02.12.1973 Massnahmen im Kreditwesen";"Abgegebene Stimmen";1282565;267452;207463;65929;9501;18566;4778;7227;7017;16891;29359;49315;47855;40308;27947;10826;2610;81357;33961;75398;45964;42385;78524;37040;27095;47793;...
"02.12.1973 Preisüberwachung";"Abgegebene Stimmen";1283799;268053;207451;65960;9622;18577;4777;7230;7018;16922;29361;49315;47878;40348;27988;10773;2603;81852;34077;75470;45709;42385;78517;37044;27076;47793;...
"20.05.1973 Jesuiten- und Klosterartikel";"Abgegebene Stimmen";1467494;379457;201312;84320;11611;23342;6411;8236;8219;18121;35170;51144;56282;41120;28697;13348;3513;96878;39147;108565;47548;28370;68421;38480;27747;42035;...
"04.03.1973 Forschungsartikel";"Abgegebene Stimmen";999497;237821;150578;31136;8395;20178;3520;5183;9351;18709;17835;29747;18762;25648;27573;10480;1987;61838;23358;72505;41824;21222;44920;77121;13123;26683;...
"04.03.1973 Bildungsartikel";"Abgegebene Stimmen";999302;238426;150578;31142;8497;20190;3520;5182;9363;18750;17839;29747;18770;25619;26414;10480;1986;62067;23452;72328;41788;21222;44915;77146;13198;26683;...
"03.12.1972 Abkommen mit der EWG";"Abgegebene Stimmen";1920153;378739;312716;85647;10624;23315;6608;8617;10349;23002;41910;66828;80717;67618;30881;14653;3297;106981;43929;121614;59232;63251;132457;95456;46079;85633;...
"03.12.1972 Einführung Volkspension (Gegenentwurf)";"Abgegebene Stimmen";1921226;379510;312716;85686;10651;23313;6608;8626;10337;23029;41938;66828;80787;67632;30758;14673;3296;107461;44106;121578;59216;63251;132516;94966;46111;85633;...
"03.12.1972 Einführung Volkspension (Initiative)";"Abgegebene Stimmen";1921226;379510;312716;85686;10651;23313;6608;8626;10337;23029;41938;66828;80787;67632;30758;14673;3296;107461;44106;121578;59216;63251;132516;94966;46111;85633;...
"24.09.1972 Waffenausfuhrverbot";"Abgegebene Stimmen";1198239;303968;157207;47063;7557;13420;3695;6443;6405;14806;23874;37225;40504;39106;30087;12068;2281;83821;32146;86816;44379;27465;68494;24413;24172;60824;...
"04.06.1972 Schutz der Währung";"Abgegebene Stimmen";963187;271924;151995;26830;7344;13780;2361;4388;5350;9963;12900;22202;50081;22070;27663;12776;1944;66053;24058;73459;34495;19625;36246;31068;12283;22329;...
"04.06.1972 Stabilisierung des Baumarktes";"Abgegebene Stimmen";963855;272100;151995;26823;7443;13790;2361;4384;5353;9963;12899;22202;50271;22091;27672;12820;1944;66161;24175;73306;34548;19625;36245;31071;12284;22329;...
"05.03.1972 Mieterschutz";"Abgegebene Stimmen";1285714;298170;176370;53647;9157;18359;4356;7407;8021;18373;30834;42155;64031;44922;29276;12676;2948;93526;33400;94152;49896;33833;70694;22746;24585;42180;...
"05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative";"Abgegebene Stimmen";1285893;298613;176369;53663;9129;18372;4356;7408;8021;18370;30838;42155;64245;44897;29139;12589;2948;93636;33496;93742;49854;33833;70691;22766;24583;42180;...
"05.03.1972 Förderung des Wohnungsbaues";"Abgegebene Stimmen";1285893;298613;176369;53663;9129;18372;4356;7408;8021;18370;30838;42155;64245;44897;29139;12589;2948;93636;33496;93742;49854;33833;70691;22766;24583;42180;...
"06.06.1971 Weiterführung der Finanzordnung";"Abgegebene Stimmen";1346363;280181;175124;97788;10116;18848;4868;7502;13748;18716;45615;45719;41485;29361;31302;13551;3658;93483;33574;130079;47296;26884;76512;30925;27808;42220;...
"06.06.1971 Umweltschutz";"Abgegebene Stimmen";1349608;281528;175124;97992;10196;18857;4869;7515;13750;18716;45630;45719;41570;29522;31307;13619;3671;94161;33768;130264;47398;26884;76548;30941;27839;42220;...
"07.02.1971 Frauenstimmrecht";"Abgegebene Stimmen";955321;181136;144216;47343;6922;14158;3581;4898;6538;11349;27647;35197;33593;26754;15112;8820;1996;58933;23594;80102;30941;27511;66767;30821;24773;42619;...
"15.11.1970 Änderung Finanzordnung";"Abgegebene Stimmen";682095;171591;94620;26504;5562;12310;2492;3760;4770;8777;12730;32155;15090;16596;14609;7033;1398;46872;16607;73932;26107;12259;31991;17651;11077;15602;...
"27.09.1970 Wohnungs- und Familienschutz";"Abgegebene Stimmen";722070;170279;93096;29533;4940;10693;1994;3861;4542;9064;16559;23717;25813;19325;14389;6900;1356;53060;19192;69936;26821;17057;41306;15697;15506;27434;...
"27.09.1970 Förderung von Turnen und Sport";"Abgegebene Stimmen";721383;170242;93095;29536;4954;10692;1994;3862;4538;9069;16558;23717;25826;19300;14377;6952;1358;52273;19234;70021;26816;17057;41275;15702;15501;27434;...
"07.06.1970 Gegen die Überfremdung";"Abgegebene Stimmen";1226658;230039;192774;61090;7819;17465;4678;5743;7967;13815;32498;49408;45311;37509;16687;9892;2381;74634;28369;92906;37189;42626;92266;36863;32097;54632;...
"01.02.1970 Inländische Zuckerwirtschaft";"Abgegebene Stimmen";715486;162942;114775;34895;4926;9113;2646;3751;4976;7740;21568;25582;13173;16235;14188;6769;1421;47301;19689;69488;27302;12990;37784;27464;15476;13292;...
"14.09.1969 Bodenrecht";"Abgegebene Stimmen";535830;158450;55940;18792;4131;8654;1798;2853;3610;7204;13869;20742;9072;13015;14583;6028;1197;38622;14780;69309;23486;7135;16475;10554;7959;7572;...
"01.06.1969 Eidg. technische Hochschulen";"Abgegebene Stimmen";550592;138650;60717;29877;5067;6474;2092;2868;4214;3281;7712;22698;20486;17125;14365;7864;966;38819;15495;70754;24762;7679;23040;7919;8112;9556;...
"19.05.1968 Tabakbesteuerung";"Abgegebene Stimmen";593258;145617;75717;23445;6640;12958;3160;3388;4802;4472;9038;19009;14940;13502;14423;8507;1063;46540;16766;71223;25634;7955;21076;7132;27325;8926;...
"18.02.1968 Steueramnestie";"Abgegebene Stimmen";670402;145952;124644;23987;4655;7784;2014;3241;4629;4096;13251;35943;11756;18949;14680;7304;1386;48811;17586;71266;27535;20176;24335;12262;9810;14350;...
"02.07.1967 Gegen die Bodenspekulation";"Abgegebene Stimmen";604472;140398;86702;26046;4102;9038;2042;3103;4435;5066;12512;23293;25209;16490;13857;7326;1005;43843;16503;66768;25347;11007;27327;10968;9510;12575;...
"16.10.1966 Bekämpfung des Alkoholismus";"Abgegebene Stimmen";759370;152748;122459;37722;5074;10977;2837;3852;5437;6108;18249;32575;20585;20510;14508;7998;1441;50641;19070;76232;26952;16609;45592;23992;18603;18599;...
"16.10.1966 Auslandschweizerartikel";"Abgegebene Stimmen";756585;152470;122459;37707;5040;11097;2837;3828;5436;6108;18249;32575;20574;20392;14494;7963;1442;49197;18667;75846;26924;16596;45547;23943;18595;18599;...
"16.05.1965 Milchbeschluss";"Abgegebene Stimmen";583161;149998;78836;27691;5160;8344;2545;2741;4850;3680;9530;18557;15659;15486;13673;8251;1251;43150;17718;72474;26755;8154;22399;8437;8676;9146;...
"28.02.1965 Massnahmen Bauwirtschaft";"Abgegebene Stimmen";930253;187786;147273;45283;5913;12758;3706;4335;6946;8724;23485;35053;35527;27068;15058;9106;1980;60263;24643;79819;33493;22916;58150;28730;18961;33277;...
"28.02.1965 Massnahmen Kreditwesen";"Abgegebene Stimmen";929696;187815;147273;45282;5908;12762;3706;4337;6951;8724;23485;35053;35527;27093;15070;9103;2027;59717;24616;79712;33507;22915;58160;28728;18948;33277;...
"06.12.1964 Preiskontrollmassnahmen";"Abgegebene Stimmen";606600;130672;87310;19450;4290;8448;1371;2429;3808;3758;10534;21452;23597;11703;14496;7253;1066;40762;14989;70193;24077;9587;30044;34604;10963;19744;...
"24.05.1964 Berufsbildungsgesetz";"Abgegebene Stimmen";570037;134236;67901;20297;5030;7183;1709;2650;4361;3340;9356;27963;21807;11705;13780;7092;1349;44403;16238;74074;25122;9576;18552;8183;25239;8891;...
"02.02.1964 Steueramnestie";"Abgegebene Stimmen";679971;158509;93221;31454;4722;8440;2384;3255;5514;4876;16253;23189;34810;15949;14323;7956;1440;53475;18111;71474;27936;13255;28540;14295;13455;13135;...
"08.12.1963 Stipendien und Ausbildungsbeihilfen";"Abgegebene Stimmen";639940;146236;103455;25312;4661;7276;1992;2971;4417;4118;11538;22271;12738;20656;13766;8028;1226;49269;16813;70325;26086;11575;27801;25479;10071;11860;...
"08.12.1963 Weiterführung Finanzordnung";"Abgegebene Stimmen";640868;146257;103455;25306;4671;7269;1992;2972;4415;4118;11538;22271;12735;20640;13719;8035;1229;50170;16824;70300;26115;11574;27811;25522;10070;11860;...
