"Datum und Vorlage";"Ergebnisse";"Schweiz";"Zürich";"Bern / Berne";"Luzern";"Uri";"Schwyz";"Obwalden";"Nidwalden";"Glarus";"Zug";"Fribourg / Freiburg";"Solothurn";"Basel-Stadt";"Basel-Landschaft";"Schaffhausen";"Appenzell Ausserrhoden";"Appenzell Innerrhoden";"St. Gallen";"Graubünden / Grigioni / Grischun";"Aargau";"Thurgau";"Ticino";"Vaud";"Valais / Wallis";"Neuchâtel";"Genève";"Jura"
"04.12.1983 Erleichterung Einbürgerungen";"Ja";644669;156503;103130;27985;2859;7856;1948;2318;2604;8172;13519;25493;24960;20541;14197;4135;995;31410;16595;31863;20180;21459;38794;22304;18843;20462;5544
"04.12.1983 Bürgerrechtsregelung";"Ja";872981;195920;145343;34443;3778;10401;2556;3503;4024;11544;19285;34719;31565;26649;18121;6106;1383;44496;20954;47954;26997;30427;52178;27753;22054;44470;6358
"27.02.1983 Energieartikel";"Ja";649485;144202;97829;35976;4179;6982;2167;2876;3113;9337;16107;26635;19585;22556;12811;5480;1125;41234;16393;38187;24317;28105;36181;11168;12419;25143;5378
"27.02.1983 Neuregelung Treibstoffzölle";"Ja";679134;137646;97347;39460;5504;10350;2709;3948;4047;10966;16943;27950;21727;24652;12773;5280;1372;39445;21663;41613;25009;28755;41446;21973;12991;17706;5859
"28.11.1982 Gegenentwurf zur Preisüberwachungs-Initiative";"Ja";281132;55923;47989;13812;1643;3902;910;1639;1574;3815;6650;11535;8786;10563;4236;2453;702;18911;9096;19171;13166;5835;24581;3973;4329;4930;1008
"28.11.1982 Preisüberwachungs-Initiative";"Ja";730938;156703;105334;31803;4767;8878;1814;2708;4075;9874;16081;32388;26404;25015;15459;4519;852;37379;16620;43948;20882;34017;69540;12211;18256;24498;6913
"06.06.1982 Ausländergesetz";"Ja";680404;155003;115445;28619;3454;7956;3187;3183;5049;8464;15747;26622;25072;23201;13488;5172;1005;39454;13631;37715;18756;23517;42086;14652;18029;26527;5370
"06.06.1982 Strafgesetzbuch";"Ja";880880;203221;160362;40285;4965;12091;4888;4353;8500;11370;18035;35898;27661;24208;17268;7734;1682;53914;17330;50045;26607;31613;44121;17181;19161;34632;3755
"29.11.1981 Weiterführung Finanzordnung";"Ja";818327;205468;118009;47783;5513;11638;2853;4215;4817;13359;20806;30907;22034;24224;18213;7219;1639;45221;21147;45458;26574;29106;45271;16573;14602;30344;5334
"14.06.1981 Konsumentenschutzartikel";"Ja";858012;172782;122796;39061;4898;9114;2446;3961;4826;12502;19606;61795;35739;32457;16236;5821;1126;43486;18854;51439;20977;32535;47902;14833;20766;53206;8848
"14.06.1981 Gleichstellung von Mann und Frau";"Ja";797702;168099;108695;34313;3616;7594;2818;3508;3362;11925;18674;51029;32354;30540;16673;4743;805;34073;16830;44782;19469;28438;54073;15237;20095;57507;8450
"05.04.1981 Neue Ausländerpolitik";"Ja";252531;46445;27327;9969;1029;2522;535;794;672;2693;10902;6904;9528;9481;4453;1257;244;8426;3596;11071;4803;13205;28201;8193;14635;19743;5903
"30.11.1980 Brotgetreideordnung";"Ja";1012812;219644;161815;49241;5341;12753;4304;5232;6334;13651;21186;34774;32642;36588;19953;8629;2106;56082;27372;70149;33873;26360;70288;33929;16897;35989;7680
"30.11.1980 Alkoholeinnahmen";"Ja";1127595;247953;188948;53678;6095;14023;4475;5867;7261;15426;23144;37695;38686;42927;21524;9543;2428;64650;30901;75803;37569;32942;60925;40024;18046;39507;7555
"30.11.1980 Kantonsanteil Stempelabgaben";"Ja";1059760;232973;179983;51494;5529;13526;4177;5554;6821;14955;21057;40003;36231;40220;19706;9069;2245;60868;27963;72293;34540;30267;52910;38313;16451;36225;6387
"30.11.1980 Gurten- und Schutzhelmobligatorium";"Ja";841901;218111;142882;43594;4501;10433;2921;4093;5478;12100;12426;31131;36780;36554;19657;7494;1846;52479;24841;64779;29797;10669;35185;9669;8560;11815;4106
"02.03.1980 Neuordnung Landesversorgung";"Ja";1117007;222222;154624;66660;6612;15040;5443;6068;7943;16410;27942;42984;37432;38906;23165;10495;2664;71636;36190;71988;38489;45967;68561;30005;20650;38287;10624
"02.03.1980 Trennung Kirche und Staat";"Ja";281475;60139;36114;13415;974;2542;450;847;1361;3496;6909;12779;12728;11428;8188;2060;118;11746;7014;22133;7241;12533;18736;4716;7177;14418;2213
"20.05.1979 Atomgesetz";"Ja";982634;226757;152335;50284;6174;14158;3687;5312;6810;13677;21788;40050;31340;29731;20015;9391;1963;60810;26090;71285;32880;29165;50872;20464;22398;30049;5149
"20.05.1979 Umsatz- und direkte Bundessteuer";"Ja";496882;105960;71890;26575;4159;6101;2052;2514;3090;7338;13052;19138;17670;16558;9621;4195;1197;29805;16026;27661;16730;24607;32385;11464;8908;15300;2886
"18.02.1979 Volksrechte und Atomsicherheit";"Ja";920480;167574;126823;44888;6101;12377;4014;4535;5318;11831;24244;32736;46397;44651;14368;6372;1515;51307;24981;48131;23109;36006;73029;21644;27622;50502;10405
"18.02.1979 Gegen Suchtmittelreklame";"Ja";773485;160520;125847;36922;5329;8766;3643;3620;3933;9892;17880;29339;33877;31648;12435;6624;1367;49448;21362;54824;21966;27174;40881;12848;15361;32006;5973
"18.02.1979 Fuss- und Wanderwege";"Ja";1467357;321430;239938;70275;9001;16022;5716;7078;9262;20254;30888;61080;61253;62454;23883;11359;2430;85330;33253;107719;46143;52451;71225;22883;26073;57130;12827
"18.02.1979 Stimmrecht für 18-Jährige";"Ja";934073;183483;134039;45865;5240;16856;3718;3934;6041;14228;21791;35304;39096;40297;13322;5587;1179;48194;20167;59222;26095;34780;71151;22525;25936;44199;11824
"03.12.1978 Berufsbildungsgesetz";"Ja";902379;186597;143340;48209;4775;11048;3773;4300;4845;12357;22304;33227;36122;34005;17970;7962;2072;56424;23728;60354;31135;28087;49106;31762;15836;33041;...
"03.12.1978 Sicherheitspolizei";"Ja";723719;157333;128788;38440;4597;9051;3115;3389;4002;9865;16760;26830;22487;21456;14326;7035;1840;49412;20963;53150;26273;29358;23895;20402;11766;19186;...
"03.12.1978 Tierschutzgesetz";"Ja";1339252;266863;235625;64056;8223;15917;5366;6145;7663;16561;33227;48582;51248;49841;23975;11288;2797;77093;33489;87971;41851;43857;90696;41486;29574;45858;...
"03.12.1978 Milchwirtschaftsbeschluss";"Ja";1092586;213401;188737;61277;7578;16334;5488;5777;7125;15115;27269;39073;40154;39794;21468;9733;2908;65711;29758;72704;35831;38243;61144;32986;20327;34651;...
"24.09.1978 Gründung des Kantons Jura";"Ja";1309841;267680;187581;65451;8023;19897;5038;6446;6488;19270;38648;49930;42697;50942;22951;9442;2551;74632;28811;79475;41059;50956;94660;41254;35098;60861;...
"28.05.1978 12 autofreie Sonntage";"Ja";678162;143711;127709;32189;3572;8575;2359;2806;5217;8803;14791;27903;23220;23738;10633;7449;1291;43480;16200;48396;21873;21409;36311;12002;13809;20716;...
"28.05.1978 Hochschulförderung";"Ja";792458;161443;116182;39418;3837;9086;3182;3382;3961;11272;20841;30912;33467;30907;14841;4573;1234;36792;16866;49785;19911;33846;54800;23120;21952;46848;...
"28.05.1978 Schwangerschaftsabbruch";"Ja";559103;98001;99292;29236;4396;7545;2620;2975;4580;9375;18152;24496;17922;22112;9625;5560;1045;40381;15015;46084;22398;20497;26479;9445;8440;13432;...
"28.05.1978 Zolltarifgesetz";"Ja";971908;203666;162008;50114;4871;13445;4867;5420;7360;13298;25048;36116;30968;34491;16312;9927;2531;62690;23194;64982;33191;25410;67774;21228;19011;33986;...
"28.05.1978 Zeitgesetz";"Ja";886376;175200;138664;39919;4087;9292;2702;4091;3959;11589;19962;33398;36169;38298;13237;5999;1221;49757;17350;56543;20708;32882;66870;23244;28751;52484;...
"26.02.1978 Konjunkturartikel";"Ja";1172130;243763;201211;53624;6819;13481;4128;5440;6784;14229;41849;47185;46165;43789;17935;9129;2182;66319;25672;68715;34853;42163;71206;25554;27191;52744;...
"26.02.1978 Herabsetzung AHV-Alter";"Ja";377017;68066;47780;13182;1998;3728;716;1057;1655;3505;16358;14679;15265;14170;6954;1707;251;15690;7418;19756;8876;31939;26210;9470;19984;26603;...
"26.02.1978 9. AHV-Revision";"Ja";1192144;235796;189162;53588;7422;14000;4386;5214;6519;13287;41463;49899;53542;44479;19546;7701;2076;59980;29392;69762;33169;59431;82550;30893;29242;49645;...
"26.02.1978 Mitbestimmung im Nationalstrassenbau";"Ja";696501;149631;117477;30879;3796;9002;2314;2910;4228;6829;28033;25669;29746;23872;9931;5260;1529;33844;11481;37586;18838;18483;56893;15804;19984;32482;...
"04.12.1977 Ausgleich des Bundeshaushaltes";"Ja";869266;195393;139951;42448;5915;12068;3660;5027;5851;10992;22484;32027;27721;29165;17165;7773;1918;53431;21288;53647;30027;27407;50272;23930;17256;32450;...
"04.12.1977 Ziviler Ersatzdienst";"Ja";533733;118323;92247;19688;2186;4956;1247;1893;2074;5965;12451;22509;22669;23736;8842;3035;527;22764;11058;33936;13923;23819;37286;11433;16257;20909;...
"04.12.1977 Politische Rechte";"Ja";809862;178520;137926;37656;5824;10302;3122;4951;5050;9593;22106;33265;25823;27546;15154;6714;1585;52352;20539;48604;25928;28960;46114;22401;15682;24145;...
"04.12.1977 Reichtumssteuer-Initiative";"Ja";637994;124076;121488;23952;3842;7002;1376;2094;3539;5136;17608;28007;24779;23716;12323;4052;720;32757;13328;38846;17641;23681;43864;16029;18444;29694;...
"25.09.1977 Fristenlösungs-Initiative";"Ja";929325;216849;149147;27955;2457;6314;1292;2602;4292;9215;13789;30452;43194;40005;15840;5581;350;34211;13818;59813;22137;36196;92531;11692;31117;58476;...
"25.09.1977 Unterschriftenzahl für Initiativen";"Ja";1068157;205376;166765;64134;6544;16744;5006;6885;6063;16813;31389;44645;32743;36337;15458;9208;3018;74678;27737;78540;35815;45874;53570;35116;19056;30643;...
"25.09.1977 Unterschriftenzahl für Referenden";"Ja";1095631;211123;174300;66522;6919;17083;5291;7103;6268;17377;32176;46351;35208;37924;16053;9541;3033;77208;28442;81439;37090;47473;52100;30831;20068;29158;...
"25.09.1977 Albatrosinitiative";"Ja";740842;166033;111205;32669;4161;8545;2071;3200;4198;9299;16328;29381;36011;28193;10516;5932;1205;43971;15812;48794;18926;26920;44167;15592;16945;40768;...
"25.09.1977 Gegenentwurf zur Mieterschutzinitiative";"Ja";777604;161179;120363;43886;4901;13043;4238;5643;4874;10813;19735;33189;23494;29390;12676;6972;2458;56808;21868;59549;28675;30878;29851;25588;7696;19837;...
"25.09.1977 Mieterschutzinitiative";"Ja";796825;156124;128575;37143;4352;6689;1835;2898;3119;9804;23788;30460;35926;27596;11927;4539;893;41298;13760;46996;18521;35046;68485;19553;25540;41958;...
"12.06.1977 Steuerharmonisierung";"Ja";1133652;240427;195962;55905;6097;13258;3775;3951;5999;10563;27918;59930;44292;42674;18254;8155;1743;66106;27919;69757;38097;31618;69642;18350;25983;47277;...
"12.06.1977 Umsatz- und direkte Bundessteuer";"Ja";760830;145427;123852;38388;5703;10139;3055;3560;4477;8964;21417;40769;29173;28637;10730;4953;1331;39582;23369;46548;21940;24079;57461;21212;18656;27408;...
"13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf)";"Ja";978999;195668;139697;37909;5642;10548;2913;4304;4937;11035;22499;34927;34535;34001;16157;7530;1680;53589;23023;74260;30533;48950;73046;39528;20204;51884;...
"13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative)";"Ja";351127;77516;57300;15462;2252;4692;1385;2358;2232;4780;7279;14662;16380;12254;5470;2835;538;19118;6492;27987;10220;14713;19225;11703;6162;8112;...
"13.03.1977 Beschränkung der Einbürgerungen";"Ja";568867;120051;88463;27037;3755;8824;2071;3101;3276;7216;11928;22870;22542;18109;9227;4379;925;30830;11469;46378;15204;26679;37333;19530;10196;17474;...
"13.03.1977 IV. Ueberfremdungsinitiative";"Ja";495904;102347;81196;24663;3353;7736;1927;2725;3014;6165;10455;20495;20277;15905;7462;3753;804;25704;9647;38200;12583;20863;30332;18494;9112;18692;...
"05.12.1976 40-Stunden-Woche";"Ja";370228;72627;53444;11495;1556;2995;528;910;1424;4137;10760;13862;21173;15984;6730;1234;153;13885;4826;18698;7232;21658;27485;17979;11100;28353;...
"05.12.1976 Preisüberwachung";"Ja";1365788;248951;234695;57856;7944;15721;4405;5839;7375;16530;48944;49477;57599;48402;23480;8703;2199;72204;30647;80275;37351;57061;85426;68534;31987;64183;...
"05.12.1976 Geld- und Kreditpolitik";"Ja";1108413;207606;190963;46131;6301;12100;3701;4599;6603;13643;36880;38257;45536;39003;17205;7104;1679;57046;23565;59911;28745;50068;71074;55696;27005;57992;...
"26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder";"Ja";301587;72782;40918;11678;1682;3309;333;895;1395;2654;4980;12162;19224;11425;6704;1662;222;17159;6044;15429;7081;11741;20558;5484;7392;18674;...
"26.09.1976 Radio- und Fernsehartikel";"Ja";531328;107645;75703;28473;3813;7374;1797;2769;3165;6955;13081;18480;22973;15222;9906;4335;1180;40784;12044;31950;17037;17108;37143;16457;8844;27090;...
"13.06.1976 Neukonzeption Arbeitslosenversicherung";"Ja";866211;182241;138819;42352;4856;8505;3305;4684;5547;12825;16820;36383;35016;36206;21143;7654;1421;52001;20164;58934;26796;25942;49902;20584;20530;33581;...
"13.06.1976 IDA-Darlehen";"Ja";550865;113267;80083;29011;2979;6152;2125;2982;3509;8237;12260;21609;21453;22302;10399;4963;1104;32910;13452;37404;17417;18526;36019;15755;13856;23091;...
"13.06.1976 Raumplanungsgesetz";"Ja";626134;156497;97908;30272;2969;5175;1475;2687;3908;8762;10797;25855;31133;29029;12914;4761;1038;40319;12351;41008;18789;19471;27711;6877;14990;19438;...
"21.03.1976 Steuerinitiative";"Ja";599053;139986;113747;25151;2386;5593;1070;1711;2323;4313;17218;27078;33366;22847;11839;3905;560;35627;13993;40402;16495;18063;28212;8476;14146;10546;...
"21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative";"Ja";431690;99363;77129;14760;1537;5566;667;1767;2938;4642;11118;15183;20677;16496;10228;4781;815;27814;11847;28291;16817;12048;16160;7047;8275;15724;...
"21.03.1976 Mitbestimmung der Arbeitnehmer";"Ja";472094;88390;82902;17581;4057;4649;747;1604;2586;4444;13765;21707;26373;19289;9408;2625;420;23138;8514;29589;11791;21783;28025;11356;16044;21307;...
"07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte";"Ja";587148;101196;116869;31691;3893;9231;3018;3390;3640;6837;21667;20275;12717;13611;13408;6328;1972;38368;17536;37265;23653;18212;35031;19203;12523;15614;...
"07.12.1975 Wasserwirtschaft";"Ja";858720;195853;165164;37888;5183;9458;3061;4278;5459;10363;22786;33770;31153;28518;20137;8740;2053;50915;17358;55018;28891;25194;46078;14236;17203;19963;...
"07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung";"Ja";842165;173984;164255;38411;5000;10016;2907;4362;5248;10234;22830;31520;30268;28093;19667;8515;2017;50109;19903;52336;28220;25366;45403;21898;17315;24288;...
"08.06.1975 Erschwerung Ausgabenbeschlüsse";"Ja";1021315;215882;161570;50575;7519;14961;4429;6200;6561;14809;23553;43787;40629;34780;21310;9541;2216;68873;27390;69827;36325;24556;59908;25803;19082;31229;...
"08.06.1975 Erhöhung Steuereinnahmen";"Ja";753642;159027;121258;38684;6056;10018;3451;4746;5388;10587;18600;32399;29458;24198;12666;6969;1765;46345;21980;46137;22249;21076;50074;20990;16149;23372;...
"08.06.1975 Generalzolltarif";"Ja";646687;128241;103748;36209;5872;9483;3582;4262;5130;8845;15954;28031;23522;19834;12328;6859;1747;41607;20957;40684;21955;17501;42642;20539;12781;14374;...
"08.06.1975 Finanzierung der Nationalstrassen";"Ja";721313;139351;114325;38604;5957;9831;3545;4703;5278;10023;18005;30903;29764;23961;12986;7003;1719;46597;22186;46098;23913;20449;48010;21305;14823;21974;...
"08.06.1975 Schutz der Währung";"Ja";1153338;237010;182422;55120;8342;15937;4696;6578;6961;15925;26688;48789;45722;38906;23006;10946;2331;74170;29917;76491;39668;29506;71386;28346;25668;48807;...
"02.03.1975 Konjunkturartikel";"Ja";542745;130452;79811;30328;4455;5323;1798;2557;3365;5741;11184;24706;21597;18875;10068;4927;1150;36875;13893;31277;25786;16439;23805;9145;11904;17284;...
"08.12.1974 Soziale Krankenversicherung (Gegenentwurf)";"Ja";457923;104489;62884;19011;3828;5479;2100;3109;2411;6231;11349;16735;18521;18326;13180;3642;1126;32909;15279;28768;16182;16798;27461;8801;5224;14080;...
"08.12.1974 Soziale Krankenversicherung (Initiative)";"Ja";384155;63466;72470;11276;1615;2882;519;1247;1522;2817;12139;15833;16925;14624;6341;1574;243;13856;6803;20763;8462;23377;35826;14136;15224;20215;...
"08.12.1974 Erschwerung Ausgabenbeschlüsse";"Ja";934633;196686;162179;37286;5694;11000;2840;4914;4676;11429;24822;35084;38819;38370;19693;7551;1630;58219;22766;56700;30630;25395;63448;25213;20726;28863;...
"08.12.1974 Verbesserung Bundeshaushalt";"Ja";625780;126850;103494;28085;4733;7667;2440;3572;3749;6516;16652;22251;23568;22099;15246;5307;1254;35786;19352;32668;19407;25124;48491;18541;13282;19646;...
"20.10.1974 Gegen die Überfremdung";"Ja";878891;171228;165136;46852;6274;14413;3326;4615;5890;10459;24003;38494;40909;29045;9747;6257;1961;51494;15859;61626;21688;25066;53877;22261;17267;31144;...
"02.12.1973 Tierschutzartikel";"Ja";1041504;228216;173341;47399;6969;11846;3106;5507;5757;13934;23197;40641;44439;36382;22481;8871;1969;67650;26201;60615;38338;37188;53562;24063;21772;38060;...
"02.12.1973 Steuerwirksame Abschreibungen";"Ja";834792;182523;140760;36249;5665;8889;2136;4010;4553;10273;16002;32112;35297;27672;15595;6844;1851;54449;15398;43625;28711;31876;56816;14550;19581;39355;...
"02.12.1973 Stabilisierung des Baumarktes";"Ja";881662;195213;145983;39469;5936;9680;2352;4243;4771;11016;16443;33577;37611;28695;16973;7446;1914;57985;15978;48773;30750;32458;59190;14942;20713;39551;...
"02.12.1973 Massnahmen im Kreditwesen";"Ja";810307;183172;135813;35508;5560;8703;2141;3906;4623;10172;15204;30903;35656;27108;15376;6884;1876;53301;13221;44249;28322;31181;56887;14199;19521;26821;...
"02.12.1973 Preisüberwachung";"Ja";751173;169146;122268;37441;5668;9104;2380;3958;4249;9845;15045;29340;30323;24334;14199;7091;1937;54484;15944;41721;28362;24309;42605;16076;14199;27145;...
"20.05.1973 Jesuiten- und Klosterartikel";"Ja";791076;174676;68197;70457;10129;20637;5863;6983;4134;15352;26436;34263;27883;21002;11765;5001;3286;67544;24869;56494;24763;22464;23624;35251;8029;21974;...
"04.03.1973 Forschungsartikel";"Ja";617628;154467;94366;17847;3585;9379;1785;2602;4553;12101;11421;18738;14592;18007;14725;4820;873;30373;13178;36856;19654;18195;34529;47702;8792;24488;...
"04.03.1973 Bildungsartikel";"Ja";507414;122927;88052;16721;3674;8718;1623;2726;3069;11511;10253;17429;11573;16495;10603;3967;783;28352;12832;30449;14601;18261;19418;32862;6276;14239;...
"03.12.1972 Abkommen mit der EWG";"Ja";1344994;271743;213289;56395;6754;12697;3639;5504;7730;15346;31754;47742;56182;52377;20875;9794;2144;76991;32303;79841;40196;46229;95619;67693;35435;56722;...
"03.12.1972 Einführung Volkspension (Gegenentwurf)";"Ja";1393797;280874;230989;59252;8281;15655;4454;6604;7957;16184;30164;50255;56534;51768;22244;11100;2481;83209;34191;88321;43215;45001;90805;65985;33413;54861;...
"03.12.1972 Einführung Volkspension (Initiative)";"Ja";294511;57988;43639;11502;1188;2618;802;1004;1290;3177;5128;9283;16232;10875;5046;1471;290;11222;5435;16450;6435;15724;24036;12563;7488;23625;...
"24.09.1972 Waffenausfuhrverbot";"Ja";585046;145461;73220;20641;3176;5369;1272;2509;2328;6332;12162;14876;26565;22983;11842;5221;834;36395;15197;42810;16274;18898;40776;11810;14412;33683;...
"04.06.1972 Schutz der Währung";"Ja";808974;235180;126842;22866;5474;10479;1890;3633;4566;8687;11725;18239;43518;19674;22162;10526;1677;55235;19057;56813;27849;18051;33581;20818;11085;19347;...
"04.06.1972 Stabilisierung des Baumarktes";"Ja";774794;223751;122226;22167;5503;9956;1861;3637;4546;8358;11464;17418;41319;18059;19853;10214;1608;52742;18324;53529;26838;17164;32750;19663;10655;21189;...
"05.03.1972 Mieterschutz";"Ja";1057322;254179;145233;43271;6749;12902;3225;5910;6632;15352;24880;32962;53499;36392;23414;9808;2361;74537;25981;71789;38155;29163;61521;18308;20548;40551;...
"05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative";"Ja";727629;164427;92198;27783;4325;8651;2398;4286;4696;10261;19125;20312;34725;22946;15666;7147;2044;51870;18016;46781;28636;23334;50682;15780;16934;34606;...
"05.03.1972 Förderung des Wohnungsbaues";"Ja";360262;98090;57728;16491;2935;5123;980;2003;2012;5758;6002;14715;20678;15069;7570;2773;352;24032;9212;27776;9286;6185;12139;3721;4102;5560;...
"06.06.1971 Weiterführung der Finanzordnung";"Ja";930878;199602;129487;63132;7521;13381;3126;4518;9756;12884;31441;31822;28080;22161;21019;8884;2697;62238;23479;75554;29449;20049;60390;23271;20093;26844;...
"06.06.1971 Umweltschutz";"Ja";1222931;261346;164240;79369;8437;15720;3905;6522;12016;17049;38710;41784;39946;28195;28405;11909;3110;84585;29843;111552;40905;25441;73841;28189;26224;41688;...
"07.02.1971 Frauenstimmrecht";"Ja";621109;119631;95466;29459;2477;5945;1668;2703;2692;6699;19404;22030;27480;21229;8252;3485;574;27042;12778;39469;13464;20527;55852;24442;20205;38136;...
"15.11.1970 Änderung Finanzordnung";"Ja";366117;114424;60191;11990;1895;4869;621;1082;2985;3541;6017;17487;9609;10261;9875;2911;353;17186;7392;29700;12499;7646;15318;6520;5889;5856;...
"27.09.1970 Wohnungs- und Familienschutz";"Ja";344640;83987;49085;9255;1431;2827;267;969;1276;3281;9058;9181;17288;9674;6088;2124;240;17492;6657;27817;8272;10050;29055;7330;10722;21214;...
"27.09.1970 Förderung von Turnen und Sport";"Ja";524361;128498;68913;19028;2925;5856;1112;2474;2902;6262;11414;17346;20983;15134;10868;4061;775;33711;12498;46111;18461;13526;33004;11790;11875;24834;...
"07.06.1970 Gegen die Überfremdung";"Ja";557517;99271;99586;33099;4868;9138;2534;3167;3688;6537;16124;24757;21077;14727;6587;4186;1169;33951;11338;43444;14869;15273;37881;16808;12457;20981;...
"01.02.1970 Inländische Zuckerwirtschaft";"Ja";380023;68242;67632;21446;2975;6399;2091;2194;2426;4032;16991;13203;3605;7497;5728;3912;1189;27184;12582;30125;17752;5846;26167;17414;7485;5906;...
"14.09.1969 Bodenrecht";"Ja";286282;78948;34233;10908;2231;3671;874;1594;2102;4283;9369;10728;5534;6921;6722;2942;736;20231;8692;27267;12601;4965;13167;6863;5097;5603;...
"01.06.1969 Eidg. technische Hochschulen";"Ja";179765;43934;22253;7949;873;1685;358;974;1441;1020;3765;5991;5979;3758;3671;1795;318;12641;3900;20319;6764;2213;16656;3386;4034;4088;...
"19.05.1968 Tabakbesteuerung";"Ja";277229;51902;38694;11471;3030;5922;1738;1759;2356;1673;6348;8044;5966;6074;6722;3747;659;20138;9193;29346;11850;5372;16547;4638;17810;6230;...
"18.02.1968 Steueramnestie";"Ja";400900;89265;65324;16599;3004;5195;1283;2071;3122;2962;9349;20087;6087;10649;9676;4351;1024;34722;12351;39162;16957;10039;14157;8729;5873;8862;...
"02.07.1967 Gegen die Bodenspekulation";"Ja";192991;53278;30801;5455;817;1237;92;424;1030;1020;2533;6679;12278;5465;5336;1687;61;10309;2652;19277;6028;3666;10504;1868;4226;6268;...
"16.10.1966 Bekämpfung des Alkoholismus";"Ja";174242;52545;30415;5261;884;1309;219;535;1240;1098;1386;4953;6919;5261;4372;2245;167;12464;6461;18500;6381;1451;4309;1281;2533;2053;...
"16.10.1966 Auslandschweizerartikel";"Ja";491220;108209;82000;21948;3150;5498;1548;2260;3629;3995;11733;21029;16034;13791;9122;4628;868;30007;11135;41582;17417;12194;29025;12994;11117;16307;...
"16.05.1965 Milchbeschluss";"Ja";347059;82516;49921;17458;3228;5481;1760;1708;3006;2374;7353;10299;8214;9140;7356;4787;965;24718;12585;38032;16930;6545;14485;6558;5529;6111;...
"28.02.1965 Massnahmen Bauwirtschaft";"Ja";507739;104681;94585;25086;3234;7188;1883;2101;4292;4539;12785;19094;16435;12741;7295;4233;1444;29898;9306;43762;20331;7821;33516;12598;10840;18051;...
"28.02.1965 Massnahmen Kreditwesen";"Ja";526599;108622;97903;25651;3318;7335;1962;2160;4476;4875;12898;20578;16819;13425;7494;4733;1559;32444;9460;45224;21060;7984;35173;12935;11890;16621;...
"06.12.1964 Preiskontrollmassnahmen";"Ja";461630;105341;71781;16408;3164;4976;1124;1833;3186;3080;9165;14472;19515;9199;10710;5147;874;29981;11567;48475;16868;7409;24342;26022;7125;9866;...
"24.05.1964 Berufsbildungsgesetz";"Ja";375052;84296;46054;11477;2829;4665;1126;1565;2931;2106;7138;19135;17635;8282;8130;3922;906;28856;10357;42202;15924;8281;14969;6343;17823;8100;...
"02.02.1964 Steueramnestie";"Ja";276236;68759;32430;13676;2047;3422;853;1122;2350;1947;5660;8342;12426;5394;6710;2221;788;31365;9603;29125;11268;5959;8282;4501;3434;4552;...
"08.12.1963 Stipendien und Ausbildungsbeihilfen";"Ja";479987;111745;81061;20579;3223;5304;1580;2101;3375;3496;8722;16753;11366;16498;9809;4874;838;33742;12542;46252;17717;9964;22693;16090;8424;11239;...
"08.12.1963 Weiterführung Finanzordnung";"Ja";474786;106948;82894;19763;3400;5472;1549;2037;3293;3365;9178;16685;10454;16250;9795;5262;924;35566;12988;49049;18498;9727;20843;14944;6918;8984;...
"26.05.1963 Volksrecht und Atomwaffen";"Ja";274061;58740;44487;4805;1241;1598;168;455;1529;1104;5203;7623;11717;7781;5505;1894;122;13319;3782;23024;6895;9595;22542;8292;13346;19294;...
"04.11.1962 Wahl des Nationalrates";"Ja";331059;103216;50429;11648;2245;2524;778;1422;674;2578;1867;13870;7371;9200;8466;4469;615;21487;4254;37106;11040;2892;11877;10243;4055;6733;...
"27.05.1962 Taggelder des Nationalrates";"Ja";176737;53879;21755;7011;1551;1882;862;865;2810;1356;2687;4948;7015;4192;3830;1272;321;9887;5260;19909;6803;3353;6492;2595;2178;4024;...
"27.05.1962 Natur- und Heimatschutz";"Ja";442559;122371;68175;14561;3010;4860;1566;1762;5948;3151;6814;12979;14187;10357;10375;6393;947;34182;12137;46027;19894;6078;16499;5833;6767;7686;...
"01.04.1962 Verbot der Atomwaffen";"Ja";286895;59328;45484;5681;768;2437;193;481;1033;1159;7607;6825;12293;7413;4004;2009;136;13873;5205;21274;8458;9855;32210;7306;16323;15540;...
"03.12.1961 Uhrenstatut";"Ja";443483;77283;76287;11645;2711;3783;1362;1636;3264;2401;27205;16139;9018;8362;8357;3225;1120;26965;12440;38477;16418;10685;24258;9082;17421;33939;...
"22.10.1961 Einführung Gesetzesinitiative";"Ja";170842;51847;30253;4231;694;954;112;317;1189;757;1153;5745;5058;5348;4825;1465;42;9589;3171;19568;4901;3407;7888;1907;2698;3723;...
"05.03.1961 Treibstoffzoll für Nationalstrassenbau";"Ja";434245;90792;62975;21435;3909;6661;2104;2739;4981;4122;11347;16668;16448;10304;8236;4833;1272;31154;13897;40538;17186;9653;23948;15714;5663;7666;...
"05.03.1961 Leitungsanlagen für Treibstoffe";"Ja";644797;140420;97669;28741;3908;7902;2334;2981;5211;5502;17776;23041;26163;16654;10504;6282;1415;41979;16122;52550;23560;15818;38971;21526;13535;24233;...
