"Datum und Vorlage";"Ergebnisse";"Schweiz";"Zürich";"Bern / Berne";"Luzern";"Uri";"Schwyz";"Obwalden";"Nidwalden";"Glarus";"Zug";"Fribourg / Freiburg";"Solothurn";"Basel-Stadt";"Basel-Landschaft";"Schaffhausen";"Appenzell Ausserrhoden";"Appenzell Innerrhoden";"St. Gallen";"Graubünden / Grigioni / Grischun";"Aargau";"Thurgau";"Ticino";"Vaud";"Valais / Wallis";"Neuchâtel";"Genève";"Jura"
"07.06.1998 Gen-Schutz-Initiative";"Ja";624964;128140;107254;36313;3073;10534;2695;3619;4467;10299;11218;26565;21661;22779;10590;7206;1262;43561;18150;44753;20862;20534;20928;12755;7723;23883;4140
"07.06.1998 Haushaltsziel 2001";"Ja";1280329;243545;180379;76340;5296;21021;5463;7912;8736;21365;35994;48697;45567;55765;19749;11572;2635;84069;30137;94571;42124;33398;73623;43406;18941;62425;7599
"28.09.1997 Jugend ohne Drogen";"Ja";545713;90702;75309;31350;2360;8387;1822;2988;2562;8044;19238;22013;11181;16896;8927;6919;1152;34809;10012;41518;18310;25316;44676;28384;10676;17496;4666
"28.09.1997 Finanzierung der Arbeitslosenversicherung";"Ja";901361;178617;121709;55157;3873;14486;3914;5942;4622;15548;23383;40228;28375;39933;15676;12703;2487;65192;21280;74686;30833;28997;46973;23594;9431;30126;3596
"08.06.1997 Aufhebung Pulverregal";"Ja";1268162;244461;183338;71034;5850;19877;5296;9764;5879;19570;35192;61785;44562;50738;21067;12044;2561;85964;23006;87131;40736;34252;65741;52394;16395;60700;8825
"08.06.1997 Kriegsmaterial-Initiative";"Ja";361164;68412;49930;16423;931;4237;877;1237;1055;4159;9688;14857;18222;15517;5176;2583;439;19113;7604;16805;7457;14505;24042;19339;6682;28837;3037
"08.06.1997 EU-Beitrittsverhandlungen vors Volk";"Ja";416720;73581;57833;23524;2576;8332;1744;3476;1842;5436;9376;22607;14477;16242;7581;3757;697;30063;7779;28380;15443;17168;17398;24623;5783;14529;2473
"01.12.1996 Arbeitsgesetz";"Ja";697874;155137;95531;35719;2282;11861;2546;4270;3553;11789;13892;24005;24359;27771;11396;6283;1684;44451;15791;46709;22509;22844;43067;29723;10182;27303;3217
"01.12.1996 Gegen die illegale Einwanderung";"Ja";982867;183556;140143;56357;6306;20212;3899;6673;5317;13896;28402;40657;28381;37437;16471;7444;2405;61417;20268;73754;34739;41243;49978;52695;16525;26434;8258
"09.06.1996 Regierungs- und Verwaltungsorganisationsgesetz";"Ja";544630;102480;63587;29001;1646;5964;1652;2298;1880;7860;18614;16275;26258;18918;6721;4573;586;28288;8530;24892;10619;13401;58820;8690;13243;61831;8003
"09.06.1996 Landwirtschaftsartikel";"Ja";1086534;211244;150070;63528;4346;13681;4553;6013;4828;15573;34497;42969;52470;40647;19063;11357;1834;69855;21213;66100;26732;23432;70397;15954;17988;85632;12558
"10.03.1996 Aufhebung Beiträge an Bahnhofparkplätze";"Ja";741219;141137;120998;42319;5051;9798;3091;5764;5279;11361;26905;25339;29713;26430;10903;6470;1472;48602;17344;57379;21165;34357;27933;9824;10403;36109;6073
"10.03.1996 Übernahme von Branntwein und Brennapparaten";"Ja";1090783;202422;166119;56951;6991;13074;4168;7789;7512;15887;48465;39265;40478;39712;20103;9167;1888;69114;25614;82898;32644;44587;50984;19994;17832;56979;10146
"10.03.1996 Persönliche militärische Ausrüstung";"Ja";601613;134550;95623;29922;2257;4796;1579;3605;3612;7354;21609;22045;30222;25836;7502;4475;940;38440;12687;47801;15083;15918;23997;5205;7306;35013;4236
"10.03.1996 Übertritt Vellerat zum Kanton Jura";"Ja";1250728;218254;180359;67979;9270;17987;5126;9415;8693;18431;60460;44974;45168;45190;24231;10474;2245;77863;30428;98224;39706;56935;57164;26228;21249;60642;14033
"10.03.1996 Sprachenartikel";"Ja";1052052;188055;150473;53328;6789;13638;3974;7135;7456;14661;50850;37432;39185;37786;20528;8186;1784;62448;24699;80338;30775;52080;51528;22551;19102;55735;11536
"25.06.1995 Erwerb von Grundstücken durch Ausländer";"Ja";834673;151773;111491;37817;2921;9747;3029;6972;3364;12106;29294;29014;26230;29550;10931;6051;1292;42554;16446;46865;19593;36647;79966;39848;21131;49423;10618
"25.06.1995 Ausbau von AHV und IV";"Ja";499266;90959;65677;21063;2121;5994;1356;3390;2018;5645;15067;22188;21962;20407;8853;2951;496;23946;9444;26688;12107;27724;40079;13915;14435;32012;8769
"25.06.1995 10. AHV-Revision";"Ja";1110053;234488;164487;58677;4556;17129;4773;10368;5559;17985;27480;44742;35240;42292;16615;10673;2327;69580;24125;74682;34895;25522;79383;30090;20503;45269;8613
"12.03.1995 Ausgabenbremse";"Ja";1390831;307433;218222;82631;6520;20138;5497;7797;7454;20594;41650;48405;42664;54543;22588;13782;3520;93839;29433;94583;51465;31500;81744;27019;22354;44284;11172
"12.03.1995 Landwirtschaftsgesetz";"Ja";569950;98505;85331;39067;3192;8359;2376;3096;2617;7949;26328;15350;12788;15698;8508;5180;1694;34427;12696;31037;24384;15516;56188;13983;12078;25459;8144
"12.03.1995 Milchwirtschaftsbeschluss";"Ja";620745;110561;91602;43972;3325;8996;2634;3421;2640;8937;27319;16648;14483;17876;10488;5568;1781;37698;12857;35000;26650;16143;57189;16293;12376;28152;8136
"12.03.1995 Landwirtschaftsartikel";"Ja";836215;157256;126956;56742;4180;12020;3917;4780;3571;11979;34381;23614;20023;25362;12942;7669;2530;51801;18634;50224;33786;19424;70724;20534;17513;35913;9740
"04.12.1994 Zwangsmassnahmen im Ausländerrecht";"Ja";1435040;294668;208961;79081;7201;23623;5721;8422;7239;20351;37267;61548;44036;57993;22314;13091;3544;97854;27423;106848;48245;50603;83149;40866;23723;51555;9714
"04.12.1994 Für eine gesunde Krankenversicherung";"Ja";460674;80529;73228;18055;2221;5135;923;1544;1587;4991;14641;19113;17726;16153;6169;2890;351;21143;7458;22325;9079;21467;40657;15292;13615;37066;7316
"04.12.1994 Krankenversicherungsgesetz";"Ja";1021175;172889;156215;43311;5406;11158;2919;4432;4558;11677;36731;35655;39364;40120;12885;6382;906;52704;20467;54296;20325;46710;91205;37844;29725;68366;14925
"25.09.1994 Antirassismusgesetz";"Ja";1132662;227798;177696;54358;5705;13250;4784;5905;4617;16336;29736;43486;43064;49238;16207;9136;1766;65576;27949;75370;29148;35798;80622;28491;22373;54583;9670
"25.09.1994 Aufhebung Brotgetreideverbilligung";"Ja";1288697;263832;197725;66233;6857;18981;5254;7263;5929;18170;30820;49702;45477;54271;20307;11560;2399;81633;30542;95968;38482;40358;85465;31173;20609;51779;7908
"12.06.1994 UNO-Blauhelme";"Ja";899626;168818;150040;42188;3323;9803;3034;4089;3823;13482;27349;34392;33983;38723;10454;6358;1155;48364;16452;56388;21120;30133;67534;35187;20206;45202;8026
"12.06.1994 Erleichterte Einbürgerung für junge Ausländer";"Ja";1114158;210026;183115;51730;4367;13253;4055;5784;4901;16373;32593;39598;38479;43278;15420;9010;1508;59439;22764;68592;26102;41948;88658;40288;25436;58000;9441
"12.06.1994 Kulturförderungsartikel";"Ja";1059025;183001;174166;51841;4181;12470;3892;5294;4899;14604;30987;37997;43154;44300;13313;7206;1370;56134;22191;60916;24047;55373;72090;47830;22324;55746;9699
"20.02.1994 Luftfahrtgesetz";"Ja";1081844;196498;160282;52551;7353;16848;4810;7044;5667;16988;29552;43776;33970;44337;16315;8901;2127;67376;28037;81174;32938;45213;65182;44229;21069;42593;7014
"20.02.1994 Alpen-Initiative";"Ja";954491;189299;140625;59740;13247;19091;4572;7213;6114;16958;17288;41540;33036;38811;17445;10831;2433;66850;29946;65307;33120;44071;35746;16623;12052;26897;5636
"20.02.1994 Einführung leistungsabhängige Schwerverkehrsabgabe";"Ja";1221630;253716;195242;63217;10377;17683;4708;8132;6769;19673;24980;49275;47684;55990;19552;11655;2480;81851;37423;82699;40663;53485;47615;29272;15943;34673;6873
"20.02.1994 Weiterführung Schwerverkehrsabgabe";"Ja";1324242;272094;212278;70257;11405;19476;5251;8923;7418;21526;26841;53606;50186;60238;21452;12955;2762;89125;40589;91790;44987;55225;50009;32867;17211;38486;7285
"20.02.1994 Weiterführung Autobahnvignette";"Ja";1259609;259700;203778;66909;10438;18969;5268;8427;7160;20621;24892;49833;47372;56506;21906;12682;2671;84768;38665;87849;43599;49099;46643;32991;15414;36946;6503
"28.11.1993 Verminderung Tabakprobleme";"Ja";521433;114419;88144;23113;2333;5942;1740;2369;2488;6566;10818;18900;21293;20534;8162;5658;950;35484;12309;30908;15717;20214;28082;10096;8042;23409;3743
"28.11.1993 Verminderung Alkoholprobleme";"Ja";516054;112248;88255;23594;2397;5946;1752;2343;2471;6493;10529;18960;21195;20386;7755;5602;931;35325;12267;30848;15378;19452;27352;9819;8039;23026;3691
"28.11.1993 Besondere Verbrauchssteuern";"Ja";1212002;245867;204958;56627;5703;13892;4781;7134;5899;17598;35676;47836;42565;48653;18372;10130;2342;77231;26641;77956;36518;32066;85300;27943;23817;46314;10183
"28.11.1993 Mehrwertsteuer-% für AHV";"Ja";1258782;253715;217422;63931;6311;15641;4818;6921;6127;18358;34146;50589;44823;50063;20390;10490;2414;78495;28055;79518;36718;34405;87002;29918;25701;42236;10575
"28.11.1993 Mehrwertsteuer Satz 6,5%";"Ja";1163887;238956;199485;59370;5986;14403;4546;6658;5675;17346;31684;46342;41124;46515;18173;9966;2434;74519;26801;71483;35276;31540;80283;25946;23125;36979;9272
"28.11.1993 Einführung Mehrwertsteuer";"Ja";1347400;267737;227865;65900;6365;16339;5529;8087;6294;19734;40384;53718;44802;53014;20584;11528;2695;85374;28828;88875;40427;34917;96794;31609;28305;50354;11342
"26.09.1993 Massnahmen in der Arbeitslosenversicherung";"Ja";1225069;246386;197578;58597;5941;15464;4745;6514;5766;18581;33548;51927;38473;52837;18775;12001;2525;76637;24536;93713;34879;38026;77845;33473;21457;45591;9254
"26.09.1993 Befristete Massnahmen in der Krankenversicherung";"Ja";1416209;295138;231568;65151;6693;17583;5396;7143;6413;21035;35345;59752;43966;59764;23936;13359;2819;86463;28393;108328;39813;42129;89650;36707;24380;53525;11760
"26.09.1993 1. August-Initiative";"Ja";1492285;315657;233208;62480;6661;17627;4489;7131;5854;22252;40547;68178;49000;68959;26081;12549;2078;87379;26792;115839;42823;54468;86748;37816;24986;61464;11219
"26.09.1993 Kantonswechsel Laufental zu Basel-Landschaft";"Ja";1188941;235825;153716;55384;5338;15139;3966;5942;4758;18165;37787;41301;44638;51372;15197;10785;2300;74539;22226;88299;31638;45708;91958;36491;25180;57353;13936
"26.09.1993 Waffenmissbrauch";"Ja";1539782;313015;245241;69505;6677;18267;5244;7316;6389;22376;42537;65095;53970;70116;24625;14440;2916;94572;29564;112185;42099;50523;97980;39235;28565;63257;14073
"06.06.1993 Schweiz ohne neue Kampfflugzeuge";"Ja";1074661;195704;156159;41423;3487;13042;2823;3510;4300;12932;36235;40624;43924;47377;15638;8798;1590;65524;21916;57866;27662;55842;81108;32379;23767;63374;17657
"06.06.1993 40 Waffenplätze sind genug";"Ja";1124893;206649;165527;44157;3916;13350;2992;3960;4450;14140;38224;43727;45345;48820;15373;8278;1525;64107;22580;60213;25947;57252;87106;33248;26141;69188;18678
"07.03.1993 Abschaffung der Tierversuche";"Ja";634758;116463;108496;29047;2361;8424;2066;2925;3589;8746;13243;26936;18474;20140;10367;7296;1048;45145;14917;44395;20396;37413;33335;22659;9832;23056;3989
"07.03.1993 Aufhebung Spielbankenverbot";"Ja";1665454;256958;251006;81943;7975;26760;6909;10031;8485;24254;55946;67981;51783;64413;23643;15457;3711;107975;31893;122788;52707;71772;119888;77764;33826;75801;13785
"07.03.1993 Erhöhung Treibstoffzoll";"Ja";1259373;234552;214357;67344;7215;16943;5621;7522;6541;19247;30162;48331;47611;52191;19524;12280;2779;82234;31112;93242;42089;40519;64141;45397;21197;39576;7646
"06.12.1992 EWR-Beitritt";"Ja";1762872;297503;255224;70878;4943;17094;4737;6957;6290;22037;72101;56554;52519;68001;15810;10612;2397;86247;29821;101582;38329;53488;203168;82997;61466;114819;27298
"27.09.1992 Bäuerliches Bodenrecht";"Ja";1058317;193330;191544;60153;6875;15246;3976;5954;5174;13740;27864;44666;36774;45745;18131;10444;1910;73007;23247;67922;34462;46747;51660;16461;17038;39360;6887
"27.09.1992 Stempelabgaben";"Ja";1230579;259245;164600;61443;6221;19008;5138;7026;5948;21798;29781;46811;33540;48921;18386;10894;2645;81533;27194;83392;35927;51837;84297;41989;19293;55037;8675
"27.09.1992 Infrastrukturgesetz";"Ja";590484;122575;87423;28709;2597;7504;1887;2400;2553;8545;13910;22701;23879;25991;5984;4680;703;36002;12711;32811;15653;26393;38033;12731;12338;37426;4345
"27.09.1992 Entschädigungsgesetz";"Ja";542768;111114;78245;25454;2600;6840;1756;2228;2299;7928;12998;20122;21792;23404;5514;4406;635;32448;11355;29289;13892;25177;40221;11546;11003;36575;3927
"27.09.1992 Geschätsverkehrsgesetz";"Ja";1097185;209640;173608;48108;5154;13093;3515;5135;4870;14856;30238;42018;38399;47742;14198;8953;1955;69760;22613;67298;30328;47554;77847;31305;21444;58877;8677
"27.09.1992 Alpentransit-Beschluss (NEAT)";"Ja";1305914;244203;192285;61366;5383;17973;4919;6858;5544;19906;35972;51184;40914;56948;19891;9516;2106;79565;29773;87507;35642;49554;94775;50935;25569;66807;10819
"17.05.1992 Reform Sexualstrafrecht";"Ja";1255604;258955;193763;61887;5869;17771;5431;7658;7010;19366;30429;59324;46225;54443;21581;11628;2165;75228;33249;78281;35014;44461;74575;23178;23771;49792;14550
"17.05.1992 Zivildienst für Dienstverweigerer";"Ja";1442263;286166;226195;74020;7263;22701;6745;8816;8048;23123;36231;66615;50647;61126;26490;13986;2824;90747;38591;89252;42607;46353;76595;35612;28744;55164;17602
"17.05.1992 Fortpflanzungs- und Gentechnologie";"Ja";1271052;260873;207067;61381;5961;17897;5299;7986;7234;19387;31936;57186;44881;54249;22482;12399;2305;79243;33716;81609;37943;41639;70123;24090;24116;44936;15114
"17.05.1992 Gewässerschutz-Initiative";"Ja";644083;145928;103177;30824;2312;7936;1732;2475;2688;8865;11125;30101;26521;28898;14066;6453;1034;40676;19597;35039;17951;20680;30549;8707;11767;27087;7895
"17.05.1992 Gewässerschutzgesetz";"Ja";1151706;237307;195749;59000;3478;14042;3459;5688;4723;17233;24524;54004;45242;49868;22631;11491;2310;75724;29146;71979;33845;35831;58286;12622;21996;47318;14210
"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods";"Ja";929926;177988;137180;44665;3739;11457;3079;5321;4874;13853;27000;41717;32832;40497;13625;7704;1670;53734;21956;55868;24736;27930;73177;28074;22193;43726;11331
"17.05.1992 Beitritt zu den Institutionen von Bretton Woods";"Ja";923685;174502;136227;44626;3719;11455;3098;5286;4876;13441;27042;41459;32667;40325;13428;7599;1672;53375;21726;55410;24498;28071;73364;28312;22310;43781;11416
"16.02.1992 Weg vom Tierversuch";"Ja";864898;193476;159827;41408;3590;11219;2516;4092;4988;13032;15124;35821;24388;25467;15544;10143;1534;56803;21522;54214;25642;41457;38773;14664;14060;31235;4359
"16.02.1992 Krankenkasseninitiative";"Ja";772995;152045;130553;42876;4864;10670;2583;3884;4141;11801;15827;35769;29307;29560;15299;5781;1170;44588;17573;47048;19871;36240;37723;23861;15140;28158;6663
"02.06.1991 Militärstrafgesetz";"Ja";817458;170933;102788;65609;4271;12527;3581;4510;4065;12349;20525;37494;24362;34394;16765;8164;1813;55583;18160;51034;29553;24377;48940;15935;12387;31495;5844
"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)";"Ja";664318;159259;90765;49988;3300;8005;2138;3080;3291;9522;15274;29093;23953;29525;13694;6137;1367;43990;14986;36537;20474;21629;34601;10302;10557;17330;5521
"03.03.1991 Förderung öffentlicher Verkehr";"Ja";496600;108215;66060;22465;4523;5525;1426;1850;2555;7545;21068;25509;24615;22152;10675;4511;707;33643;10483;27330;18570;18194;22902;8239;6860;18092;2886
"03.03.1991 Stimmrecht für 18-jährige";"Ja";981425;176633;126046;50839;5804;15589;4384;5401;5467;15831;46781;46301;37234;44302;19132;9290;2059;66014;21108;54053;37123;35998;61795;28221;17600;39320;9100
"23.09.1990 Strassenverkehrsgesetz";"Ja";898958;146514;127684;42511;4148;11192;3934;5394;4256;13061;31393;40279;24334;36253;14797;8033;2023;56018;20035;66743;29965;33179;70270;30262;27493;40919;8268
"23.09.1990 Energieartikel";"Ja";1214940;229847;184904;59476;6877;14411;4583;7585;6572;17833;35706;55685;47237;56726;19539;10633;2471;74885;29115;78623;35161;50754;67044;25175;28967;54578;10553
"23.09.1990 Moratorium Atomkraftwerkbau";"Ja";946087;175449;142842;48751;5284;12727;4148;5445;5296;14296;26340;42566;40820;47206;17068;8187;1551;56229;23743;48149;25178;38328;55888;20473;23646;47377;9100
"23.09.1990 Ausstieg Atomenergie";"Ja";816300;149561;121686;41313;4620;10934;3544;4774;4476;11800;23248;34499;36266;39605;13898;6802;1225;45665;21036;39577;20426;35596;52308;18473;22298;44398;8272
"01.04.1990 Organisation der Bundesrechtspflege";"Ja";775885;153822;109309;39685;3864;11379;4410;6635;3618;13967;24688;37760;22347;27963;13963;7125;2074;50317;19779;53784;26451;23225;56327;24421;14590;19729;4653
"01.04.1990 Rebbaubeschluss";"Ja";771207;123414;105947;37482;3865;11487;5002;6437;3711;13006;28659;38587;17651;23169;15845;6154;1834;44319;21646;49424;27757;25905;69462;37903;18193;27380;6968
"01.04.1990 Freie Aarelandschaft Biel-Solothurn";"Ja";592237;133479;105376;31403;4119;8267;2891;3908;3928;9083;11802;40386;27246;26803;11068;6001;1227;37830;14474;36886;18578;13560;16889;7604;4785;12717;1927
"01.04.1990 Autobahnfreies Kononauer Amt";"Ja";547359;118929;96465;27915;4268;7626;2542;3404;3707;6996;11832;38184;26306;25064;9943;5675;1299;35436;13992;32202;16561;13028;17453;7247;5850;13054;2381
"01.04.1990 Autobahnfreie Landschaft Murten-Yverdon";"Ja";571648;130710;97212;30027;4055;8189;2711;3783;3724;8674;10610;38999;27045;26131;10608;5807;1208;37121;13981;34321;18047;14004;16467;7219;5785;13179;2031
"01.04.1990 Begrenzung des Strassenbaus";"Ja";500615;114514;80836;25651;3481;6568;2082;3021;3069;7527;11245;32534;24346;21588;9612;4654;984;30415;11659;29535;15364;13936;18899;7297;5252;14384;2162
"26.11.1989 Pro Tempo 130/100";"Ja";1126458;173400;151841;47664;3762;18125;4754;6051;4677;14977;45906;43040;22173;35150;13480;6689;1659;59340;23177;74975;32004;46862;120596;64318;34385;59228;18225
"26.11.1989 Schweiz ohne Armee";"Ja";1052442;205026;139721;48018;3718;14784;3405;4802;4701;14510;32746;38633;38698;45324;12741;7720;1647;65479;24194;63934;28126;42630;74805;35535;26289;58092;17164
"04.06.1989 Kleinbauern-Initiative";"Ja";741772;169630;116391;37047;3163;9281;1938;2736;4141;10374;15685;54818;29114;30069;15177;5754;813;49120;15598;48526;19923;32078;20196;11017;8141;28516;2526
"04.12.1988 Begrenzung der Einwanderung";"Ja";731929;145845;113375;31864;3223;10736;2364;3281;4067;10315;22877;32890;23442;25582;9129;6169;1354;43495;12007;50594;24035;30789;42585;28491;16253;31002;6165
"04.12.1988 Herabsetzung Arbeitszeit";"Ja";769264;148739;102601;28857;2988;7958;1354;2199;2755;9457;26240;29962;31590;31527;11188;3989;543;34076;12606;43737;16605;48708;60086;31933;22165;45382;12019
"04.12.1988 Gegen die Bodenspekulation";"Ja";686398;136940;110500;33013;2818;6719;1841;2632;2891;8778;22340;27587;30729;25076;10422;5632;807;37101;11262;37821;17403;28657;49229;14012;19644;34662;7882
"12.06.1988 Herabsetzung AHV-Rentenalter";"Ja";624390;125746;75251;24040;2391;7096;1394;1938;2690;8884;18019;28953;22234;27446;11595;3724;494;30813;13156;33703;14422;48390;42969;13176;17273;35752;12841
"12.06.1988 Koordinierte Verkehrspolitik";"Ja";797955;165621;122651;40866;5658;9455;3132;4066;4797;14039;15834;32931;34395;36066;13781;7044;1284;51079;23277;46533;24003;44072;36438;11326;14980;29280;5347
"06.12.1987 Rothenthurm-Initiative";"Ja";1153448;214258;193227;56295;5799;16801;4296;5877;6582;17267;35371;54058;46889;48650;17792;9917;2485;70608;23595;68417;29108;38390;76238;24881;26127;45577;14943
"06.12.1987 Krankenversicherungsgesetz";"Ja";571447;124280;79445;28497;3007;7776;1924;2371;2580;8577;12973;24293;26050;23444;9121;2785;644;29491;11483;32282;13091;35235;30856;17782;11168;25654;6638
"06.12.1987 Bahn 2000";"Ja";1140857;244970;131920;56078;6714;17172;4163;6377;6580;19225;28444;32724;45593;45219;21439;9745;2402;73705;30509;74182;33692;49819;77704;34565;28173;45234;14509
"05.04.1987 Initiativen mit Gegenentwurf";"Ja";1080992;219760;151205;45728;5154;11262;3239;5421;4286;13223;28850;44007;46920;48575;18507;7443;1708;56012;22058;64378;27349;79350;67085;20994;22160;54771;11547
"05.04.1987 Rüstungsreferendum";"Ja";714209;146467;95135;34626;3535;9116;2072;3026;2607;8316;19195;29297;31520;29973;12281;4333;870;34764;14030;40598;17492;49809;42773;16072;16130;40579;9593
"05.04.1987 Ausländergesetz";"Ja";1122027;221985;160278;52143;6262;13849;3653;6410;5467;15422;29265;47266;38700;43475;17639;9059;2196;62245;23595;78125;35910;71292;68528;29072;21261;49010;9920
"05.04.1987 Asylgesetz";"Ja";1180082;232442;167968;58299;6641;15737;3848;6777;5754;16501;29952;49272;39348;44800;18887;9548;2325;65087;24998;85175;38434;74111;70777;31203;21918;49957;10323
"07.12.1986 Besteuerung Schwerverkehr";"Ja";485930;118620;71348;22680;4308;6240;1166;1946;2710;6562;12827;19269;24525;17182;9744;3711;598;26258;9849;24820;12825;20901;26909;6040;9446;23244;2202
"07.12.1986 Mieterschutz";"Ja";922221;187150;141124;45081;6043;10918;2594;4071;3699;11713;39065;35987;39436;31098;15890;6221;1488;49261;18959;46832;24745;34229;65877;17581;23682;51205;8272
"28.09.1986 Zuckerbeschluss";"Ja";547779;84877;97271;33012;3007;9055;2725;3124;2487;7815;25761;21293;7431;13533;11534;5323;1602;31479;12633;35329;26415;12152;44760;22455;9023;14196;9487
"28.09.1986 Berufsbildung und Umschulung";"Ja";261759;64461;35288;10519;1347;2692;571;597;770;3051;7066;15692;12274;11780;5056;1506;190;9731;5593;14263;6252;10332;16512;8428;4890;8818;4080
"28.09.1986 Gegenentwurf zur Kulturinitiative";"Ja";548081;107943;87538;29068;3516;7392;2794;3272;2846;8917;19372;28115;18004;24429;10616;5611;1585;36186;13578;35152;22945;17570;23907;10040;7439;12701;7545
"28.09.1986 Kulturinitiative";"Ja";232326;57445;30702;10523;896;2153;434;749;701;2799;6593;10406;10987;10308;3899;1385;244;9828;4197;12920;5581;9590;16393;6241;5080;8989;3283
"16.03.1986 UNO-Beitritt";"Ja";511713;113989;74434;22544;2172;5193;1797;1880;2377;6801;14355;19308;23121;25312;7293;3033;539;24709;10784;26729;12012;23947;33650;10979;12030;26464;6261
"01.12.1985 Abschaffung der Vivisektion";"Ja";459358;124401;75596;20510;2592;5404;1144;2110;2646;6442;8771;19268;15386;14055;8499;5229;657;28551;10581;25154;14195;14766;23292;5631;6561;15793;2124
"22.09.1985 Neues Eherecht";"Ja";921743;201169;127347;46735;4070;9610;2961;4564;3891;14529;24416;40494;35398;43245;14758;5860;1148;48408;20555;60946;23784;34680;57906;23055;22393;40719;9102
"22.09.1985 Innovationsrisikogarantie";"Ja";695288;137642;101734;35523;3804;7485;2349;3305;2359;8702;18649;34136;26084;30911;10089;4250;855;39217;18134;41312;16080;29679;46232;17530;19144;31272;8811
"22.09.1985 Koordination Schuljahresbeginn";"Ja";984463;155709;99394;83425;8328;17334;6141;8649;3472;23799;35324;42130;32860;46159;12514;7185;1398;55763;37620;52600;19636;40252;76288;36282;27680;43831;10690
"09.06.1985 Selbstversorgung mit Brotgetreide";"Ja";787156;181023;93101;32958;3995;10771;3085;3743;4772;12026;19521;48284;29170;29885;11175;6862;1665;52021;17914;44224;21059;31549;53768;20644;17166;30465;6310
"09.06.1985 Neuverteilung Alkoholabgabe";"Ja";982318;236372;144931;44946;4688;13481;4396;4992;5762;14906;22658;57420;35312;37697;18074;8467;1961;63944;23080;57397;28335;33238;48005;24104;15221;28995;3936
"09.06.1985 Kantonsanteil Stempelabgaben";"Ja";903345;218811;136401;43391;3973;12983;3980;4615;5300;14372;18611;52726;31357;34935;16688;7840;1738;59523;20268;53569;26092;29953;42449;21591;13375;25927;2877
"09.06.1985 Recht auf Leben";"Ja";448016;68941;48746;38108;4645;11522;4273;4084;2418;7635;17467;30715;8782;9916;6105;3324;1868;42097;14970;27454;14946;18240;13443;30275;4203;7618;6221
"10.03.1985 Verlängerung bezahlte Ferien";"Ja";489995;103148;59196;18376;2395;4799;921;1399;1996;5698;12445;19023;19186;19057;9654;2576;325;19484;8088;36566;10195;28962;30095;21611;13668;33022;8110
"10.03.1985 Ausbildungsbeiträge";"Ja";651854;146005;89506;32869;2988;8364;2490;3499;4104;10936;11770;23529;22301;22587;13836;7136;1492;41278;14039;54542;21787;17416;35576;25517;12800;22982;2505
"10.03.1985 Beiträge Gesundheitswesen";"Ja";726781;164702;101932;34951;3098;9734;2974;3867;4398;11208;15450;25631;24198;27031;14271;7796;1742;45791;17327;52857;23434;23273;36981;27468;12604;31134;2929
"10.03.1985 Beiträge Primarschulunterricht";"Ja";802882;185975;109370;37343;3458;10329;3135;4144;4829;12970;16569;28643;28742;29769;16248;8381;1776;50141;18016;61485;25548;27035;39376;28043;14214;34306;3037
"02.12.1984 Hilfe für Opfer von Gewaltverbrechen";"Ja";1241377;254924;195240;57179;6469;17069;5363;6220;6590;19360;27149;44147;43820;45418;26019;10958;2368;72785;33804;78550;35796;38073;71500;68461;22296;43282;8537
"02.12.1984 Radio- und Fernsehartikel";"Ja";1001888;197445;155178;46488;4911;12814;4173;4956;5529;17038;22234;34010;36399;37423;19060;8515;2024;58249;26912;56735;27649;34671;62821;57021;20866;41684;7083
"02.12.1984 Mutterschutz-Initiative";"Ja";241442;49186;35655;7495;940;1656;529;570;764;2556;5096;8061;9631;7572;5278;1116;157;7943;5109;11011;3727;11849;22743;16231;7047;16403;3117
"23.09.1984 Umweltgerechte Energieversorgung";"Ja";773767;149432;109942;39678;4344;10156;3211;3883;4199;9971;15738;28712;49299;47787;13373;5828;1263;44663;17274;38746;16539;30770;55885;14659;16867;34534;7014
"23.09.1984 Zukunft ohne neue Atomkraftwerke";"Ja";762792;139448;106648;39390;4306;10594;3428;3987;4407;9758;16189;29353;51641;50789;12845;5821;1285;44455;17425;37930;16138;29786;54098;14735;16457;34746;7133
"20.05.1984 Gegen den Ausverkauf der Heimat";"Ja";837997;193665;142362;39493;4348;13147;2715;3913;4254;11635;14790;38154;34306;35050;18008;7700;1332;47143;15329;62349;23837;25783;39635;9356;17466;28790;3437
"20.05.1984 Banken-Initiative";"Ja";464637;101556;85871;21497;2619;5867;1224;1880;2310;5350;8508;21607;22354;21072;10404;3488;451;21078;9309;31117;11100;14601;24719;6364;12674;14743;2874
"26.02.1984 Zivildienst-Initiative";"Ja";771413;162249;108878;32260;3310;8236;2258;2906;3106;9462;20904;28884;37610;35901;11641;4164;694;34294;14147;47746;17348;33070;60154;17764;21730;42557;10140
"26.02.1984 Einführung Autobahnvignette";"Ja";1132497;232810;190763;62359;8160;14962;4993;7137;7326;15670;28377;47516;45148;42209;19047;10041;2641;73164;32123;76584;34490;55334;51389;21653;16923;25367;6311
"26.02.1984 Erhebung Schwerverkehrsabgae";"Ja";1254489;269734;197274;63744;8466;14490;4294;6792;7264;16943;31869;51171;50870;48314;20398;9594;2474;74725;34045;81974;35567;64043;70069;22225;22783;36827;8540
