Zürich;Bern / Berne;Luzern;Uri;Schwyz;Obwalden;Nidwalden;Glarus;Zug;Fribourg / Freiburg;Solothurn;Basel-Stadt;Basel-Landschaft;Schaffhausen;Appenzell Ausserrhoden;Appenzell Innerrhoden;St. Gallen;Graubünden / Grigioni / Grischun;Aargau;Thurgau;Ticino;Vaud;Valais / Wallis;Neuchâtel;Genève
671687;625416;174237;20939;55228;15426;17061;22328;41471;111286;133976;142839;128291;42349;29439;7890;223615;96864;253987;102908;142708;302040;129077;96635;178464
669670;624327;174436;20885;54939;15391;16929;22805;41108;111096;133789;142424;127649;42241;29262;7822;223347;96311;253012;102555;141890;301197;128679;96707;178003
669670;624327;174436;20885;54939;15391;16929;22805;41108;111096;133789;142424;127649;42241;29262;7822;223347;96311;253012;102555;141890;301197;128679;96707;178003
669670;624327;174436;20885;54939;15391;16929;22805;41108;111096;133789;142424;127649;42241;29262;7822;223347;96311;253012;102555;141890;301197;128679;96707;178003
669117;623756;173774;20793;54701;15294;16828;22292;40882;110801;133517;142324;127110;42222;29186;7776;223098;97207;251626;102105;141883;300950;128758;96543;177619
669117;623756;173774;20793;54701;15294;16828;22292;40882;110801;133517;142324;127110;42222;29186;7776;223098;97207;251626;102105;141883;300950;128758;96543;177619
669117;623756;173774;20793;54701;15294;16828;22292;40882;110801;133517;142324;127110;42222;29186;7776;223098;97207;251626;102105;141883;300950;128758;96543;177619
666964;621388;173339;20723;54532;15191;16742;22295;40621;110331;133292;142595;126347;42081;29287;7809;222359;95461;251393;101778;141126;300091;128238;96529;177311
666964;621388;173339;20723;54532;15191;16742;22295;40621;110331;133292;142595;126347;42081;29287;7809;222359;95416;251393;101778;141126;300091;128238;96529;177311
666964;621388;173339;20723;54532;15191;16742;22295;40621;110331;133292;142595;126347;42081;29287;7809;222359;95461;251393;101778;141126;300091;128238;96529;177311
663275;619572;172759;20603;54159;15086;16484;22252;40307;109197;133117;143471;125018;41875;29360;7795;221127;94804;249479;101365;140422;298591;126744;96587;176543
663275;619572;172759;20603;54159;15086;16484;22252;40307;109197;133117;143471;125018;41875;29360;7795;221127;94804;249479;101365;140422;298591;126744;96587;176543
663275;619572;172759;20603;54159;15086;16484;22252;40307;109197;133117;143471;125018;41875;29360;7795;221127;94804;249479;101365;140422;298591;126744;96587;176543
663275;619572;172759;20603;54159;15086;16484;22252;40307;109197;133117;143471;125018;41875;29360;7795;221127;94804;249479;101365;140422;298591;126744;96587;176543
663275;619572;172759;20603;54159;15086;16484;22252;40307;109197;133117;143471;125018;41875;29360;7795;221127;94804;249479;101365;140422;298591;126744;96587;176543
661778;618992;172117;20576;53969;15038;16273;22227;40093;114532;132682;143504;124644;41793;29220;7788;220715;94798;248422;101090;139610;298542;126240;96639;175956
661316;618415;171913;20487;53836;14997;16194;22214;39846;109356;132585;143573;124094;41790;29379;7789;220167;93801;247490;100875;139453;298122;125780;96852;175781
661316;618415;171913;20487;53836;14997;16194;22214;39846;109356;132585;143573;124094;41790;29379;7789;220167;93801;247490;100875;139453;298122;125780;96852;175781
661316;618415;171913;20487;53836;14997;16194;22214;39846;109356;132585;143573;124094;41790;29379;7789;220167;93801;247490;100875;139453;298122;125780;96852;175781
661316;618415;171913;20487;53836;14997;16194;22214;39846;109356;132585;143573;124094;41790;29379;7789;220167;93801;247490;100875;139453;298122;125780;96852;175781
660271;618141;171853;20539;53639;14935;16144;22205;39650;109135;132420;143852;123738;41835;29220;7766;220036;93820;247084;100891;139110;298375;125617;96712;175510
655814;612178;169459;20198;52842;14874;15606;22033;38926;107705;130894;145288;121500;41620;29037;7723;216872;92624;243028;99781;137394;294459;124030;96497;174725
655814;612178;169459;20198;52842;14874;15606;22033;38926;107705;130894;145288;121500;41620;29037;7723;216872;92624;243028;99781;137394;294459;124030;96497;174725
655814;612178;169459;20198;52842;14874;15606;22033;38926;107705;130894;145288;121500;41620;29037;7723;216872;92624;243028;99781;137394;294459;124030;96497;174725
655814;612178;169459;20198;52842;14874;15606;22033;38926;107705;130894;145288;121500;41620;29037;7723;216872;92624;243028;99781;137394;294459;124030;96497;174725
655814;612178;169459;20198;52842;14874;15606;22033;38926;107705;130894;145288;121500;41620;29037;7723;216872;92624;243028;99781;137394;294459;124030;96497;174725
652902;608183;168762;20110;52327;14601;15398;21946;38493;106847;130080;146465;119867;41437;28929;7663;215431;91587;240251;99027;136156;292579;123093;96389;174233
651157;606763;168086;20079;51993;14682;15295;21861;38285;106429;129734;146412;119256;41461;28786;7624;214566;92015;239437;98611;134997;292414;122681;96256;174007
651157;606763;168086;20079;51993;14682;15295;21861;38285;106429;129734;146412;119256;41461;28786;7624;214566;92015;239437;98611;134997;292414;122681;96256;174007
651396;606826;167615;19995;51801;14517;15240;21971;38090;106042;129449;147213;118825;41259;28909;7649;214113;91340;238846;98610;135584;291309;121759;96563;173970
651396;606826;167615;19995;51801;14517;15240;21971;38090;106042;129449;147213;118825;41259;28909;7649;214113;91340;238864;98610;135584;291309;121759;96563;173970
651396;606826;167615;19995;51801;14517;15240;21971;38090;106042;129449;147213;118825;41259;28909;7649;214113;91340;238846;98610;135584;291309;121759;96563;173970
649616;605626;167257;19971;51686;14540;15020;22003;37889;105605;128897;147633;117936;41389;28828;7451;213846;90827;237046;98136;136136;291238;121946;96573;173842
647485;601496;166589;19855;51406;14389;15017;21992;37631;105196;128341;147995;116889;41236;28797;7584;213040;90506;235568;97744;135035;289091;120926;96478;173813
647485;601496;166589;19855;51406;14389;15017;21992;37631;105196;128341;147995;116889;41236;28797;7584;213040;90506;235568;97744;135035;289091;120926;96478;173813
646745;601619;165901;19753;51311;14448;14818;21932;37407;104940;128346;149996;115966;41097;28811;7590;212460;89906;234712;97409;134522;289919;121199;96086;173866
646745;601619;165901;19753;51311;14448;14818;21932;37407;104940;128346;149996;115966;41097;28811;7590;212460;89906;234712;97409;134522;289919;121199;96086;173866
646745;601619;165901;19753;51311;14448;14818;21932;37407;104940;128346;149996;115966;41097;28811;7590;212460;89906;234712;97409;134522;289919;121199;96086;173866
641255;595406;164910;19548;50343;14326;14715;22104;36542;103734;127361;150098;112811;40702;28756;7678;209834;89299;231415;96564;133086;286701;118541;96085;173621
641255;595406;164910;19548;50343;14326;14715;22104;36542;103734;127361;150098;112811;40702;28756;7678;209834;89299;231415;96564;133086;286701;118541;96085;173621
290558;281027;78768;9671;24619;7057;7190;10403;17121;51384;60309;65572;53118;18875;13496;3803;97851;42694;109855;45982;57981;130872;57794;43156;75552
289307;280103;78070;9662;24532;7045;7189;10445;16834;51281;60360;65696;52578;18881;13543;3782;97643;42247;109366;45878;57824;130010;57447;43104;75575
288366;280258;77986;9682;24532;7064;7196;10456;16750;51238;60224;65814;52461;18874;13624;3827;98491;42233;109034;45849;58025;130181;57332;43054;75511
288366;280258;77986;9682;24532;7064;7196;10456;16750;51238;60224;65814;52461;18874;13624;3827;98491;42233;109034;45849;58025;130181;57332;43054;75511
287456;279136;77696;9637;24426;7002;7143;10481;16660;51168;60196;66104;51855;18814;13459;3761;96907;42109;108514;45482;58186;130064;57047;43145;75329
286295;278429;77746;9572;24266;6944;6998;10509;16551;50857;59983;66174;51409;18742;13413;3704;96340;42116;107827;45441;57679;129238;56695;43056;74991
284648;277439;75726;9582;24199;6944;6881;10531;16430;50601;59860;66326;50645;18746;13422;3667;95854;41595;107393;45584;57434;128859;56439;43039;74749
284401;276363;77059;9567;24055;6994;6895;10518;16445;50374;59688;66333;50199;18699;13388;3791;95489;41477;107029;45426;57238;128276;56054;43013;74455
281297;274191;75866;9398;23696;6872;6799;10513;16086;49840;58988;66658;48763;18591;13401;3785;94386;41042;105413;45120;56862;127270;55293;42842;73759
280465;273836;75787;9312;23624;6829;6751;10562;15858;49859;58875;66746;48383;18661;13384;3750;94180;41288;105397;45194;56613;127464;54998;42844;73103
278549;271270;75493;9248;23418;6797;6685;10613;15664;49551;58420;67325;47295;18597;13437;3627;93042;40574;104166;44967;56642;125169;54400;42777;73895
276832;269287;74816;9206;23220;6735;6570;10636;15337;48984;57984;67286;46288;18470;13387;3774;92495;40386;103425;44578;55971;126304;53858;42675;72069
276832;269287;74816;9206;23220;6735;6570;10636;15337;48984;57984;67286;46288;18470;13387;3774;92495;40386;103425;44578;55971;126304;53858;42675;72069
273560;265726;73698;9054;22679;6613;6328;10639;14933;48290;57021;67110;44511;18253;13453;3755;90838;39573;101138;44081;54512;123769;52789;42453;71599
276260;265521;73379;9026;22585;6609;6322;10614;14800;48184;57003;67253;44261;18162;13454;3733;90867;39891;100900;44103;54284;124371;52718;42171;71619
276260;265521;73379;9026;22585;6609;6322;10614;14800;48184;57003;67253;44261;18162;13454;3733;90867;39891;100900;44103;54284;124371;52718;42171;71619
272206;264745;73173;8988;22395;6534;6285;10561;14627;47829;56656;67300;43902;18180;13380;3717;90180;39326;100393;44110;54166;123499;51812;42082;71359
270845;262929;72907;8933;22240;6507;6240;10585;14454;47444;56342;67152;43299;18128;13402;3747;90052;39106;99592;43829;54002;122902;51794;42158;70845
270413;262747;72470;8868;22115;6477;6165;10601;14302;47505;56167;67582;43063;18067;13471;3718;89798;38996;99028;43799;53734;122472;51555;41809;70824
270131;262439;72490;8875;22096;6449;6155;10604;14226;47332;56122;67411;42803;18048;13451;3714;89430;38853;98648;43781;53568;122080;51466;41892;70857
270131;262439;72490;8875;22096;6449;6155;10604;14226;47332;56122;67411;42803;18048;13451;3714;89430;38853;98648;43781;53568;122080;51466;41892;70857
268821;260669;71877;8854;21975;6399;6143;10603;14019;46935;55918;67436;42397;17982;13453;3704;89077;38571;97996;43425;53212;121134;50796;41791;70408
267587;259414;71343;8820;21807;6369;6076;10644;13811;46477;55617;67384;41989;18093;13393;3691;88590;38130;97415;43503;52698;120927;50435;41669;70038
266590;258046;71067;8754;21667;6376;6006;10650;13736;46302;55523;67541;41513;17941;13438;3700;88466;38082;96902;43266;52098;120591;50212;41664;69587
266590;258046;71067;8754;21667;6376;6006;10650;13736;46302;55523;67541;41513;17941;13438;3700;88466;38082;96902;43266;52098;120591;50212;41664;69587
266357;257560;70716;8728;21652;6351;5987;10636;13683;46304;55385;67772;41423;17949;13413;3698;90100;38247;96726;43265;51810;120869;50354;41622;69431
265645;257142;70705;8754;21591;6283;5957;10666;13525;46146;55344;67724;41143;17923;13440;3685;88037;38081;96304;43325;52286;120345;50052;41600;69371
265136;256982;70639;8714;21575;6269;5960;10697;13561;46088;55204;67392;41086;17917;13398;3575;88033;37929;96169;43280;52225;119766;50025;41601;69288
264144;256196;70251;8741;21372;6270;5960;10763;13449;45976;55206;67704;40145;17821;13458;3810;87431;38083;95529;43285;51402;119482;49746;41366;68790
264144;256196;70251;8741;21372;6270;5960;10763;13449;45976;55206;67704;40145;17821;13458;3810;87431;38083;95529;43285;51402;119482;49746;41366;68790
264254;256025;70216;8732;21292;6299;5945;10767;13402;45728;55146;67336;39846;17843;13439;3616;87626;37781;95232;43438;51240;118982;49457;41337;68755
262732;255358;70008;8743;21294;6338;5888;10779;13196;45610;55031;67579;39100;17870;13489;3617;87389;37578;94931;43409;51302;118616;49476;41450;68096
260252;253870;69612;8719;21148;6318;5796;10833;13010;45621;55104;67422;38244;17723;13480;3620;87052;37617;94325;43372;50841;117556;49074;41639;67318
260027;254582;69388;8717;21136;6299;5809;10817;12997;45749;55146;67067;38050;17759;13583;3600;86796;37669;94208;43478;51396;118485;48986;41757;67054
259610;254334;69122;8662;21176;6272;5760;10822;13013;45728;55106;66950;37904;17727;13568;3600;86688;37570;94078;43397;50458;117899;48780;41847;66972
259610;254334;69122;8662;21176;6272;5760;10822;13013;45728;55106;66950;37904;17727;13568;3600;86688;37570;94078;43397;50458;117899;48780;41847;66972
259126;254261;69119;8676;21127;6284;5797;10788;12990;45666;55321;67205;37813;17652;13559;3609;86622;37500;93868;43365;50941;117992;48813;41871;66998
258659;253764;68864;8689;21055;6311;5804;10773;12997;45677;54952;66766;37670;17659;13537;3596;86704;37176;93605;43222;50220;117855;48700;41894;66679
258659;253764;68864;8689;21055;6311;5804;10773;12997;45677;54952;66766;37670;17659;13537;3596;86704;37176;93605;43222;50220;117855;48700;41894;66679
258225;253354;68687;8659;21077;6274;5795;10767;12986;45524;55006;66718;37566;17637;13537;3627;86696;37205;93629;43126;50258;117809;48637;41815;66607
258076;253453;68492;8671;21053;6306;5767;10792;12932;45500;54938;66446;37600;17635;13558;3607;86759;37160;93491;43214;49926;117505;48618;42032;66322
257675;252850;68514;8622;21019;6287;5790;10792;12846;45570;54856;66297;37408;17618;13622;3613;86622;37072;93376;43298;51064;117661;48579;41907;66370
257675;252850;68514;8622;21019;6287;5790;10792;12846;45570;54856;66297;37408;17618;13622;3613;86622;37072;93376;43298;51064;117661;48579;41907;66370
256461;252310;68152;8546;21142;6296;5761;10867;12745;45594;54878;66056;37072;17576;13625;3658;87116;37282;93145;43336;49292;117862;48528;41753;65487
256461;252310;68152;8546;21142;6296;5761;10867;12745;45594;54878;66056;37072;17576;13625;3658;87116;37282;93145;43336;49292;117862;48528;41753;65487
254639;251670;68303;8485;21105;6310;5757;10898;12751;45645;54718;65616;36626;17625;13711;3681;87248;37220;93083;43490;50159;116438;48151;41574;64921
254639;251670;68303;8485;21105;6310;5757;10898;12751;45645;54718;65616;36626;17625;13711;3681;87248;37220;93083;43490;50159;116438;48151;41574;64921
253825;250889;68162;8432;21046;6316;5751;10919;12673;44946;54599;65418;36299;17595;13711;3705;86941;36907;92944;43343;49788;116150;48051;41498;64361
253825;250889;68162;8432;21046;6316;5751;10919;12673;44946;54599;65418;36299;17595;13711;3705;86941;36907;92944;43343;49788;116150;48051;41498;64361
253641;251323;67952;8401;21080;6313;5740;10968;12634;45659;54370;65274;36166;17593;13753;3700;87162;37386;92820;43404;49563;116154;47625;41514;64311
251277;250631;67995;8391;20985;6403;5726;11035;12561;46270;53922;64747;35190;17469;13905;3698;86982;37210;92198;43199;49189;115833;47570;41633;63168
251277;250631;67995;8391;20985;6403;5726;11035;12561;46270;53922;64747;35190;17469;13905;3698;86982;37210;92198;43199;49189;115833;47570;41633;63168
250248;250530;67548;8410;20884;6269;5721;11047;12465;45866;53730;64425;34977;17453;13909;3723;86775;37143;91800;43271;49450;115183;47469;41569;62803
249421;250353;67632;8370;20937;6280;5720;11008;12453;46160;53553;64574;34803;17451;13959;3710;86851;37144;91735;43239;49014;115306;47590;41540;62507
248615;250415;67527;8346;20959;6283;5703;11096;12327;45834;53395;64516;34385;17460;14010;3740;86422;37039;91468;43205;49025;115075;47231;41563;62333
248615;250415;67527;8346;20959;6283;5703;11096;12327;45834;53395;64516;34385;17460;14010;3740;86422;37039;91468;43205;49025;115075;47231;41563;62333
247678;249850;67255;8341;20875;6272;5670;11114;12229;45845;53115;64008;34107;17353;13969;3741;86379;37165;90885;43236;48845;115046;47035;41377;61973
247678;249850;67255;8341;20875;6272;5670;11114;12229;45845;53115;64008;34107;17353;13969;3741;86379;37165;90885;43236;48845;115046;47035;41377;61973
245749;249362;66767;8367;20769;6317;5699;11142;12202;45810;52767;63948;33494;17316;13977;3767;86016;37024;90288;43112;48243;114681;46958;41177;61762
244912;249239;66807;8317;20738;6275;5684;11129;12192;45941;52464;63501;33415;17295;14082;3760;85970;36999;90191;43235;48297;113774;46748;41318;61375
244912;249239;66807;8317;20738;6275;5684;11129;12192;45941;52464;63501;33415;17295;14082;3760;85970;36999;90191;43235;48297;113774;46748;41318;61375
244192;249342;66631;8315;20755;6262;5680;11137;12125;45902;52405;63385;33236;17274;14125;3763;85961;37040;89944;43245;48634;113897;46678;41184;61127
244192;249342;66631;8315;20755;6262;5680;11137;12125;45902;52405;63385;33236;17274;14125;3763;85961;37040;89944;43245;48634;113897;46678;41184;61127
243516;248733;66782;8324;20722;6288;5678;11143;12117;46013;52333;63331;33076;17274;14177;3734;85901;36842;89780;43216;48284;113715;46586;41166;60842
243431;248400;66523;8304;20796;6225;5685;11148;12139;45924;52280;63149;33027;17302;14139;3751;85874;37100;89789;43226;48191;113947;46627;41022;60728
243212;248089;66432;8316;20757;6260;5663;11133;12113;46003;52264;63267;32969;17320;14141;3752;85756;37113;89806;43260;48132;114024;46593;40919;60624
243198;248492;66429;8330;20809;6282;5657;11137;12132;46003;52228;63162;32996;17315;14135;3759;85845;37319;89766;43271;48158;114002;46604;40880;60472
242877;248192;66265;8287;20834;6460;5646;11123;12091;45897;51914;63078;32946;17299;14156;3687;85760;37232;89638;43344;48001;113196;46310;40810;60493
240719;247350;66229;8259;20555;6220;5619;11112;12007;46229;51629;62384;32698;17213;14229;3698;85456;36871;89104;43283;48509;113443;46223;40386;59666
240188;247154;66186;8263;20532;6210;5599;11083;11958;46789;51538;61898;32649;17220;14204;3694;85348;37227;89108;43272;48185;113730;46253;40313;59674
240188;247154;66186;8263;20532;6210;5599;11083;11958;46789;51538;61898;32649;17220;14204;3694;85348;37227;89108;43272;48185;113730;46253;40313;59674
239976;247324;65927;8255;20603;6226;5591;11095;11866;46626;51537;61819;32588;17202;14241;3675;85294;37354;89098;43383;48190;114028;46235;40340;59873
239158;246992;65430;8253;20502;6203;5561;11069;11868;46349;51359;61513;32536;17232;14186;3676;85214;37221;88789;43448;48257;112748;46161;40254;59752
239158;246992;65430;8253;20502;6203;5561;11069;11868;46349;51359;61513;32536;17232;14186;3676;85214;37221;88789;43448;48257;112748;46161;40254;59752
237926;247143;65293;8245;20312;6219;5596;11065;11823;46302;51271;61451;32403;17181;14238;3683;85148;37239;88435;43397;47911;112845;46019;40106;59640
237415;246692;65170;8240;20559;6237;5553;11110;11786;46238;51322;61097;32294;17172;14204;3682;84630;37014;88053;43333;44532;112803;45531;40168;58482
236882;245829;64866;8263;20383;6235;5510;11082;11714;46125;51194;61332;32228;17136;14233;3663;84371;37511;87537;43295;48067;113030;46066;40102;58316
236567;245790;64913;8255;20647;6240;5495;11043;11690;46215;51166;61327;32167;17155;14241;3625;84439;37568;87338;43202;47923;113172;46195;40192;58253
235581;245252;64887;8198;20384;6165;5507;11086;11718;45923;50965;60998;32015;17161;14247;3629;84188;36941;87189;43087;47845;112501;45987;40247;58155
234676;243818;64724;8179;20377;6232;5469;10980;11735;45828;51058;60452;31821;17119;14267;3631;83999;37172;86766;42929;47680;112312;46068;40315;57975
234676;243818;64724;8179;20377;6232;5469;10980;11735;45828;51058;60452;31821;17119;14267;3631;83999;37172;86766;42929;47680;112312;46068;40315;57975
232123;242133;65045;8172;20347;6205;5442;10913;11532;46075;50538;58293;31394;17194;14330;3594;83691;37354;85864;43140;47387;112457;45817;40386;57154
229545;242125;65071;8104;20263;6234;5532;10939;11469;46302;50564;58129;31258;17080;14366;3566;82816;37294;85367;43139;47291;112605;45571;40461;56669
229545;242125;65071;8104;20263;6234;5532;10939;11469;46302;50564;58129;31258;17080;14366;3566;82816;37294;85367;43139;47291;112605;45571;40461;56669
229108;240347;65057;8076;20127;6169;5523;10839;11480;45971;50264;57636;31133;17048;14240;3527;82749;36938;84979;42806;47020;111378;45427;40340;56589
227884;240104;64487;7991;20104;6083;5464;10815;11413;46243;50007;56923;30714;17062;14141;3562;81987;37103;84521;42757;46924;111414;45379;40186;56124
224295;238982;64105;8145;20053;6181;5467;10888;11269;46577;49630;55187;30102;16981;14081;3481;81618;37330;83786;42603;46086;111279;45584;39388;54385
223567;238462;64230;8132;19913;6114;5510;10822;11262;43454;49385;54912;29949;17030;14024;3480;81616;37265;83592;42390;47087;110898;45305;39295;54286
220625;236471;63605;8312;19789;6110;5581;10801;11117;45556;48690;53995;29783;16914;13982;3416;80854;36333;82787;42138;45177;108152;45316;38683;53774
219566;235778;63677;8305;19790;6113;5427;10753;11058;45540;48449;53706;29730;16869;13931;3428;80623;35935;82582;41929;46466;108049;44601;38742;53451
212113;227932;61356;8093;19034;5888;5271;10419;10269;43707;47237;53757;28746;16456;13683;3483;78886;35309;79404;40706;44620;105035;42273;37484;52326
211956;227000;61194;8065;18967;5828;5255;10400;10571;43791;47118;53124;28691;16382;13769;3446;78547;35116;79327;40679;43578;104849;41908;37185;51942
209513;222113;60319;7764;18436;5707;4893;10271;10436;42914;46378;52615;27988;15998;13825;3422;78075;34581;78070;40408;43664;104215;41697;36907;51152
208812;220685;60145;7665;18224;5547;4789;10105;10349;42490;46245;52398;28225;15940;13818;3415;78040;34298;77217;40176;43836;102715;41452;36741;51251
206267;216339;59366;7175;17742;5501;4477;10001;10223;42133;45522;51988;28062;15734;13750;3407;77181;35181;76508;39528;44765;103136;40346;36527;50545
204176;214674;58332;6988;17770;5422;4432;9995;10009;41736;44837;51511;27781;15527;13695;3374;76593;35048;76017;39298;42563;101796;39881;36094;49324
202407;215590;58213;6945;17728;5444;4371;9991;9894;41507;44891;51491;27599;15327;13765;3410;76665;34604;75364;39383;42236;101815;39755;36170;48971
202407;215590;58213;6945;17728;5444;4371;9991;9894;41507;44891;51491;27599;15327;13765;3410;76665;34604;75364;39383;42236;101815;39755;36170;48971
201962;215511;58116;6939;17627;5405;4379;9928;9863;41746;44866;51373;27625;15313;13734;3474;76641;34421;75302;39408;42873;101957;39764;36200;48909
199972;215654;58258;6920;17803;5506;4414;10201;9881;41492;44838;51177;27391;15292;13801;3409;76215;33998;74891;39252;42768;102161;39584;36182;48695
199162;213111;57372;6862;17862;5484;4314;10016;9798;41010;44524;50843;27288;15158;13737;3438;76422;35921;75018;39149;44238;102102;39441;36042;48444
199162;213111;57372;6862;17862;5484;4314;10016;9798;41010;44524;50843;27288;15158;13737;3438;76422;35921;75018;39149;44238;102102;39441;36042;48444
199162;213111;57372;6862;17862;5484;4314;10016;9798;41010;44524;50843;27288;15158;13737;3438;76422;35921;75018;39149;44238;102102;39441;36042;48444
199162;213111;57372;6862;17862;5484;4314;10016;9798;41010;44524;50843;27288;15158;13737;3438;76422;35921;75018;39149;44238;102102;39441;36042;48447
197889;212843;57608;6783;17738;5392;4306;9926;9741;41118;44541;50654;27156;15113;13670;3425;76488;34479;74781;38971;43633;101913;39582;35987;48734
195289;209913;57313;6451;17819;5313;4297;10239;9760;40111;43256;49251;26985;14557;13772;3423;74276;34339;72856;38202;42714;100631;38709;36260;48205
195415;210910;57348;6453;17706;5384;4267;10062;9823;40213;43312;48972;27111;14374;13676;3362;74338;33931;72837;38278;42687;101530;37542;36453;48145
195362;210115;56903;6409;17636;5309;4233;9990;9741;40090;43056;48864;26851;14312;13715;3391;74184;33334;72594;37775;42855;100563;38495;36207;48070
194948;209132;56354;6395;17684;5347;4201;10026;9669;40122;43013;48717;26914;14288;13691;3427;74280;34985;72547;37925;42669;100900;38421;36251;47667
192702;204692;53808;6203;17358;5311;4159;9859;9673;39125;42394;47519;26449;14065;13572;3430;73678;33613;71774;37128;40587;98940;38211;36014;47244
189631;204134;53695;6221;17216;5293;4131;9886;9465;38570;42007;46327;26288;13861;13409;3379;73035;32747;70777;36629;40351;97568;37628;35931;46784
185214;198309;52705;5946;16914;5135;3915;9670;9252;37702;40696;43740;25362;13521;13183;3322;71706;32003;69220;35921;38547;93823;36996;36000;46079
185214;198309;52705;5946;16914;5135;3915;9670;9252;37702;40696;43740;25362;13521;13183;3322;71706;32003;69220;35921;38547;93823;36996;36000;46079
180181;194560;51887;5858;16604;4993;3860;9704;9087;36464;39855;42195;25018;13465;13287;3309;70643;31371;68293;35496;39414;91609;36576;35800;44584
180181;194560;51887;5858;16604;4993;3860;9704;9087;36464;39855;42195;25018;13465;13287;3309;70643;31371;68293;35496;39414;91609;36576;35800;44584
179598;193814;51607;5887;16468;5018;3841;9585;9035;36406;39754;41932;24909;13417;13098;3285;70863;31838;68056;35470;39344;91061;36173;35779;44432
176315;194767;50970;5863;16598;4962;3831;9758;8931;36547;39515;41410;24792;13280;13255;3307;70965;30719;67244;35420;38858;90241;36098;36099;43446
172327;190069;50486;5876;16389;4881;3849;9525;8748;36420;39086;40392;24362;13153;13275;3301;70879;31430;66134;35548;37590;88524;35832;35633;42241
172327;190069;50486;5876;16389;4881;3849;9525;8748;36420;39086;40392;24362;13153;13275;3301;70879;31430;66134;35548;37590;88524;35832;35633;42241
169831;190217;50088;5903;16364;4869;3636;9449;8727;36390;38662;39982;24224;13039;13308;3306;71099;31062;66121;35638;37546;88764;36237;35453;42019
169831;190217;50088;5903;16364;4869;3636;9449;8727;36390;38662;39982;24224;13039;13308;3306;71099;31062;66121;35638;37546;88764;36237;35453;42019
169831;190217;50088;5903;16364;4869;3636;9449;8727;36390;38662;39982;24224;13039;13308;3306;71099;31062;66121;35638;37546;88764;36237;35453;42019
169069;189963;50222;5890;16349;4816;3678;9414;8660;36556;38371;39568;24211;12948;13263;3256;71007;29507;65856;35535;37154;88771;35967;35538;42185
165510;187328;49408;5909;16430;4081;3721;9561;8530;36124;37335;39030;23627;12955;13352;3359;70422;30059;65132;34787;37037;86143;34858;34875;41110
158725;186145;49426;5730;17376;4777;3692;9393;8323;36179;37149;37823;23503;12821;13345;3424;70123;30181;64030;34575;36541;85764;34921;34529;39641
158725;186145;49426;5730;17376;4777;3692;9393;8323;36179;37149;37823;23503;12821;13345;3424;70123;30181;64030;34575;36541;85764;34921;34529;39641
157010;186200;48765;5756;16187;4790;3641;9268;8270;36503;36974;37524;23497;12726;13465;3330;69103;30270;63765;34705;37037;86628;35065;34465;39603
152571;184180;48326;5665;16034;4738;3594;9130;8189;35924;36502;36150;22666;12749;13480;3306;69897;29608;62612;34293;36855;85194;34866;34236;38757
152365;184250;48510;5682;16451;4665;3603;9136;8173;35837;36545;36669;22546;12450;13504;3293;69498;29642;62413;34279;35062;85200;34896;34208;38815
150780;182432;47885;5699;16724;4613;3583;9222;8147;35640;36299;35703;22247;12676;13753;3348;68656;29420;61989;33856;34187;85078;34649;33970;38309
145818;180208;46912;5740;16684;4672;3578;9082;8152;35547;35039;34381;21496;12331;13811;3313;68656;29469;61670;33918;36331;83520;33503;33586;38246
142596;178016;47046;5688;16500;4650;3641;9121;8213;35837;34390;33850;21062;12345;13819;3354;68517;28750;60430;33505;35127;83524;33525;33866;38402
141972;177183;46745;5723;17370;4543;3731;9030;8142;35529;34093;33822;20882;12380;13936;3434;68574;29169;60439;33578;40955;83377;33570;33848;38177
141721;177509;46250;5756;16100;4570;3538;8930;8129;35560;33956;33459;20838;12348;13994;3420;68831;29407;60014;33705;41821;84002;33461;34012;38330
141721;177509;46250;5756;16100;4570;3538;8930;8129;35560;33956;33459;20838;12348;13994;3420;68831;29407;60014;33705;41821;84002;33461;34012;38330
141599;178535;46702;5807;16085;4606;3566;8828;8181;36056;33969;33445;20891;12325;14013;3396;68957;29434;59776;33790;40065;85180;33992;34253;39072
140536;176291;45962;5695;16041;4500;3476;8953;8123;35524;33519;33341;20764;12507;13997;3284;68232;29152;60198;33369;41776;81373;32975;34218;38761
140619;175210;45557;5587;15508;4524;3413;8838;8066;35361;32994;32922;20263;12280;14003;3303;68842;28429;59157;32651;42076;80611;32788;34011;39092
140619;175210;45557;5587;15508;4524;3413;8838;8066;35361;32994;32922;20263;12280;14003;3303;68842;28429;59157;32651;42076;80611;32788;34011;39092
140619;175210;45557;5587;15508;4524;3413;8838;8066;35361;32994;32922;20263;12280;14003;3303;68842;28429;59157;32651;42076;80611;32788;34011;39092
139387;172172;43912;5696;16295;4425;3481;8762;8094;34760;33114;32052;20039;12353;13837;3238;66291;28833;58594;32857;43206;81689;32990;34328;39117
139387;172172;43912;5696;16295;4425;3481;8762;8094;34760;33114;32052;20039;12353;13837;3238;66291;28833;58594;32857;43206;81689;32990;34328;39117
138731;172561;43755;5785;15377;4425;3454;8641;8091;34442;32938;32338;19840;12382;13936;3137;67079;28944;57920;32998;41799;81888;32965;34677;39186
138731;172561;43755;5785;15377;4425;3454;8641;8091;34442;32938;32338;19840;12382;13936;3137;67079;28944;57920;32998;41799;81888;32965;34677;39186
