Zürich;Bern / Berne;Luzern;Uri;Schwyz;Obwalden;Nidwalden;Glarus;Zug;Fribourg / Freiburg;Solothurn;Basel-Stadt;Basel-Landschaft;Schaffhausen;Appenzell Ausserrhoden;Appenzell Innerrhoden;St. Gallen;Graubünden / Grigioni / Grischun;Aargau;Thurgau;Ticino;Vaud;Valais / Wallis;Neuchâtel;Genève
776663;675375;229678;25458;82754;21875;26342;24669;63095;155461;163877;123824;174603;48469;35510;9949;282736;126569;347767;139734;190271;364187;180931;104711;207105
776663;675375;229678;25458;82754;21875;26342;24669;63095;155461;163877;123824;174603;48469;35510;9949;282736;126569;347767;139734;190271;364187;180931;104711;207105
775327;675225;228951;25452;82065;21763;26125;24662;62371;154527;163872;125506;173978;48485;35506;9934;281810;126016;346388;139250;189766;363529;180052;104599;207176
775327;675225;228951;25452;82065;21763;26125;24662;62371;154527;163872;125506;173978;48485;35506;9934;281810;126016;346388;139250;189766;363529;180052;104599;207176
774598;675274;228657;25392;81760;21709;26090;24731;62084;153878;163553;126164;173641;48397;35504;9944;281914;125993;345841;138861;189349;363214;179473;104557;206390
774598;675274;228657;25392;81760;21709;26090;24731;62084;153878;163553;126164;173641;48397;35504;9944;281914;125993;345841;138861;189349;363214;179473;104557;206390
774598;675274;228657;25392;81760;21709;26090;24731;62084;153878;163553;126164;173641;48397;35504;9944;281914;125993;345841;138861;189349;363214;179473;104557;206390
774273;675681;228780;25358;81092;21593;25902;24769;61681;153307;163506;126988;173680;48520;35492;9943;281270;125400;344819;138595;189883;363380;178779;104600;207210
774273;675681;228780;25358;81092;21593;25902;24769;61681;153307;163506;126988;173680;48520;35492;9943;281270;125400;344819;138595;189883;363380;178779;104600;207210
772838;675585;228383;25374;80609;21505;25727;24649;61181;152660;162914;128146;173277;48548;35487;9898;280994;125371;343729;138131;188603;362339;177881;104383;206640
772838;675585;228383;25374;80609;21505;25727;24649;61181;152660;162914;128146;173277;48548;35487;9898;280994;125371;343729;138131;188603;362339;177881;104383;206640
771978;675696;227972;25357;80186;21412;25620;24712;60855;152013;162860;128695;172873;48630;35333;9866;280945;125378;342717;137932;189147;362969;177658;104238;206644
771978;675696;227972;25357;80186;21412;25620;24712;60855;152013;162860;128695;172873;48630;35333;9866;280945;125378;342717;137932;189147;362969;177658;104238;206644
771978;675696;227972;25357;80186;21412;25620;24712;60855;152013;162860;128695;172873;48630;35333;9866;280945;125378;342717;137932;189147;362969;177658;104238;206644
771978;675696;227972;25357;80186;21412;25620;24712;60855;152013;162860;128695;172873;48630;35333;9866;280945;125378;342717;137932;189147;362969;177658;104238;206644
771978;675696;227972;25357;80186;21412;25620;24712;60855;152013;162860;128695;172873;48630;35333;9866;280945;125378;342717;137932;189147;362969;177658;104238;206644
771795;676256;227615;25423;79667;21282;25500;24822;60062;151117;162645;129713;172792;48704;35481;9884;280665;124689;341556;137182;187855;362560;176863;104287;205488
771795;676256;227615;25423;79667;21282;25500;24822;60062;151117;162645;129713;172792;48704;35481;9884;280665;124689;341556;137182;187855;362560;176863;104287;205488
771795;676256;227615;25423;79667;21282;25500;24822;60062;151117;162645;129713;172792;48704;35481;9884;280665;124689;341556;137182;187855;362560;176863;104287;205488
771023;675990;227122;25403;79220;21175;25390;24752;59881;150418;162254;130161;172322;48672;35495;9868;280470;124758;340548;136638;187475;361994;176430;104031;204894
771023;675990;227122;25403;79220;21175;25390;24752;59881;150418;162254;130161;172322;48672;35495;9868;280470;124758;340548;136638;187475;361994;176430;104031;204894
771023;675990;227122;25403;79220;21175;25390;24752;59881;150418;162254;130161;172322;48672;35495;9868;280470;124758;340548;136638;187475;361994;176430;104031;204894
771023;675990;227122;25403;79220;21175;25390;24752;59881;150418;162254;130161;172322;48672;35495;9868;280470;124758;340548;136638;187475;361994;176430;104031;204894
770258;675575;227122;25447;79042;21119;25410;24671;59402;150079;162246;130348;172561;48717;35505;9872;280372;123968;340290;136477;187664;361595;176270;104032;204494
770258;675575;227122;25447;79042;21119;25410;24671;59402;150079;162246;130348;172561;48717;35505;9872;280372;123968;340290;136477;187664;361595;176270;104032;204494
770258;675575;227122;25447;79042;21119;25410;24671;59402;150079;162246;130348;172561;48717;35505;9872;280372;123968;340290;136477;187664;361595;176270;104032;204494
770095;676589;226781;25445;78891;21051;25319;24773;59176;149722;162022;130682;172236;48765;35553;9744;280188;123694;339954;136380;187284;360819;175851;103957;204111
770095;676589;226781;25445;78891;21051;25319;24773;59176;149722;162022;130682;172236;48765;35553;9744;280188;123694;339954;136380;187284;360819;175851;103957;204111
769774;676295;226509;25428;78547;20997;25179;24770;59083;148786;162070;131105;171952;48682;35498;9861;279853;123576;339025;136134;187255;361547;175509;104140;203780
769774;676295;226509;25428;78547;20997;25179;24770;59083;148786;162070;131105;171952;48682;35498;9861;279853;123576;339025;136134;187255;361547;175509;104140;203780
769774;676295;226509;25428;78547;20997;25179;24770;59083;148786;162070;131105;171952;48682;35498;9861;279853;123576;339025;136134;187255;361547;175509;104140;203780
769530;676059;226135;25347;78408;20946;25132;24778;58899;148708;161862;131368;172048;48706;35438;9833;279691;123794;338432;135851;186571;360492;175103;103960;203272
769530;676059;226135;25347;78408;20946;25132;24778;58899;148708;161862;131368;172048;48706;35438;9833;279691;123794;338432;135851;186571;360492;175103;103960;203272
769530;676059;226135;25347;78408;20946;25132;24778;58899;148708;161862;131368;172048;48706;35438;9833;279691;123794;338432;135851;186571;360492;175103;103960;203272
769530;676059;226135;25347;78408;20946;25132;24778;58899;148708;161862;131368;172048;48706;35438;9833;279691;123794;338432;135851;186571;360492;175103;103960;203272
769530;676059;226135;25347;78408;20946;25132;24778;58899;148708;161862;131368;172048;48706;35438;9833;279691;123794;338432;135851;186571;360492;175103;103960;203272
769681;686881;225833;25354;78296;20895;25070;24781;58724;148488;162092;131481;161317;48833;35500;9853;279419;123025;337985;135527;186137;361353;174730;103933;203282
769681;686881;225833;25354;78296;20895;25070;24781;58724;148488;162092;131481;161317;48833;35500;9853;279419;123025;337985;135527;186137;361353;174730;103933;203282
769681;686881;225833;25354;78296;20895;25070;24781;58724;148488;162092;131481;161317;48833;35500;9853;279419;123025;337985;135527;186137;361353;174730;103933;203282
769681;686881;225833;25354;78296;20895;25070;24781;58724;148488;162092;131481;161317;48833;35500;9853;279419;123025;337985;135527;186137;361353;174730;103933;203282
769681;686881;225833;25354;78296;20895;25070;24781;58724;148488;162092;131481;161317;48833;35500;9853;279419;123025;337985;135527;186137;361353;174730;103933;203282
769681;686881;225833;25354;78296;20895;25070;24781;58724;148488;162092;131481;161317;48833;35500;9853;279419;123025;337985;135527;186137;361353;174730;103933;203282
769624;687188;225669;25338;77996;20855;25056;24799;58620;148217;162013;131571;161586;48823;35398;9846;279489;123000;337534;135242;186545;359778;165166;103885;203254
769624;687188;225669;25338;77996;20855;25056;24799;58620;148217;162013;131571;161586;48823;35398;9846;279489;123000;337534;135242;186545;359778;165166;103885;203254
769624;687188;225669;25338;77996;20855;25056;24799;58620;148217;162013;131571;161586;48823;35398;9846;279489;123000;337534;135242;186545;359778;165166;103885;203254
769624;687188;225669;25338;77996;20855;25056;24799;58620;148217;162013;131571;161586;48823;35398;9846;279489;123000;337534;135242;186545;359778;165166;103885;203254
769624;687188;225669;25338;77996;20855;25056;24799;58620;148217;162013;131571;161586;48823;35398;9846;279489;123000;337534;135242;186545;359778;165166;103885;203254
769849;687152;225352;25310;77706;20793;24905;24839;58462;147769;161779;131871;161151;48762;35423;9819;279192;122892;336948;134847;186270;360363;173852;103749;202927
769849;687152;225352;25310;77706;20793;24905;24839;58462;147769;161779;131871;161151;48762;35423;9819;279192;122892;336948;134847;186270;360363;173852;103749;202927
769171;686865;224726;25264;77545;20802;24782;24812;58259;147077;161624;131881;161224;48779;35358;9813;278910;123151;336264;134444;185617;359688;173599;102450;202253
769171;686865;224726;25264;77545;20802;24782;24812;58259;147077;161624;131881;161224;48779;35358;9813;278910;123151;336264;134444;185617;359688;173599;102450;202253
769171;686865;224726;25264;77545;20802;24782;24812;58259;147077;161624;131881;161224;48779;35358;9813;278910;123151;336264;134444;185617;359688;173599;102450;202253
768126;686459;224458;25290;77278;20713;24745;24814;58104;146744;161531;132051;161211;48787;35204;9799;278676;122356;335992;134311;185138;359273;173216;103399;201738
766356;685327;223924;25215;77026;20615;24714;24730;57846;145855;160981;131757;160992;48696;35081;9753;277786;121676;334741;133770;185300;357850;172425;103066;201160
766356;685327;223924;25215;77026;20615;24714;24730;57846;145855;160981;131757;160992;48696;35081;9753;277786;121676;334741;133770;185300;357850;172425;103066;201160
766356;685327;223924;25215;77026;20615;24714;24730;57846;145855;160981;131757;160992;48696;35081;9753;277786;121676;334741;133770;185300;357850;172425;103066;201160
766356;685327;223924;25215;77026;20615;24714;24730;57846;145855;160981;131757;160992;48696;35081;9753;277786;121676;334741;133770;185300;357850;172425;103066;201160
766356;685327;223924;25215;77026;20615;24714;24730;57846;145855;160981;131757;160992;48696;35081;9753;277786;121676;334741;133770;185300;357850;172425;103066;201160
766356;685327;223924;25215;77026;20615;24714;24730;57846;145855;160981;131757;160992;48696;35081;9753;277786;121676;334741;133770;185300;357850;172425;103066;201160
764881;683794;223147;25124;76657;20486;24613;24703;57596;145360;160502;130865;160748;48484;34974;9705;276941;121519;333761;133116;183669;356284;171750;102826;200848
764881;683794;223147;25124;76657;20486;24613;24703;57596;145360;160502;130865;160748;48484;34974;9705;276941;121519;333761;133116;183669;356284;171750;102826;200848
764881;683794;223147;25124;76657;20486;24613;24703;57596;145360;160502;130865;160748;48484;34974;9705;276941;121519;333761;133116;183669;356284;171750;102826;200848
764881;683794;223147;25124;76657;20486;24613;24703;57596;145360;160502;130865;160748;48484;34974;9705;276941;121519;333761;133116;183669;356284;171750;102826;200848
764881;683794;223147;25124;76657;20486;24613;24703;57596;145360;160502;130865;160748;48484;34974;9705;276941;121519;333761;133116;183669;356284;171750;102826;200848
764881;683794;223147;25124;76657;20486;24613;24703;57596;145360;160502;130865;160748;48484;34974;9705;276941;121519;333761;133116;183669;356284;171750;102826;200848
764881;683794;223147;25124;76657;20486;24613;24703;57596;145360;160502;130865;160748;48484;34974;9705;276941;121519;333761;133116;183669;356284;171750;102826;200848
765782;683613;222632;25062;76414;20424;24549;24742;57509;144581;160373;131102;160622;48458;34863;9664;276648;121458;333163;133003;183795;355665;171408;102682;200572
765782;683613;222632;25062;76414;20424;24549;24742;57509;144581;160373;131102;160622;48458;34863;9664;276648;121458;333163;133003;183795;355665;171408;102682;200572
766124;681804;221764;24918;75711;20259;24390;24710;57011;143734;159464;131866;160544;48386;34700;9652;275308;120206;331575;131945;181770;354084;169226;102755;200704
766124;681804;221764;24918;75711;20259;24390;24710;57011;143734;159464;131866;160544;48386;34700;9652;275308;120206;331575;131945;181770;354084;169226;102755;200704
746886;659793;212809;23772;72624;19375;23387;23869;54857;137944;154506;129834;155472;47132;33574;9220;265540;115989;320644;127175;175779;342729;162688;98862;191926
746886;659793;212809;23772;72624;19375;23387;23869;54857;137944;154506;129834;155472;47132;33574;9220;265540;115989;320644;127175;175779;342729;162688;98862;191926
746575;659587;212245;23752;72009;19264;23220;23810;54589;137412;154159;130220;155470;47119;33429;9235;264537;115228;319674;126771;174953;342326;161914;99387;194128
746575;659587;212245;23752;72009;19264;23220;23810;54589;137412;154159;130220;155470;47119;33429;9235;264537;115228;319674;126771;174953;342326;161914;99387;194128
746575;659587;212245;23752;72009;19264;23220;23810;54589;137412;154159;130220;155470;47119;33429;9235;264537;115228;319674;126771;174953;342326;161914;99387;194128
746575;659587;212245;23752;72009;19264;23220;23810;54589;137412;154159;130220;155470;47119;33429;9235;264537;115228;319674;126771;174953;342326;161914;99387;194128
745447;657489;210997;23684;71373;19153;22951;23710;54431;136423;152871;130751;154952;46860;33318;9169;263579;115175;317787;125346;173346;340077;160954;99209;193882
745447;657489;210997;23684;71373;19153;22951;23710;54431;136423;152871;130751;154952;46860;33318;9169;263579;115175;317787;125346;173346;340077;160954;99209;193882
745447;657489;210997;23684;71373;19153;22951;23710;54431;136423;152871;130751;154952;46860;33318;9169;263579;115175;317787;125346;173346;340077;160954;99209;193882
745447;657489;210997;23684;71373;19153;22951;23710;54431;136423;152871;130751;154952;46860;33318;9169;263579;115175;317787;125346;173346;340077;160954;99209;193882
745447;657489;210997;23684;71373;19153;22951;23710;54431;136423;152871;130751;154952;46860;33318;9169;263579;115175;317787;125346;173346;340077;160954;99209;193882
745447;657489;210997;23684;71373;19153;22951;23710;54431;136423;152871;130751;154952;46860;33318;9169;263579;115175;317787;125346;173346;340077;160954;99209;193882
746160;655498;210561;23704;71014;19040;22822;23784;54278;136123;152902;131359;154951;46880;33338;9147;262933;114386;317326;125144;172694;339212;160166;99338;194058
746160;655498;210561;23704;71014;19040;22822;23784;54278;136123;152902;131359;154951;46880;33338;9147;262933;114386;317326;125144;172694;339212;160166;99338;194058
745771;652918;209197;23617;70553;18912;22610;23659;53853;134757;152059;131744;154149;46675;33089;9142;261347;113631;315202;123901;172031;337988;158830;99268;193832
744671;650788;208048;23565;69787;18739;22400;23627;53494;133608;151322;131927;153550;46527;32920;9078;260212;112981;313186;123201;170538;336435;157892;99231;193794
744671;650788;208048;23565;69787;18739;22400;23627;53494;133608;151322;131927;153550;46527;32920;9078;260212;112981;313186;123201;170538;336435;157892;99231;193794
744671;650788;208048;23565;69787;18739;22400;23627;53494;133608;151322;131927;153550;46527;32920;9078;260212;112981;313186;123201;170538;336435;157892;99231;193794
742680;649358;206752;23391;69049;18608;22281;23595;53184;132482;150601;133018;152793;46416;32711;9007;258963;112775;310433;121740;169695;335243;156473;99116;193677
742680;649358;206752;23391;69049;18608;22281;23595;53184;132482;150601;133018;152793;46416;32711;9007;258963;112775;310433;121740;169695;335243;156473;99116;193677
741372;647331;205567;23347;68452;18537;22145;23505;52802;131097;150040;133789;152033;46364;32581;8984;257856;112121;307674;120844;168762;333536;155431;99196;193711
741372;647331;205567;23347;68452;18537;22145;23505;52802;131097;150040;133789;152033;46364;32581;8984;257856;112121;307674;120844;168762;333536;155431;99196;193711
741372;647331;205567;23347;68452;18537;22145;23505;52802;131097;150040;133789;152033;46364;32581;8984;257856;112121;307674;120844;168762;333536;155431;99196;193711
737840;644046;203684;23240;67798;18286;21952;23467;52075;129896;148824;135138;150531;46164;32369;8946;255641;112073;303531;119257;167663;331497;154202;98972;193138
737840;644046;203684;23240;67798;18286;21952;23467;52075;129896;148824;135138;150531;46164;32369;8946;255641;112073;303531;119257;167663;331497;154202;98972;193138
737840;644046;203684;23240;67798;18286;21952;23467;52075;129896;148824;135138;150531;46164;32369;8946;255641;112073;303531;119257;167663;331497;154202;98972;193138
737840;644046;203684;23240;67798;18286;21952;23467;52075;129896;148824;135138;150531;46164;32369;8946;255641;112073;303531;119257;167663;331497;154202;98972;193138
736765;642679;202665;23224;67225;18340;21841;23442;51694;129166;148846;135213;150311;45879;32408;8936;255238;111107;302658;118739;166193;330066;153117;98991;192721
736765;642679;202665;23224;67225;18340;21841;23442;51694;129166;148846;135213;150311;45879;32408;8936;255238;111107;302658;118739;166193;330066;153117;98991;192721
735351;642283;202419;23132;67011;18287;21825;23399;51538;128811;148498;135586;149944;45927;32347;8912;254703;110670;301489;118413;165867;329328;152772;98866;192460
735351;642283;202419;23132;67011;18287;21825;23399;51538;128811;148498;135586;149944;45927;32347;8912;254703;110670;301489;118413;165867;329328;152772;98866;192460
735351;642283;202419;23132;67011;18287;21825;23399;51538;128811;148498;135586;149944;45927;32347;8912;254703;110670;301489;118413;165867;329328;152772;98866;192460
735351;642283;202419;23132;67011;18287;21825;23399;51538;128811;148498;135586;149944;45927;32347;8912;254703;110670;301489;118413;165867;329328;152772;98866;192460
732628;640123;200663;23160;66310;18130;21510;23269;50737;127484;147668;136214;149033;45667;32132;8882;252756;110659;298950;117417;164266;328959;151529;98258;191638
730533;638215;200292;22991;65820;18047;21415;23276;50283;127017;147469;136163;148478;45515;32095;8877;251869;109498;297798;117087;163804;327215;150628;98219;191608
729583;637314;199853;22998;65697;18006;21327;23316;50031;126667;146983;136313;148047;45444;32205;8838;251308;109141;296617;116736;164478;326681;150395;98229;191228
729583;637314;199853;22998;65697;18006;21327;23316;50031;126667;146983;136313;148047;45444;32205;8838;251308;109141;296617;116736;164478;326681;150395;98229;191228
729583;637314;199853;22998;65697;18006;21327;23316;50031;126667;146983;136313;148047;45444;32205;8838;251308;109141;296617;116736;164478;326681;150395;98229;191228
727436;635626;198843;22901;65380;17904;21139;23128;49769;125879;146444;136463;147273;45288;32006;8840;249987;108890;295010;116295;162454;325892;149596;98264;190778
727436;635626;198843;22901;65380;17904;21139;23128;49769;125879;146444;136463;147273;45288;32006;8840;249987;108890;295010;116295;162454;325892;149596;98264;190778
727436;635626;198843;22901;65380;17904;21139;23128;49769;125879;146444;136463;147273;45288;32006;8840;249987;108890;295010;116295;162454;325892;149596;98264;190778
727436;635626;198843;22901;65380;17904;21139;23128;49769;125879;146444;136463;147273;45288;32006;8840;249987;108890;295010;116295;162454;325892;149596;98264;190778
726118;634409;197945;22843;64867;17821;21035;23145;49426;125209;146069;136703;146668;45236;31901;8798;249229;109367;293956;115808;161655;325530;149477;97955;190280
726118;634409;197945;22843;64867;17821;21035;23145;49426;125209;146069;136703;146668;45236;31901;8798;249229;109367;293956;115808;161655;325530;149477;97955;190280
726118;634409;197945;22843;64867;17821;21035;23145;49426;125209;146069;136703;146668;45236;31901;8798;249229;109367;293956;115808;161655;325530;149477;97955;190280
726118;634409;197945;22843;64867;17821;21035;23145;49426;125209;146069;136703;146668;45236;31901;8798;249229;109367;293956;115808;161655;325530;149477;97955;190280
724492;633479;197394;22791;64488;17738;20934;23317;49172;124785;146000;136793;146242;45061;31737;8833;248424;108246;292916;115269;161337;324493;148606;98028;190049
724492;633479;197394;22791;64488;17738;20934;23317;49172;124785;146000;136793;146242;45061;31737;8833;248424;108246;292916;115269;161337;324493;148606;98028;190049
724492;633479;197394;22791;64488;17738;20934;23317;49172;124785;146000;136793;146242;45061;31737;8833;248424;108246;292916;115269;161337;324493;148606;98028;190049
722484;632438;196877;22758;64357;17670;20823;23281;48914;124421;145764;137026;145854;45015;31804;8816;247936;107927;291895;115000;161205;324161;148173;97953;189533
722484;632438;196877;22758;64357;17670;20823;23281;48914;124421;145764;137026;145854;45015;31804;8816;247936;107927;291895;115000;161205;324161;148173;97953;189533
720476;630156;195756;22698;63881;17565;20765;23146;48493;123732;145145;137019;144877;44884;31612;8788;246612;107797;290281;114281;160509;322994;147005;97853;189030
720476;630156;195756;22698;63881;17565;20765;23146;48493;123732;145145;137019;144877;44884;31612;8788;246612;107797;290281;114281;160509;322994;147005;97853;189030
719682;628122;194852;22559;63548;17483;20534;23082;48165;123390;144732;137256;144725;44757;31585;8719;245740;108186;288959;113863;160080;322094;146602;97540;188580
719682;628122;194852;22559;63548;17483;20534;23082;48165;123390;144732;137256;144725;44757;31585;8719;245740;108186;288959;113863;160080;322094;146602;97540;188580
719682;628122;194852;22559;63548;17483;20534;23082;48165;123390;144732;137256;144725;44757;31585;8719;245740;108186;288959;113863;160080;322094;146602;97540;188580
717854;626559;194171;22551;63266;17407;20397;23051;47866;122733;144353;137307;143737;44585;31512;8703;245087;106878;287838;113476;159257;321376;145908;97637;188122
717854;626559;194171;22551;63266;17407;20397;23051;47866;122733;144353;137307;143737;44585;31512;8703;245087;106878;287838;113476;159257;321376;145908;97637;188122
713637;621719;191667;22256;62116;17081;20060;22871;47065;120964;142936;138057;141682;44239;31176;8601;241790;106455;283702;111640;157332;318510;142914;97324;186825
713637;621719;191667;22256;62116;17081;20060;22871;47065;120964;142936;138057;141682;44239;31176;8601;241790;106455;283702;111640;157332;318510;142914;97324;186825
711634;620471;191068;22218;61825;17069;19973;22942;46888;120335;142766;138023;141283;44130;31159;8567;241486;104873;282644;111122;157108;317314;142117;97593;186578
711634;620471;191068;22218;61825;17069;19973;22942;46888;120335;142766;138023;141283;44130;31159;8567;241486;104873;282644;111122;157108;317314;142117;97593;186578
708674;616186;189817;22049;61145;16863;19669;22855;46330;119411;141967;138488;139872;43928;30873;8534;239362;104450;280529;110173;155992;316131;141178;97509;186031
708674;616186;189817;22049;61145;16863;19669;22855;46330;119411;141967;138488;139872;43928;30873;8534;239362;104450;280529;110173;155992;316131;141178;97509;186031
706319;613123;188034;21875;60662;16611;19471;22836;45782;118473;141168;138859;138643;43704;30766;8403;237831;103549;278259;109302;154697;313940;139889;97878;185266
703453;609921;186853;21801;60191;16417;19246;22792;45447;117543;140444;139188;137971;43514;30578;8398;236282;102925;276126;108319;153826;315081;138769;97585;184503
703453;609921;186853;21801;60191;16417;19246;22792;45447;117543;140444;139188;137971;43514;30578;8398;236282;102925;276126;108319;153826;315081;138769;97585;184503
701539;609128;185920;21801;59882;16395;19103;22741;45252;117231;139820;139506;137622;43399;30461;8388;235352;103690;274638;107973;153235;313516;138660;97381;184011
701057;606986;185370;21812;59476;16302;18849;22755;45078;116616;139600;139544;136944;43271;30472;8377;234873;101976;273839;107750;152059;312881;137412;97373;183770
701057;606986;185370;21812;59476;16302;18849;22755;45078;116616;139600;139544;136944;43271;30472;8377;234873;101976;273839;107750;152059;312881;137412;97373;183770
701057;606986;185370;21812;59476;16302;18849;22755;45078;116616;139600;139544;136944;43271;30472;8377;234873;101976;273839;107750;152059;312881;137412;97373;183770
701057;606986;185370;21812;59476;16302;18849;22755;45078;116616;139600;139544;136944;43271;30472;8377;234873;101976;273839;107750;152059;312881;137412;97373;183770
696620;603287;183204;21609;58529;16120;18460;22707;44585;115627;138368;140273;135408;42981;29992;8233;232798;102365;270057;107070;150426;311591;136131;97245;182994
696620;603287;183204;21609;58529;16120;18460;22707;44585;115627;138368;140273;135408;42981;29992;8233;232798;102365;270057;107070;150426;311591;136131;97245;182994
692488;598594;181604;21478;57743;15937;18124;22761;43673;114660;137406;140575;133593;42754;30032;8149;230404;100584;266613;105981;149567;309239;134243;97577;182101
692488;598594;181604;21478;57743;15937;18124;22761;43673;114660;137406;140575;133593;42754;30032;8149;230404;100584;266613;105981;149567;309239;134243;97577;182101
690826;597718;180713;21403;57368;15893;18005;22763;43629;114143;137142;141062;133384;42676;30139;8083;229702;100716;265477;105867;148427;309212;133900;97374;181617
690826;597718;180713;21403;57368;15893;18005;22763;43629;114143;137142;141062;133384;42676;30139;8083;229702;100716;265477;105867;148427;309212;133900;97374;181617
690826;597718;180713;21403;57368;15893;18005;22763;43629;114143;137142;141062;133384;42676;30139;8083;229702;100716;265477;105867;148427;309212;133900;97374;181617
690826;597718;180713;21403;57368;15893;18005;22763;43629;114143;137142;141062;133384;42676;30139;8083;229702;100716;265477;105867;148427;309212;133900;97374;181617
689014;637529;180253;21395;57071;15828;17935;22767;43461;113925;136944;140886;133023;42518;30065;8072;229331;99172;264576;105555;148193;307792;133128;97175;181554
689014;637529;180253;21395;57071;15828;17935;22767;43461;113925;136944;140886;133023;42518;30065;8072;229331;99172;264576;105555;148193;307792;133128;97175;181554
689014;637529;180253;21395;57071;15828;17935;22767;43461;113925;136944;140886;133023;42518;30065;8072;229331;99172;264576;105555;148193;307792;133128;97175;181554
689014;637529;180253;21395;57071;15828;17935;22767;43461;113925;136944;140886;133023;42518;30065;8072;229331;99172;264576;105555;148193;307792;133128;97175;181554
687667;636686;179896;21338;57010;15753;17876;22725;43275;113701;136520;141098;132478;42525;29941;8085;228869;99160;263771;105443;147208;307227;132345;97214;181150
685685;633689;178836;21272;56593;15716;17739;22656;43035;114070;136118;141253;131987;42489;29868;8053;228092;98912;262100;104883;146548;306632;132016;96838;180570
685685;633689;178836;21272;56593;15716;17739;22656;43035;114070;136118;141253;131987;42489;29868;8053;228092;98912;262100;104883;146548;306632;132016;96838;180570
685685;633689;178836;21272;56593;15716;17739;22656;43035;114070;136118;141253;131987;42489;29868;8053;228092;98912;262100;104883;146548;306632;132016;96838;180570
685685;633689;178836;21272;56593;15716;17739;22656;43035;114070;136118;141253;131987;42489;29868;8053;228092;98912;262100;104883;146548;306632;132016;96838;180570
685685;633689;178836;21272;56593;15716;17739;22656;43035;114070;136118;141253;131987;42489;29868;8053;228092;98912;262100;104883;146548;306632;132016;96838;180570
682548;628292;178016;21253;56326;15715;17660;22625;42781;112989;135826;141501;131564;42450;29754;7999;227806;99740;260724;104545;146476;306274;131905;96896;180085
682548;628292;178016;21253;56326;15715;17660;22625;42781;112989;135826;141501;131564;42450;29754;7999;227806;99740;260724;104545;146476;306274;131905;96896;180085
682548;628292;178016;21253;56326;15715;17660;22625;42781;112989;135826;141501;131564;42450;29754;7999;227806;99740;260724;104545;146476;306274;131905;96896;180085
682548;628292;178016;21253;56326;15715;17660;22625;42781;112989;135826;141501;131564;42450;29754;7999;227806;99740;260724;104545;146476;306274;131905;96896;180085
681760;631289;177640;21181;56154;15685;17582;22661;42559;112761;135550;141459;131161;42466;29689;8009;227220;98407;259550;104354;145699;305774;131116;97336;179762
681760;631289;177640;21181;56154;15685;17582;22661;42559;112761;135550;141459;131161;42466;29689;8009;227220;98407;259550;104354;145699;305774;131116;97336;179762
681760;631289;177640;21181;56154;15685;17582;22661;42559;112761;135550;141459;131161;42466;29689;8009;227220;98407;259550;104354;145699;305774;131116;97336;179762
681760;631289;177640;21181;56154;15685;17582;22661;42559;112761;135550;141459;131161;42466;29689;8009;227220;98407;259550;104354;145699;305774;131116;97336;179762
680373;630654;177481;21190;55975;15667;17542;22663;42356;112698;135276;141751;130730;42417;29794;7883;226633;97987;258801;104216;146121;305989;131011;96961;179257
680373;630654;177481;21190;55975;15667;17542;22663;42356;112698;135276;141751;130730;42417;29794;7883;226633;97987;258801;104216;146121;305989;131011;96961;179257
680373;630654;177481;21190;55975;15667;17542;22663;42356;112698;135276;141751;130730;42417;29794;7883;226633;97987;258801;104216;146121;305989;131011;96961;179257
680373;630654;177481;21190;55975;15667;17542;22663;42356;112698;135276;141751;130730;42417;29794;7883;226633;97987;258801;104216;146121;305989;131011;96961;179257
680373;630654;177481;21190;55975;15667;17542;22663;42356;112698;135276;141751;130730;42417;29794;7883;226633;97987;258801;104216;146121;305989;131011;96961;179257
680373;630654;177481;21190;55975;15667;17542;22663;42356;112698;135276;141751;130730;42417;29794;7883;226633;97987;258801;104216;146121;305989;131011;96961;179257
677906;628190;176502;21115;55686;15626;17373;22562;42016;112128;134977;142028;129787;42408;29695;7841;225424;97536;257610;103750;145030;304583;130524;96929;178570
677906;628190;176502;21115;55686;15626;17373;22562;42016;112128;134977;142028;129787;42408;29695;7841;225424;97536;257610;103750;145030;304583;130524;96929;178570
675949;624536;175681;20931;55218;15493;17255;22529;41832;111801;134540;142294;129425;42410;29616;7863;225644;98083;256582;103305;144180;304055;130318;96766;179387
675949;624536;175681;20931;55218;15493;17255;22529;41832;111801;134540;142294;129425;42410;29616;7863;225644;98083;256582;103305;144180;304055;130318;96766;179387
675949;624536;175681;20931;55218;15493;17255;22529;41832;111801;134540;142294;129425;42410;29616;7863;225644;98083;256582;103305;144180;304055;130318;96766;179387
675949;624536;175681;20931;55218;15493;17255;22529;41832;111801;134540;142294;129425;42410;29616;7863;225644;98083;256582;103305;144180;304055;130318;96766;179387
672863;625816;175289;20998;55231;15454;17092;22393;41526;111576;134640;141893;128638;42282;29442;7881;224299;96831;255186;103041;143065;302221;129383;96710;178716
672863;625816;175289;20998;55231;15454;17092;22393;41526;111576;134640;141893;128638;42282;29442;7881;224299;96831;255186;103041;143065;302221;129383;96710;178716
672863;625816;175289;20998;55231;15454;17092;22393;41526;111576;134640;141893;128638;42282;29442;7881;224299;96831;255186;103041;143065;302221;129383;96710;178716
671687;625416;174237;20939;55228;15426;17061;22328;41471;111286;133976;142839;128291;42349;29439;7890;223615;96864;253987;102908;142708;302040;129077;96635;178464
